x cord,y cord,z cord,periodicity error
-5.39056847423408148824858221459521701e-01,3.46481693188283000969665895163451808e-01,2.00000000000000009584347204771859197e-04,4.33148853216890564434628299288989890e-04
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,1.50000000000000007188260403578894397e-04,9.43969942460872363236060400196977374e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,1.60000000000000006312225048210606815e-04,9.41765179187769238884149104615327738e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,1.70000000000000008824321481859520588e-04,9.35254005730577250869352004476779357e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,1.80000000000000007948286126491233006e-04,9.35311574121908591629246529741302241e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,1.90000000000000008766316665631546101e-04,9.39348823741694459737683739443115972e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.00000000000000009584347204771859197e-04,9.40699217896603291635546685408105958e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.10000000000000010402377743912172292e-04,9.53898851406222412805546877949240824e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.20000000000000011220408283052485388e-04,9.60382764201211881294820341417689405e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.30000000000000010344372927684197805e-04,9.74020231958412208148532239814617388e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.40000000000000012856469361333111578e-04,9.89829039528597290204626282185239559e-03
-5.39106847423408148827254308260714666e-01,3.46431693188283000967269808362258843e-01,2.50000000000000011980434005964823996e-04,1.00543303970411227689511479144253009e-02
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,1.50000000000000007188260403578894397e-04,9.50467958055602406474419794442947522e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,1.60000000000000006312225048210606815e-04,9.42770332345928518438340102119091988e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,1.70000000000000008824321481859520588e-04,9.35270399286914744935960635534034007e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,1.80000000000000007948286126491233006e-04,9.38328229476997631119578251408562385e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,1.90000000000000008766316665631546101e-04,9.37464237685600380829181671012221562e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.00000000000000009584347204771859197e-04,9.37835478047827940698786010636504905e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.10000000000000010402377743912172292e-04,9.50183915067184768519732846018225541e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.20000000000000011220408283052485388e-04,9.55733967987531544821579687438096471e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.30000000000000010344372927684197805e-04,9.70827078198400078009047574034010789e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.40000000000000012856469361333111578e-04,9.83535324912428648881631267932724273e-03
-5.39106847423408148827254308260714666e-01,3.46441693188283000966393773006890555e-01,2.50000000000000011980434005964823996e-04,9.99753665873678820489114232046648350e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,1.50000000000000007188260403578894397e-04,9.55268158787604846432564971595631364e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,1.60000000000000006312225048210606815e-04,9.44258926181935235031943130927216163e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,1.70000000000000008824321481859520588e-04,9.35762794252741365870028704401308284e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,1.80000000000000007948286126491233006e-04,9.39295414416308745790214165000890853e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,1.90000000000000008766316665631546101e-04,9.36026631681308321668034830259045083e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.00000000000000009584347204771859197e-04,9.35402556824396263324101449029159619e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.10000000000000010402377743912172292e-04,9.46877066846698446555260818893920162e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.20000000000000011220408283052485388e-04,9.51472610004668321074682652838292833e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.30000000000000010344372927684197805e-04,9.67988051740992521194120352006442815e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.40000000000000012856469361333111578e-04,9.77580401645690737621896772346162344e-03
-5.39106847423408148827254308260714666e-01,3.46451693188283000968905869440539469e-01,2.50000000000000011980434005964823996e-04,9.94461294665785586121095230218243979e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,1.50000000000000007188260403578894397e-04,9.64881108674732137491645099019251216e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,1.60000000000000006312225048210606815e-04,9.46242510569029562654822597474235558e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,1.70000000000000008824321481859520588e-04,9.36744159590882841113689526733453253e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,1.80000000000000007948286126491233006e-04,9.39331252129144249592591212652681903e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,1.90000000000000008766316665631546101e-04,9.35051345558229132791958245505401799e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.00000000000000009584347204771859197e-04,9.35371035932233525466709055957007373e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.10000000000000010402377743912172292e-04,9.43995402497373746520626678912405038e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.20000000000000011220408283052485388e-04,9.47616569975722812757671694137343778e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.30000000000000010344372927684197805e-04,9.63304368043644663728807979846399280e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.40000000000000012856469361333111578e-04,9.71982654004389560498470030048541086e-03
-5.39106847423408148827254308260714666e-01,3.46461693188283000968029834085171181e-01,2.50000000000000011980434005964823996e-04,9.89574454758498930852332570572079260e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,1.50000000000000007188260403578894397e-04,9.72797993704002312279174117725138086e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,1.60000000000000006312225048210606815e-04,9.48989892241992389641278432200623982e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,1.70000000000000008824321481859520588e-04,9.40466608953459094462647511248771287e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,1.80000000000000007948286126491233006e-04,9.39854763407648812243602468049844717e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,1.90000000000000008766316665631546101e-04,9.34553130386900693688530136981790240e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.00000000000000009584347204771859197e-04,9.37303302481110250965052548388813824e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.10000000000000010402377743912172292e-04,9.41555626305880086428585494778630882e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.20000000000000011220408283052485388e-04,9.44183446024344264351545251988187593e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.30000000000000010344372927684197805e-04,9.59018790176435204333329734274780613e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.40000000000000012856469361333111578e-04,9.66760394214365529762313003343497429e-03
-5.39106847423408148827254308260714666e-01,3.46471693188283000968847864624311494e-01,2.50000000000000011980434005964823996e-04,9.85111217255751508859518962500318632e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,1.50000000000000007188260403578894397e-04,9.81188518077242726319730674934696035e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,1.60000000000000006312225048210606815e-04,9.61652964184892680384903935581726812e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,1.70000000000000008824321481859520588e-04,9.46626631824372311121066594024495173e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,1.80000000000000007948286126491233006e-04,9.40878642428320213240082263282137169e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,1.90000000000000008766316665631546101e-04,9.34546094184708055278319114814629627e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.00000000000000009584347204771859197e-04,9.39747507741086347644734523802526176e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.10000000000000010402377743912172292e-04,9.39573987639702681316100874033508814e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.20000000000000011220408283052485388e-04,9.41190489547422734452191549291606145e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.30000000000000010344372927684197805e-04,9.55148933625709397373864136734693545e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.40000000000000012856469361333111578e-04,9.61931805416607838823196507514383557e-03
-5.39106847423408148827254308260714666e-01,3.46481693188283000969665895163451808e-01,2.50000000000000011980434005964823996e-04,9.80794987109855760424948012759919079e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,1.50000000000000007188260403578894397e-04,9.90052052901999842186684368449119207e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,1.60000000000000006312225048210606815e-04,9.74486656586462271605495784579281063e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,1.70000000000000008824321481859520588e-04,9.53294834712379315139224020948694844e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,1.80000000000000007948286126491233006e-04,9.42414844068029012714190679204179795e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,1.90000000000000008766316665631546101e-04,9.35043652225870546737118867539914895e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.00000000000000009584347204771859197e-04,9.40142588575514042345106067397995583e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.10000000000000010402377743912172292e-04,9.38066218783184599995867323715169553e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.20000000000000011220408283052485388e-04,9.38654539674443430278335182376361367e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.30000000000000010344372927684197805e-04,9.51712112875425988857430953602856868e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.40000000000000012856469361333111578e-04,9.57514881836479738867541386229839376e-03
-5.39106847423408148827254308260714666e-01,3.46491693188283000970483925702592121e-01,2.50000000000000011980434005964823996e-04,9.75556192948720995465778742793321089e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,1.50000000000000007188260403578894397e-04,1.00186554100986837806266749374822363e-02
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,1.60000000000000006312225048210606815e-04,9.87483763800274888290359950566723461e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,1.70000000000000008824321481859520588e-04,9.60472221948819689552188976534103563e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,1.80000000000000007948286126491233006e-04,9.47484830754107582987739263736239831e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,1.90000000000000008766316665631546101e-04,9.36058482948262894833142183247187305e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.00000000000000009584347204771859197e-04,9.40171626613150959955889786012313971e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.10000000000000010402377743912172292e-04,9.37047475086415310542241843208104420e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.20000000000000011220408283052485388e-04,9.39102207599895976316605883519202510e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.30000000000000010344372927684197805e-04,9.48725278175115169760185849209606739e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.40000000000000012856469361333111578e-04,9.53527366733742567977738025140654507e-03
-5.39106847423408148827254308260714666e-01,3.46501693188283000971301956241732434e-01,2.50000000000000011980434005964823996e-04,9.70720640811976549524373613765264322e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,1.50000000000000007188260403578894397e-04,1.01521949893473271836457148022821124e-02
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,1.60000000000000006312225048210606815e-04,1.00063720423151880442275351368722413e-02
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,1.70000000000000008824321481859520588e-04,9.72288734852731512676984544890064512e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,1.80000000000000007948286126491233006e-04,9.60301511541658501161832143940368749e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,1.90000000000000008766316665631546101e-04,9.38762169024259157029412277346694547e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.00000000000000009584347204771859197e-04,9.40715306943137644677463139421849150e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.10000000000000010402377743912172292e-04,9.36532278489815371642423095881528728e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.20000000000000011220408283052485388e-04,9.40428488718699235872640497785555407e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.30000000000000010344372927684197805e-04,9.46204952318448574721027152787978107e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.40000000000000012856469361333111578e-04,9.49986688826644164197168410803500004e-03
-5.39106847423408148827254308260714666e-01,3.46511693188283000970425920886364146e-01,2.50000000000000011980434005964823996e-04,9.66305992795537806164357927323205055e-03
-5.39106847423408148827254308260714666e-01,3.46521693188283000972938017320013060e-01,1.50000000000000007188260403578894397e-04,1.02871354788497142497475546600972103e-02
