x1,x2,x3,x4,x5,x6,x7,x8
0.251263001,0.189691799,0.9141622,1.22934,0.0,0.0,0.0,0.0
0.2048977,0.1952203,1.042997999,1.2391904,0.0,0.0,0.0,0.0
0.192643101,0.195234801,0.9083102,1.2333925,0.0,0.0,0.0,0.0
0.197270699,0.1856642,0.834869001,1.625101501,0.0,0.0,0.0,0.0
0.219223899,0.1952645,0.8532523,1.2838859,0.0,0.0,0.0,0.0
0.1996741,0.2002838,0.895231101,1.552635101,0.0,0.0,0.0,0.0
0.195181801,0.5445984,0.9018132,1.5483339,0.0,0.0,0.0,0.0
0.1888903,0.2096537,0.8416498,1.471132401,0.0,0.0,0.0,0.0
0.1933796,0.213445699,0.849194799,1.4254252,0.0,0.0,0.0,0.0
0.1908293,0.190452,1.0219698,1.374769601,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2543884,0.203969099,0.9027857,1.2485695,0.0,0.0,0.0,0.0
0.194984799,0.1980741,1.0572646,1.2533458,0.0,0.0,0.0,0.0
0.2008394,0.1956394,0.930172999,1.244034201,0.0,0.0,0.0,0.0
0.1988669,0.184758001,0.860385899,1.6227378,0.0,0.0,0.0,0.0
0.220190599,0.1974351,0.857313201,1.266906,0.0,0.0,0.0,0.0
0.1994418,0.2010041,0.902864801,1.5666928,0.0,0.0,0.0,0.0
0.192206,0.971705301,0.9111181,1.5577125,0.0,0.0,0.0,0.0
0.193539299,0.2074617,0.857093499,1.476395601,0.0,0.0,0.0,0.0
0.1920091,0.210169401,0.8632143,1.4279591,0.0,0.0,0.0,0.0
0.5040667,0.1912748,1.039581001,1.3803939,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2519483,0.2245709,0.9130446,1.2388123,0.0,0.0,0.0,0.0
0.1958855,0.1963018,1.067050301,1.261161901,0.0,0.0,0.0,0.0
0.2008525,0.195394001,0.932162001,1.244922099,0.0,0.0,0.0,0.0
0.1979029,0.185221301,0.849653001,1.6428069,0.0,0.0,0.0,0.0
0.22217,0.1982076,0.8601073,1.2799848,0.0,0.0,0.0,0.0
0.1971552,0.1997767,0.8957721,1.5644662,0.0,0.0,0.0,0.0
0.1924803,0.9405499,0.9118719,1.559442699,0.0,0.0,0.0,0.0
0.1925843,0.2071516,0.8624347,1.4796692,0.0,0.0,0.0,0.0
0.1974754,0.2104229,0.8615909,1.431163899,0.0,0.0,0.0,0.0
0.1923786,0.190779999,1.040133,1.385494599,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1332392,0.0,1.0885092,0.0,0.0,0.0,0.0,0.0
