x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
2.10000000000000013045120539345589350e-02,9.79569863091004015238844355849495786e-01,-9.59974957915209288754852667209855224e-01,-1.95949051757947264839916886396404985e-02,-2.33942014825397360901064077402057509e-01,2.52103703298696171872657255322371415e-01,-1.81616884732988109715931779203139156e-02,4.41087596522693068147385589914602290e-01,4.92031951523763360443386756690048585e-01,-9.33129548046456383080510121170233970e-01,4.38315100449233345729045332757374446e-01,4.25516730625255143122834520146039509e-01,-8.63821831074488534362142078337830860e-01,3.03201908025130251189693808555603027e-13,1.78912602468599571181817714938170994e-11,2.67255873770601247441103254232075415e-02
2.19999999999999987232435216810699785e-02,9.80010365248455390125627675908548238e-01,-9.59482299101160506785662660528889828e-01,-2.05280661472948833399650153796584099e-02,-2.33503571953810238240697714691474788e-01,2.52529041655380119139226442737698965e-01,-1.90254697015698808985287280462241613e-02,4.39910323993676390802986819739337426e-01,4.93279278310749225873838292595864953e-01,-9.33199602304425571166562886900785666e-01,4.38577001952755282203773511681369499e-01,4.25166269133230935324344871063401611e-01,-8.63733271085986263038380608179188112e-01,3.31290550548146711662411689758300781e-13,1.87436678124491333915762861313085824e-11,2.80210822815938759289267068197659682e-02
2.29999999999999996114219413811952109e-02,9.80449690950166765873599506919837764e-01,-9.58988392155362201711787924256035357e-01,-2.14612987948045641618115826638024076e-02,-2.33064868101452344912054943021642494e-01,2.52954028407944935232481897052082833e-01,-1.98891603064925903204269540304403480e-02,4.38734684989691724630231752772247188e-01,4.94528214772894703162168132345801660e-01,-9.33272899762586382282137659683632039e-01,4.38837063573773222784426463640414132e-01,4.24813520587182329345215391580822680e-01,-8.63640584160955597639904080655654006e-01,3.62709862145038641756400465965270996e-13,1.95949228293372154285149875820000497e-11,2.93187334879183754410281181890240987e-02
2.40000000000000004996003610813204432e-02,9.80887841829498371765187332363439699e-01,-9.58493235468897005231965327739073950e-01,-2.23946063606013665332220046243656867e-02,-2.32625905103462290160684768994542595e-01,2.53378661263932527059715371685124437e-01,-2.07527561604702368990306026905818177e-02,4.37560679175349129087937028891819867e-01,4.95778759386559346633092190228627153e-01,-9.33349438561908430210766993686030212e-01,4.39095294794975105127851311365629632e-01,4.24458474174338352657018478804173545e-01,-8.63543768969313503295132015604220082e-01,3.95794508278868306661024689674377441e-13,2.04487688238536059186872534030174007e-11,3.06185441805792470104652380769039155e-02
2.50000000000000013877787807814456755e-02,9.81324819519457738859062337650539091e-01,-9.57996827434395418593555407981934502e-01,-2.33279920850623202655069296686046513e-02,-2.32186684785511303365168579093686921e-01,2.53802937920058148478768452340902916e-01,-2.16162531345468451135998732472160042e-02,4.36388306180687215671208947070740845e-01,4.97030910579588833052302107011855602e-01,-9.33429216760276003213248828648179349e-01,4.39351705068429395210076415417191316e-01,4.24101119054182636792914463912936048e-01,-8.63442824122612077513253104764544269e-01,4.27768931388072815025225281715393066e-13,2.13005263880865514999813616479532613e-11,3.19205175281151026789316915710514877e-02
2.59999999999999988065102485279567190e-02,9.81760625652665263660204724741977160e-01,-9.57499166446084493695536736747396714e-01,-2.42614592065807699646679879945803836e-02,-2.31747208963833863244197425721154374e-01,2.54226856062182711599073365060593212e-01,-2.24796470983488483548759393394388237e-02,4.35217565601443146606647060898112712e-01,4.98284666730980300578065320928962928e-01,-9.33512232332423401674450156392659024e-01,4.39606303815565871431749076852058947e-01,4.23741444358567235393541171883044664e-01,-8.63337748174133152335552474169520612e-01,4.63629135083465371280908584594726562e-13,2.21529790926587993492161822849277736e-11,3.32246566828819853145482454692682950e-02
2.69999999999999996946886682280819514e-02,9.82195261861320041076620129088904830e-01,-9.57000250899836849481715360208275542e-01,-2.51950109614831915949047688806293515e-02,-2.31307479445258345517903153104374529e-01,2.54650413365285213177125272299946928e-01,-2.33429339200268676592221191955724226e-02,4.34048456999321209507774138020119732e-01,4.99540026170546430754097918547904698e-01,-9.33598483169867594751609831133607621e-01,4.39859100427157928955192886607916347e-01,4.23379439191828999151415845978667196e-01,-8.63228539618986973616870958021000545e-01,5.00044450291170505806803703308105469e-13,2.30028618844615054806095813513351491e-11,3.45309647808766106980016274974332191e-02
2.80000000000000005828670879282071837e-02,9.82628729777165965238832505200111590e-01,-9.56500079193220024876943288998278049e-01,-2.61286505839459403618892162018335412e-02,-2.30867498027237687512338385404518144e-01,2.55073607493435278675686786925451820e-01,-2.42061094661975911633484015209336915e-02,4.32880979902259968340757209821139749e-01,5.00796987178578281914208659278700706e-01,-9.33687967080838204744703643665423358e-01,4.40110104263306386042626377006007188e-01,4.23015092630908532478519837619114596e-01,-8.63115196894214964031408440059538592e-01,5.38347144640738406451418995857238770e-13,2.38553717650789773259087895876548319e-11,3.58394449415583363216519785510172369e-02
2.90000000000000014710455076283324161e-02,9.83061031031458096758687925670981261e-01,-9.55998649725546169510645996440039485e-01,-2.70623813059119272480419292309417132e-02,-2.30427266497880068214162421813093445e-01,2.55496436099765826580910629012808338e-01,-2.50691696018857583667482071997148839e-02,4.31715133804697991168172037782248897e-01,5.02055547985506882616779301655003491e-01,-9.33780681790204828274689114002835773e-01,4.40359324653424774301914947595618695e-01,4.22648393725471756842602848936401245e-01,-8.62997718378896576654780021966436557e-01,5.79092329644481651484966278076171875e-13,2.47042404343953420534233138656768151e-11,3.71501002676699748628053043830732349e-02
2.99999999999999988897769753748434596e-02,9.83492167254929295004529488226459481e-01,-9.55495960897922073463215722495727256e-01,-2.79962063570072215413137657307322252e-02,-2.29986786635979602300615402507038853e-01,2.55918896826445855596571856533919010e-01,-2.59321101904662532959564540268801327e-02,4.30550918167838155254221705039876263e-01,5.03315706771563593977863235278412527e-01,-9.33876624939401703721822714883872174e-01,4.40606770896226094882801917954356846e-01,4.22279331498034105837492734062597033e-01,-8.62876102394260246230556877451370881e-01,6.20836715370387537404894828796386719e-13,2.55571505473293818711732352974126913e-11,3.84629338450573413088484642230469035e-02
3.09999999999999997779553950749686919e-02,9.83922140077757113970443927826668007e-01,-9.54992011113299537261831920610146245e-01,-2.89301289644575767086120072165218254e-02,-2.29546060211047046687751989055522455e-01,2.56340987304653357359725780699234951e-01,-2.67949270936063106719737916437125118e-02,4.29388332419910530228470810849866720e-01,5.04577461666439250025571089786933490e-01,-9.33975794086349734743779675202383401e-01,4.40852452259711022802866916982713079e-01,4.21907894944087377171287675848770800e-01,-8.62750347203798445484416818265900688e-01,6.63358257213531032903119921684265137e-13,2.64095671407151724597358111348007801e-11,3.97779487424875372036936482800228987e-02
3.20000000000000006661338147750939243e-02,9.84350951129530960318033589312392544e-01,-9.54486798776526083343019244574894778e-01,-2.98641523530048769750143447374978288e-02,-2.29105088983340518157658522150033161e-01,2.56762705154548357347350350585296170e-01,-2.76576161712078391896918284352629938e-02,4.28227375956433840116821420105195574e-01,5.05840810748942085455487874190187349e-01,-9.34078186705375880062047068860966018e-01,4.41096377981157541718475925923274016e-01,4.21534073032229266873698074498741535e-01,-8.62620451013386854102436225856432455e-01,7.07212066686224716249853372573852539e-13,2.72612585011062797297974705804948643e-11,4.10951480114660552822591910171468044e-02
3.30000000000000015543122344752191566e-02,9.84778602039219512170031155055666389e-01,-9.53980322294396010189743854007505164e-01,-3.07982797448235019802873010481612886e-02,-2.28663874703896220642994471826656915e-01,2.57184047985246086668891238220795773e-01,-2.85201732813498660258967663941388339e-02,4.27068048140475505158156928283866847e-01,5.07105752046654460427150481553710765e-01,-9.34183800187129920075045184403160419e-01,4.41338557267111991591702781287263241e-01,4.21157854704295611139953183234263683e-01,-8.62486411971407648241918189955943733e-01,7.52620188393393618753179907798767090e-13,2.81116137475984683549860724414912802e-11,4.24145346860526212262598733104823623e-02
3.40000000000000024424906541753443889e-02,9.85205094435138397236046987637837267e-01,-9.53472580075701790341077302122310583e-01,-3.17325143594366068949696855155267503e-02,-2.28222419114559180764680288322598667e-01,2.57605013394790287465102810170710346e-01,-2.93825942802311067004225218481116792e-02,4.25910348302910264432836680514386963e-01,5.08372283535588392305126012549693478e-01,-9.34292631838498611227700467629663825e-01,4.41578999293381511839602795855936510e-01,4.20779228875495361343549221246799573e-01,-8.62348228168876918693414242537152699e-01,7.98805466217800130834802985191345215e-13,2.89648247870863186783380338697806853e-11,4.37361117826757586635189056778472150e-02
3.50000000000000033306690738754696213e-02,9.85630429944918128851818207002670503e-01,-9.52963570531285813462420621471702733e-01,-3.26668594136323153893975855309677034e-02,-2.27780723948013990235899816859592026e-01,2.58025598970126654659167326978855803e-01,-3.02448750221126644232675101192637523e-02,4.24754275742677380435058773407979246e-01,5.09640403139839904514989005683345018e-01,-9.34404678882517239439785553656907456e-01,4.41817713205027862687291699043559415e-01,4.20398184434548317863647546850223846e-01,-8.62205897639576226061201471328199878e-01,8.45545855554519221186637878417968750e-13,2.98194020331284686971232568824231116e-11,4.50598822999461814942101511860528262e-02
3.59999999999999972799535896683664760e-02,9.86054610195472298514512763317312531e-01,-9.52453292074092475653976187013927402e-01,-3.36013181213798228605365763033850628e-02,-2.27338790927815553762796591977199411e-01,2.58445802287076416831776715567434406e-01,-3.11070113592608630689801235902350189e-02,4.23599829727036426825042114342706680e-01,5.10910108731242202954517721887685180e-01,-9.34519938458278584269297610795974762e-01,4.42054708116362607581014001680642664e-01,4.20014710243825648485088983824728152e-01,-8.62059418360188301576365210939787625e-01,8.96283047779888875083997845649719238e-13,3.06732871480968545530237879029924215e-11,4.63858492184688400716829903558391379e-02
3.69999999999999981681320093684917083e-02,9.86477636812966023497928900506191051e-01,-9.51941743119220616164578237702288563e-01,-3.45358936937454073333506628039024880e-02,-2.26896621768419841089319924713317275e-01,2.58865620910310059017674714977960407e-01,-3.19689991418902179283547902646431322e-02,4.22447009491821660699032559941210540e-01,5.12181398129017690673734246621114235e-01,-9.34638407620839305862504581127908063e-01,4.42289993110943639651761160754719156e-01,4.19628795139493217239728395811552815e-01,-8.61908788250436902401751782000689165e-01,9.44799793956008215900510549545288086e-13,3.15254268890531394764324869435512637e-11,4.77140155006538155268991374668985372e-02
3.79999999999999990563104290686169406e-02,9.86899511422784648132818661683352275e-01,-9.51428922083976302667141286290721765e-01,-3.54705893388083454656773753926304440e-02,-2.26454218175214641850619099939292342e-01,2.59285052393321190247080660301446156e-01,-3.28308342181065483964615603621537959e-02,4.21295814241694980815332746780014509e-01,5.13454269099428831814018182663550216e-01,-9.34760083341123767119088704009147723e-01,4.42523577241573035354008894575768432e-01,4.19240427931657749667066261823036933e-01,-8.61754005173230830531337381833222174e-01,9.95203919273990322835743427276611328e-13,3.23798867737393033980329143575378137e-11,4.90443840905258679474520988605945604e-02
3.89999999999999999444888487687421730e-02,9.87320235649502697339051617970120934e-01,-9.50914827387925966240855733023566200e-01,-3.64054082615767310981958849465548010e-02,-2.26011581844550321916192584993248606e-01,2.59704094278400558681448154744840244e-01,-3.36925124338502367652555697515916441e-02,4.20146243150397473312911902227654327e-01,5.14728719355427876076446648417276246e-01,-9.34884962505825303879096325210513379e-01,4.42755469530296218537772342838652058e-01,4.18849597404515860579914810953421463e-01,-8.61595066934812124627949379226490137e-01,1.04938280287569796200841665267944336e-12,3.32352193454315177858792577615295976e-11,5.03769579135327841279412552921712631e-02
4.00000000000000008326672684688674053e-02,9.87739811116853080997919978706217986e-01,-9.50399457452949887193848495752971875e-01,-3.73403536639031938040714829532461777e-02,-2.25568714463770579920674300081683873e-01,2.60122744096610217219150850125055711e-01,-3.45540296328396372984765500433718142e-02,4.18998295360999546555691215068836451e-01,5.16004746556305455272771393049063619e-01,-9.35013041917304956318200382683483454e-01,4.42985678968402418345415465865509051e-01,4.18456292316505970527038038497965240e-01,-8.61431971284908434382715729797890907e-01,1.10311759726755553856492042541503906e-12,3.40900252956545637889220311715527058e-11,5.17117398763524485638676253529411042e-02
4.10000000000000017208456881689926377e-02,9.88158239447696547754566856782459432e-01,-9.49882810703296032848330033174285276e-01,-3.82754287444005149062368236081740903e-02,-2.25125617711243202696681113254533859e-01,2.60540999367757842472931928752660654e-01,-3.54153816565146397762508154981267888e-02,4.17851969986149656830342879572582423e-01,5.17282348307338063799053989452712028e-01,-9.35144318293487675119134643590877643e-01,4.43214214516426404457485437023238964e-01,4.18060501400463137249299778963202253e-01,-8.61264715916889587217047441420857833e-01,1.15851772619635084993205964565277100e-12,3.49426043893794120505097086070797003e-11,5.30487328666986168723695982407662086e-02
4.20000000000000026090241078691178700e-02,9.88575522263991386842293931250994896e-01,-9.49364885565634248398264408925608751e-01,-3.92106366983571384440295223253862110e-02,-2.24682293256390818340555207160312824e-01,2.60958857600371210047302023532888884e-01,-3.62765643439803917067468163725760664e-02,4.16707266108321626718407218310520566e-01,5.18561522159434435161958829959375336e-01,-9.35278788267756016370103822835478901e-01,4.43441085104151483344262418686680196e-01,4.17662213363776828528793397761298332e-01,-8.61093298467928357383318041882395626e-01,1.21735954650148414657451212406158447e-12,3.57942626478496001649551436531528963e-11,5.43879397531254818454193866728019202e-02
4.29999999999999965583086236620147247e-02,9.88991661186763376522371304473481705e-01,-9.48845680469110801937322645512509814e-01,-4.01459807176525745850486589609718912e-02,-2.24238742759721645658112241542017010e-01,2.61376316291672829070520548139640399e-01,-3.71375735319511834124083065976233836e-02,4.15564182780060558054742741940625767e-01,5.19842265608780826981067240152124701e-01,-9.35416448388841339525547756658333658e-01,4.43666299630613739311708949918092593e-01,4.17261416888551662931661336605763501e-01,-8.60917716519165447753632511958272999e-01,1.27442500996721719275228679180145264e-12,3.66497185994288768600983234557316269e-11,5.57293633848309002964960257031634683e-02
4.39999999999999974464870433621399570e-02,9.89406657836075977734929247164613607e-01,-9.48325193845403284742308155610052144e-01,-4.10814639906726929926210915545615293e-02,-2.23794967872860238753651735750856619e-01,2.61793372927554738962346005683597291e-01,-3.79984050546945002086942699327406725e-02,4.14422719024227341473798908373389031e-01,5.21124576096485227187340293989006008e-01,-9.35557295120712523150876976927978230e-01,4.43889866964107504262060441392164722e-01,4.16858100631771145044792767917728146e-01,-8.60737967595878694817115434744309870e-01,1.33382194178466306766495108604431152e-12,3.75016717659217992700337576984272813e-11,5.70730065914583986619312838683981681e-02
4.49999999999999983346654630622651894e-02,9.89820513831000771558557036326252151e-01,-9.47803424128775867884373105814216332e-01,-4.20170897022249036741839305120358193e-02,-2.23350970238578225541500261265221942e-01,2.62210024982553471445390022485162151e-01,-3.88590547439752459038897612199402097e-02,4.13282873834241764632960873967637739e-01,5.22408451008220494438038335983225467e-01,-9.35701324842462213560736984516446012e-01,4.44111795942192040220408496929836677e-01,4.16452253225464421904262343729096328e-01,-8.60554049167656507634933066093349814e-01,1.39355194050949648953974246978759766e-12,3.83597036488016938931303998715042193e-11,5.84188721828978810290955436812510015e-02
