x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.89000000000000001332267629550187849e-01,1.03829805536920417346961968183004801e+00,-8.58561513527961153271523548230540892e-01,-1.79736541841243020198096133599507046e-01,-1.57775809709168109739660470503119706e-01,3.16478397466501074753989539794131026e-01,-1.58702587757332965014329069291011320e-01,2.65097945344252452614475634713328930e-01,7.21049622822548187283219518028225163e-01,-9.86157568166800594387432927307136899e-01,4.62897765944105824140775002268971360e-01,3.25485009525498630816975434355660125e-01,-7.88372775469604500468012662059048197e-01,2.59969823446226655505597591400146484e-11,1.62465985282290017782069252899052384e-10,2.76356167728403212535681632289197296e-01
1.90000000000000002220446049250313081e-01,1.03856269296025715427275651186910190e+00,-8.57839737038508671944463237008934862e-01,-1.80722955921748482328293274860167064e-01,-1.57312883920151537420546052559036540e-01,3.16803429093112499458989708252342109e-01,-1.59490545172960962038443655693305617e-01,2.64170780182008468653499118644201532e-01,7.22496755841556611592551636535573843e-01,-9.86677536023565034735788529745358567e-01,4.62960368670905069455885329805158479e-01,3.24584195532440770965435224087717848e-01,-7.87534564203345885931582779327293232e-01,2.62853072641178187041077762842178345e-11,1.63329138935115767210512615813470384e-10,2.78039217916511538497559286042815074e-01
1.91000000000000003108624468950438313e-01,1.03882640401584765463699949282814711e+00,-8.57116513219200845861091025095473005e-01,-1.81709890796646808775908467732674180e-01,-1.56849895857860642069322506812412582e-01,3.17127557759390810871251585683160896e-01,-1.60277661901530168801929078870748314e-01,2.63244873857929735750198472776318217e-01,7.23944280088671604318400956592622990e-01,-9.87199153946601294558337203934524110e-01,4.63022313293913900886206768171912727e-01,3.23679087015503012417806407752873549e-01,-7.86691400309416958814275401359203084e-01,2.65749644512425220455043017864227295e-11,1.64195951854835852387076785085979295e-10,2.79724558242266385654772875568596646e-01
1.92000000000000003996802888650563546e-01,1.03908918979312862140494575823809831e+00,-8.56391841686160652275395519577209832e-01,-1.82697348106967969129550238660888403e-01,-1.56386846177999538004567903941285408e-01,3.17450779165288649132193722909678080e-01,-1.61063932987289111127625818968392648e-01,2.62320223000449282200416562190604097e-01,7.25392180844335434730864706094376360e-01,-9.87722403844784671421019042850563744e-01,4.63083604608676904640739322153501526e-01,3.22769672935581955264493893507939608e-01,-7.85843277544258905415495441095858039e-01,2.68661759506017006060574203729629517e-11,1.65059851805515051869413207191850046e-10,2.81412185776433787509631656575948000e-01
1.93000000000000004884981308350688778e-01,1.03935105154587805762661993610121405e+00,-8.55665722070282818880872977220527531e-01,-1.83685329475595238745746958880686538e-01,-1.55923735531488206084362866326262276e-01,3.17773088999743267723785674859545767e-01,-1.61849353468255061639422808533283491e-01,2.61396824231260113751888317552723939e-01,7.26840443284582702023506523225822118e-01,-9.88247267515842770265132615344129248e-01,4.63144247387928101649790808053008398e-01,3.21855942301155046716788903886763254e-01,-7.84990189689083193876841937374188365e-01,2.71603850521273670892696827650070190e-11,1.65920646194158926933936576533288380e-10,2.83102097527813068023050391275319271e-01
1.94000000000000005773159728050814010e-01,1.03961199052449232327326033093834512e+00,-8.54938154017338297241395999416464546e-01,-1.84673836507154026031864331521880650e-01,-1.55460564564485269220085645733475923e-01,3.18094482940724557339798208813598261e-01,-1.62633918376239288119712563080122362e-01,2.60474674165396565192467148860909270e-01,7.28289052480909813356897389049699024e-01,-9.88773726646306333039102312476191100e-01,4.63204246381661043475360274760675879e-01,3.20937884169167554173927781385407251e-01,-7.84132130550828643159550281580500036e-01,2.74542610867456460255198180675506592e-11,1.66785244294442966789269731431163318e-10,2.84794290442903996751766726447385736e-01
1.95000000000000006661338147750939243e-01,1.03987200797597951694020711825901532e+00,-8.54209137188078863730851934877124565e-01,-1.85662870787900653209355183381890781e-01,-1.54997333918410697816001378456475422e-01,3.18414956655283959500883805444566443e-01,-1.63417622736873261684882426988090972e-01,2.59553769411314927720262578196397435e-01,7.29737993400150502591197975521159859e-01,-9.89301762811465384801198328283140582e-01,4.63263606317198864279769994791378223e-01,3.20015487645925076119338454238251305e-01,-7.83269093963123985909370674464046337e-01,2.77513567681353379157371819019317627e-11,1.67647747945912485525612687953025695e-10,2.86488761405573721940953646480920725e-01
1.96000000000000007549516567451064475e-01,1.04013110514395293781693493834418595e+00,-8.53478671258341841897853915164076867e-01,-1.86652433885611095919081023180109157e-01,-1.54534044229968445180178207768772817e-01,3.18734505799604275440047815418281811e-01,-1.64200461569635830259869607649509018e-01,2.58634106570973356614095438362948710e-01,7.31187250904357475784948391597078472e-01,-9.89831357475330786888781604525610181e-01,4.63322331899264285677605423031893071e-01,3.19088741887991568131016485876946531e-01,-7.82401073787255899318884134343256700e-01,2.80503398286668925720732659101486206e-11,1.68510612709246576868678092470752307e-10,2.88185507236724813839856551567208953e-01
1.97000000000000008437694987151189707e-01,1.04038928326862462720678303244402305e+00,-8.52746755919154940085568588718770511e-01,-1.87642527349469687121214443725252543e-01,-1.54070696131169012955417166989847903e-01,3.19053126019050375761821230464641807e-01,-1.64982429887881362806404063474793952e-01,2.57715682239911063707361675337906087e-01,7.32636809750690269899006254620196479e-01,-9.90362491990601288096105704523685564e-01,4.63380427810049571337425360347271967e-01,3.18157636103092860220160736118151091e-01,-7.81528063913142477067848321899839962e-01,2.83488787999885971657931804656982422e-11,1.69377545999588186247483077741882630e-10,2.89884524693963363528581567152286880e-01
1.98000000000000009325873406851314940e-01,1.04064654358679898888343146082221990e+00,-8.52013390876841198050088862626698772e-01,-1.88633152709957790833342598195521128e-01,-1.53607290249351946621995730922134731e-01,3.19370812948220816354119454143401586e-01,-1.65763522698868869732123723221266782e-01,2.56798493007326799152991879170799730e-01,7.34086654591309411496550869440283280e-01,-9.90895147598636165139280523176666202e-01,4.63437898709286428240680258048303244e-01,3.17222159551025640628674086760900216e-01,-7.80650058260312114379616570243620462e-01,2.86519696857112649013288319110870361e-11,1.70240001502809095302929707864296443e-10,2.91585810471267581345244934709626250e-01
1.99000000000000010214051826551440172e-01,1.04090288733186648757565189154349296e+00,-8.51278575853124036233817233102236394e-01,-1.89624311478742451341834658441256643e-01,-1.53143827207208261127097194380128044e-01,3.19687562211000366006355011496328538e-01,-1.66543735003792104879257817116200517e-01,2.55882535456156626951704387669365305e-01,7.35536769973276962571995435242415187e-01,-9.91429305429433544013437597477363299e-01,4.63494749234315851545828426764796022e-01,3.16282301544571880119918378584462922e-01,-7.79767050778887777176009030783675945e-01,2.89540613707117699959781020879745483e-11,1.71103058859137625369580417979817314e-10,2.93289361198657005935785946348914877e-01
2.00000000000000011102230246251565404e-01,1.04115831573379742487632586772914770e+00,-8.50542310585232401263025766567910789e-01,-1.90616005148565023613300101161236837e-01,-1.52680307622802796698829946245394233e-01,3.20003369420613451160853138795415020e-01,-1.67323061797810654462023192550020763e-01,2.54967806163150998700178339170433938e-01,7.36987140338463540973263820580483334e-01,-9.91964946501614494163179934316500078e-01,4.63550984000157910045771130474750030e-01,3.15338051450418669688229608497484869e-01,-7.78879035450576625244262964406651804e-01,2.92581514571566003724001348018646240e-11,1.71965995844844631233990312096716773e-10,2.94995173441862601482199579550069757e-01
2.01000000000000011990408665951690637e-01,1.04141283001913579187617226857529720e+00,-8.49804594826006001151132922026130837e-01,-1.91608235193129790725039346549166361e-01,-1.52216732109596504905732694926355620e-01,3.20318230179678523196984992033747430e-01,-1.68101498070082018291252297107391858e-01,2.54054301698951130000122516782069736e-01,7.38437750023461903202934621835595744e-01,-9.92502051722412987692794913183248479e-01,4.63606607599581469246441405673233536e-01,3.14389398690083443491178548112550909e-01,-7.77986006289664958247882179220201061e-01,2.95667934580023938906379044055938721e-11,1.72827753198460699916440209427126398e-10,2.96703243701996632886164206865942106e-01
2.02000000000000012878587085651815869e-01,1.04166643141099319782705879821046946e+00,-8.49065428344000623601295880964473800e-01,-1.92601003066992574225762917245995658e-01,-1.51753101276468665025614182014733693e-01,3.20632140080263353618671184096744021e-01,-1.68879038803794688593057002082010376e-01,2.53142018628164683953489291854289455e-01,7.39888583259507177693971933657971825e-01,-9.93040601887671816137199000077844375e-01,4.63661624603173849133681190360926019e-01,3.13436332740844557674436414673077393e-01,-7.77087957344018452318379830468420222e-01,2.98741031912186372210271656513214111e-11,1.73691532778518375196535815534375738e-10,2.98413568415224206287206243359833024e-01
2.03000000000000013766765505351941101e-01,1.04191912112904287414418969197272227e+00,-8.48324810923593530713670834119560353e-01,-1.93594310205449343430518857853161946e-01,-1.51289415727739030790489307808173142e-01,3.20945094703941262486005919382519473e-01,-1.69655678976202231695516611574346306e-01,2.52230953509440766153283448166866100e-01,7.41339624172403836954886454307202393e-01,-9.93580577681844557597907677039651395e-01,4.63716039559410413734430211877949125e-01,3.12478843136677194612412419097222223e-01,-7.76184882696087653857104856409587964e-01,3.01842995042989059584215283393859863e-11,1.74552110500043506697025716078295531e-10,3.00126143952434587536259869011701085e-01
2.03999999999999986899368309423152823e-01,1.04217090038951375306086335040064390e+00,-8.47582742365088923314153989930519223e-01,-1.94588158024424829746709360470124603e-01,-1.50825676063189907577248294478014709e-01,3.21257089621848285400696594206550853e-01,-1.70431413558658377823448299728536072e-01,2.51321102895544235563546104070361136e-01,7.42790856782459497266937171160167071e-01,-9.94121959678003687320221049796111495e-01,4.63769856994724089616731291236895547e-01,3.11516919469194560928611599398443853e-01,-7.75276776463918696055605116069756209e-01,3.04963831965210374619346112012863159e-11,1.75413940076032489900820103007878003e-10,3.01840966618914019470309995085699484e-01
2.04999999999999987787546729123278055e-01,1.04242177040518462025387922857369818e+00,-8.46839222484823468032594408352752290e-01,-1.95582547920361152221284820220945887e-01,-1.50361882878088160116531936049959280e-01,3.21568120394741284322792868670203730e-01,-1.71206237516653124206260932620244402e-01,2.50412463333429335666157246459904291e-01,7.44242265004425634892125922081477038e-01,-9.94664728337854925048020943106964520e-01,4.63823081413574810511133489300520332e-01,3.10550551388594346487963362563564511e-01,-7.74363632802169202509359077298501844e-01,3.08094660894653316063340753316879272e-11,1.76277888174960299064052851513197319e-10,3.03558032654018483675883999239886180e-01
2.05999999999999988675725148823403288e-01,1.04267173238537834076204295669320287e+00,-8.46094251115271880169377884740557151e-01,-1.96577481270106460592665071952645699e-01,-1.49898036763207150795084531871218245e-01,3.21878182573057007462780436099765412e-01,-1.71980145809849856667695904228547118e-01,2.49505031364312650236099392744693882e-01,7.45693832647445308014985710452585411e-01,-9.95208864011757912740822877762862484e-01,4.63875717298518885273750051543186222e-01,3.09579728604610410369244099781611562e-01,-7.73445445903129341153256376759214689e-01,3.11239922723416384542360901832580566e-11,1.77137141819648664339893776072281585e-10,3.05277338230848016564777935855090618e-01
2.06999999999999989563903568523528520e-01,1.04292078753595615752457228407127666e+00,-8.45347828105152555299931040430115450e-01,-1.97572959430803602224641243641161188e-01,-1.49434138304848608629617171498991182e-01,3.22187271696972103458525617732260295e-01,-1.72753133392123494828908446233269113e-01,2.48598803523745388090762396145459525e-01,7.47145543415007973893248024963423448e-01,-9.95754346938753316473748195674466165e-01,4.63927769110278286448505597445661943e-01,3.08604440887469658629216136161303789e-01,-7.72522209997747990587983959041382830e-01,3.14418491242918207717593759298324585e-11,1.77997623244676576478591023817304248e-10,3.06998879455921414027841365168569610e-01
2.07999999999999990452081988223653752e-01,1.04316893705931206187054396286203737e+00,-8.44599953319533242477098819789579638e-01,-1.98568983739778819393445143072457634e-01,-1.48970188084864428992938030411164506e-01,3.22495383296464095010765148422011270e-01,-1.73525195211599666017827118010846740e-01,2.47693776341685001142748144087121428e-01,7.48597380904911490932122049613055584e-01,-9.96301157246596446564607968265760203e-01,4.63979241287809856722989631317829453e-01,3.07624678068854077461289763691326347e-01,-7.71593919356663979694541620443572705e-01,3.17614823330814033397473394870758057e-11,1.78858393559196146702666229959018299e-10,3.08722652368851768756030651275068521e-01
2.08999999999999991340260407923778985e-01,1.04341618215436723529484306250964404e+00,-8.43850626639936751801519321579084105e-01,-1.99565555514430483493323740930560008e-01,-1.48506186680678404175793640882363536e-01,3.22802512891373317113828811127271716e-01,-1.74296326210694912938035170244908204e-01,2.46789946342566140069456555296671175e-01,7.50049328609231395623855281242809117e-01,-9.96849274951797490183049611105063580e-01,4.64030138248374430608824396078491522e-01,3.06640430042867884130449509250484824e-01,-7.70660568291242360249536130763393155e-01,3.20801163411488232668489217758178711e-11,1.79718899058348363681811640903765244e-10,3.10448652942023228806789347800076939e-01
2.09999999999999992228438827623904217e-01,1.04366252401656456186038137624454468e+00,-8.43099847964446689040070154315123268e-01,-2.00562676052117872820311221929421508e-01,-1.48042134665307884870516110891291406e-01,3.23108655991465824980048707868747352e-01,-1.75066521326157940109532596977455922e-01,2.45887310045370951896503492994922770e-01,7.51501369914297544508194762903637882e-01,-9.97398679959668450894436030464143843e-01,4.64080464387605868713557511580081680e-01,3.05651686767009756832939196646526671e-01,-7.69722151154615671056758933661025352e-01,3.24018589736851936322636902332305908e-11,1.80577960110042290234067259865055251e-10,3.12176877080268477815394589924835600e-01
2.10999999999999993116617247324029449e-01,1.04390796383786321057064049488436273e+00,-8.42347617207813209882203426546217998e-01,-2.01560346630050000688437068338144730e-01,-1.47578032607385372665186362977450502e-01,3.23413808096497276716835778294206927e-01,-1.75835775489111904051649415316756449e-01,2.44985863963698723775739562818615818e-01,7.52953488100678211510053338517425991e-01,-9.97949352064376889775530675901624807e-01,4.64130224079580002006806884313108727e-01,3.04658438263150103383846703564493428e-01,-7.68778662342730150900915813312019349e-01,3.27247118292461891542188823223114014e-11,1.81440608206257638013099195585263322e-10,3.13907320620547214407025649052229710e-01
2.11999999999999994004795667024154682e-01,1.04415250280673328706086773109948369e+00,-8.41593934301558786333535467439765043e-01,-2.02558568505174500727332263659718667e-01,-1.47113881071180043639603038351598274e-01,3.23717964696277795774679625882044026e-01,-1.76604083625097752135076587530445800e-01,2.44085604605834877222308787980180178e-01,7.54405666343171731197826932729720862e-01,-9.98501270949006562909873495275484231e-01,4.64179421676883483518720183911967701e-01,3.03660674618513327378347440575307469e-01,-7.67830096295396856407329849921692268e-01,3.30512284207884476927574723958969116e-11,1.82299476664957125841769508948759071e-10,3.15639979331625575298403418855741620e-01
2.12999999999999994892974086724279914e-01,1.04439614210815055396050933210400837e+00,-8.40838799194083977655426104627077832e-01,-2.03557342914066576305083227476930537e-01,-1.46649680616619203156891139957206073e-01,3.24021121270737818142339799459216524e-01,-1.77371440654118614985448659502010379e-01,2.43186528474819317058810334051154040e-01,7.55857887710805778679126267292635784e-01,-9.99054416185625050227674375909372919e-01,4.64228061510682544943766880014170261e-01,3.02658385986665049203039335487239380e-01,-7.66876447497347639657068440935826642e-01,3.33778560346331687469501048326492310e-11,1.83160993277330146119737774281925873e-10,3.17374848913757112711664376547560096e-01
2.13999999999999995781152506424405146e-01,1.04463888292359121928370527580749819e+00,-8.40082211850773198168484769936784811e-01,-2.04556671072818021115220505870713357e-01,-1.46185431799309671947094149132176775e-01,3.24323273289994929222233503758369020e-01,-1.78137841490685257275139354626192149e-01,2.42288632068514139298207225864348790e-01,7.57310135166844377009897628817788897e-01,-9.99608767235358470797842629247721071e-01,4.64276147890791655657460534726946502e-01,3.01651562588504237992620410195780991e-01,-7.65917710479295939160343170357144206e-01,3.37040395592680397385265678167343140e-11,1.84022389519081642195465223616471264e-10,3.19111924998364049343990700435824692e-01
2.14999999999999996669330926124530379e-01,1.04488072643102679220889336259902893e+00,-8.39324172254100474146991107242590572e-01,-2.05556554176926318061902255356438334e-01,-1.45721135170559103581568618475701172e-01,3.24624416214421695274474468343877516e-01,-1.78903281043862591692905849868176296e-01,2.41391911879670702180665745031538973e-01,7.58762391568802723137728937530488507e-01,-1.00016430344847337980813245712761077e+00,4.64323685105742081687815852860878313e-01,3.00640194713260209334216955238508116e-01,-7.64953879819002336532295033533803623e-01,3.40328876191620111058000475168228149e-11,1.84883376500719955983573898555703856e-10,3.20851203147720531738684712763642892e-01
2.15999999999999997557509345824655611e-01,1.04512167380491900561277725228102483e+00,-8.38564680403735181940130651947656322e-01,-2.06556993401183823672646600333368533e-01,-1.45256791277397233439441489833645233e-01,3.24924545494714494272168677218143817e-01,-1.79667754217317260832727187384498560e-01,2.40496364395996064563010256167635681e-01,7.60214639668469923530284787130651213e-01,-1.00072100406446594258303281786386999e+00,4.64370677422850342217181993221659877e-01,2.99624272719494442217065130265247681e-01,-7.63984950142344829944509348921324464e-01,3.43653994150372454896569252014160156e-11,1.85743256072640247111067066307619462e-10,3.22592678854636383256604403868550435e-01
2.16999999999999998445687765524780843e-01,1.04536172621621480472810351568905486e+00,-8.37803736316647759364736355668004624e-01,-2.07557989899567045363367160021050214e-01,-1.44792400662597059269797979243807885e-01,3.25223656571963350963413241533041691e-01,-1.80431255909366291693615262289233733e-01,2.39601986100218795842942873430173793e-01,7.61666862111939730755001478735585011e-01,-1.00127884821215848108768212673134209e+00,4.64417129088286561223563915814070938e-01,2.98603787036107167409086137034515913e-01,-7.63010916124393774142912278283003564e-01,3.47005757461715802492108196020126343e-11,1.86603111570436233398112070859810785e-10,3.24336347542142633404438356592436321e-01
2.17999999999999999333866185224906076e-01,1.04560088483234140129886663795461723e+00,-8.37041340027215382322909345930608537e-01,-2.08559544805126018975957292024008713e-01,-1.44327963864695953455642175426710816e-01,3.25521744877722780886963382103969086e-01,-1.81193781013026827431321206677258318e-01,2.38708773470154161583607889976448078e-01,7.63119041439649372376113371518672180e-01,-1.00183781490980348844945903606070316e+00,4.64463044327142711903650144995955080e-01,2.97578728163348678114284890300089758e-01,-7.62031772490491435528197260730461839e-01,3.50356410550034524931106716394424438e-11,1.87461859658514197024541568224685122e-10,3.26082204563177990852551602074527182e-01
2.19000000000000000222044604925031308e-01,1.04583915081720139261071819214108581e+00,-8.36277491587327598506482730157055283e-01,-2.09561659229873794104235461984030506e-01,-1.43863481418016707088013877108505820e-01,3.25818805834083648038717886565487679e-01,-1.81955324416066940950704009456981786e-01,2.37816722978768688987479448767759650e-01,7.64571160086426563619487078646242526e-01,-1.00239788306519520709670430197958508e+00,4.64508427343500751552511317403520890e-01,2.96549086673835312425959764822386296e-01,-7.61047514017336109488733307660324091e-01,3.53742590775141252379398792982101440e-11,1.88320872561959513895900860786526564e-10,3.27830245200276648720461025732220151e-01
2.20000000000000001110223024625156540e-01,1.04607652533116794477849706723275106e+00,-8.35512191066491909958806155384356817e-01,-2.10564334264676034819690911848394240e-01,-1.43398953852688505960954006217138637e-01,3.26114834853746040835014245897093331e-01,-1.82715881001057534874060239679954621e-01,2.36925831094244116351919685556060862e-01,7.66023200381544795324321134002017856e-01,-1.00295903147578886616597859412366143e+00,4.64553282320500644607322292435097673e-01,2.95514853213570055740557460011550435e-01,-7.60058135534070745858141977881065109e-01,3.57143203899568106862716376781463623e-11,1.89177574349471566084236486174836904e-10,3.29580464665257810707998942234553397e-01
2.21000000000000001998401444325281773e-01,1.04631300953108003967692165443703023e+00,-8.34745438551939296172782189073020720e-01,-2.11567570979140743504139465364009510e-01,-1.42934381694667838600287534868232563e-01,3.26409827340093170966209808292227806e-01,-1.83475445645425332365922273423995219e-01,2.36036094280040730622095630582081893e-01,7.67475144548786988753235834490068005e-01,-1.00352123882882767386506923963773319e+00,4.64597613420408271594494455233474818e-01,2.94476018502967709935768829249468210e-01,-7.59063631923376027040525509917359741e-01,3.60537155685847210406791418790817261e-11,1.90036707623538407157836594735299758e-10,3.31332858098915938871442676827427931e-01
2.22000000000000002886579864025407005e-01,1.04654860457023778490459224380850140e+00,-8.33977234148729669312494651281282156e-01,-2.12571370421508115592097592527219176e-01,-1.42469765465759336441437607104313172e-01,3.26703778687266299680143695910087097e-01,-1.84234013221506963238706088805773949e-01,2.35147508994960097140258576741771509e-01,7.68926974706517608868340307151416071e-01,-1.00408448370147766049833665845877048e+00,4.64641424784683221751287146700303957e-01,2.93432573337884574744270868566183495e-01,-7.58063998122567842005820240700904165e-01,3.63961083493791193177457898855209351e-11,1.90894902006757359453958338506515601e-10,3.33087420570713332867995859487564303e-01
2.23000000000000003774758283725532237e-01,1.04678331159839778617554253469882026e+00,-8.33207577979857253054150354841588652e-01,-2.13575733618540533121392179857231611e-01,-1.42005105683636546273697771618695507e-01,3.26996684280240695979815027968628914e-01,-1.84991578596604149706117256349933432e-01,2.34260071693207185673681427091557955e-01,7.70378672867763327700230020363605272e-01,-1.00464874456097046786364922202074613e+00,4.64684720534046467124300907443113944e-01,2.92384508590652585371514888458001446e-01,-7.57059229124699098006078021335532295e-01,3.67399444201055302983149886131286621e-11,1.91750977867037485790641720701994602e-10,3.34844147078473264311782031654729508e-01
2.24000000000000004662936703425657470e-01,1.04701713176176858153665309585367498e+00,-8.32436470186355876450426140122814575e-01,-2.14580661575412705086226955730860498e-01,-1.41540402861862635070571316244012898e-01,3.27288539494902631162965438777651078e-01,-1.85748136633039996092394122533638180e-01,2.33373778824451896786819698584553098e-01,7.71830220940302329439245880966917069e-01,-1.00521399976475418071580335411705345e+00,4.64727504768547915978243403947257122e-01,2.91331815211117849012284953022188442e-01,-7.56049319979665810500790582403862372e-01,3.70862229814861166232731193304061890e-11,1.92608040766414110585699794086169177e-10,3.36603032548075664642794890824006870e-01
2.25000000000000005551115123125782702e-01,1.04725006620300613681329680344546601e+00,-8.31663910927404174130689759013255061e-01,-2.15586155275601962682607044432210945e-01,-1.41075657509911027327937952901291049e-01,3.27579339698127414073207375226406829e-01,-1.86503682188216386745269422325115708e-01,2.32488626833889992606512314112844226e-01,7.73281600726762348863423118796131547e-01,-1.00578022756065229595967320747455906e+00,4.64769781567633843379004482694333737e-01,2.90274484227683521516553592399247296e-01,-7.55034265795317410405820300527997842e-01,3.74295039407002150255721062421798706e-11,1.93464549960931724050450113876685258e-10,3.38364071833153312596209616458509117e-01
2.26000000000000006439293542825907934e-01,1.04748211606120940168962671918790310e+00,-8.30889900380430684057963496276828197e-01,-2.16592215680778717631663222911074835e-01,-1.40610870133185975033928884115053723e-01,3.27869080247858471372883761083410145e-01,-1.87258210114672496338954876968356447e-01,2.31604612162303436012270951316307303e-01,7.74732793924727534685081292250841910e-01,-1.00634740608703092518709001813273231e+00,4.64811554990214196845382724038839797e-01,2.89212506748356964040599157322798038e-01,-7.54014061738571206396244106796054451e-01,3.77780029481300516636110842227935791e-11,1.94318627668894548629935950495048827e-10,3.40127259714790575184650833762134425e-01
2.27000000000000007327471962526033167e-01,1.04771328247191592583394052903511314e+00,-8.30114438741218833971941136029230585e-01,-2.17598843730697091861999393005882529e-01,-1.40146041233043060396481927284324345e-01,3.28157756493187477086969039972236294e-01,-1.88011715260144416690487112687912021e-01,2.30721731246120142266923382587538981e-01,7.76183782126854229347662535277679367e-01,-1.00691551337297432610432369243080164e+00,4.64852829074729774993775080495623927e-01,2.88145873961801118094582585437235045e-01,-7.52988703036530938598619891367275781e-01,3.81267240001648133329581469297409058e-11,1.95175281308157991137375249483910602e-10,3.41892590901223369925787665124516934e-01
2.28000000000000008215650382226158399e-01,1.04794356656709753448356253075969207e+00,-8.29337526224011807555870000916915448e-01,-2.18606040343085726927692529842776621e-01,-1.39681171306809631456609215908820390e-01,3.28445363774435535605016234425172378e-01,-1.88764192467625904148407018516351989e-01,2.29839980517473147086078743526244568e-01,7.77634546820995756735919934128739832e-01,-1.00748452733846885831173645222056749e+00,4.64893607839219277129776607098472596e-01,2.87074577138390035962978469560733237e-01,-7.51958184977609358603017302093622641e-01,3.84775544759463627997320145368576050e-11,1.96030129388098570611202308493451205e-10,3.43660060027540958937919413074268959e-01
2.29000000000000009103828801926283631e-01,1.04817296947515606290767422265509781e+00,-8.28559163061617281273688619584042063e-01,-2.19613806413538781633985603071055821e-01,-1.39216260847805170717441370238460735e-01,3.28731897423235422264409535107079568e-01,-1.89515636575430251546968164868618833e-01,2.28959356404259195128072773479603600e-01,7.79085069390336309175597843074129985e-01,-1.00805442579459545879340839111931687e+00,4.64933895281386221769941833273942240e-01,2.85998607631268502029589990368314323e-01,-7.50922502912654769309794049076673468e-01,3.88284959740303747821599245071411133e-11,1.96883412649959335455898759520913457e-10,3.45429661655389241836644487193552777e-01
2.30000000000000009992007221626408864e-01,1.04840149232091914917049779418797923e+00,-8.27779349505512022732485715968529099e-01,-2.20622142815407126438012078219450108e-01,-1.38751310345361596921114262775607503e-01,3.29017352762614885572987289199580599e-01,-1.90266042417253288651873026423973023e-01,2.28079855330196752869230508427712730e-01,7.80535331113534024993037141000965905e-01,-1.00862518644373073235200542399426192e+00,4.64973695378665732105935879907317904e-01,2.84917956877415679084529547508261656e-01,-7.49881652256081456700727652849996561e-01,3.91828791634907247498631477355957031e-11,1.97737081097808977747765821743964226e-10,3.47201390272676657655637200150522403e-01
2.31000000000000010880185641326534096e-01,1.04862913622563608462119324281256282e+00,-8.26998085825946341334136557529063846e-01,-2.21631050399689743287056685283499044e-01,-1.38286320284843500107537923260285645e-01,3.29301725107081015062446500277381552e-01,-1.91015404822237514954908577017095980e-01,2.27201473714883449812454360527591042e-01,7.81985313164873347780387067163929285e-01,-1.00919678687975675208257920225710381e+00,4.65013012088291186451954870573431038e-01,2.83832616398712712226703120361968151e-01,-7.48835628487003944188920216369816095e-01,3.95384835982781623897608369588851929e-11,1.98591351398766241050836963960122053e-10,3.48975240293280808412390570083516650e-01
2.32000000000000011768364061026659328e-01,1.04885590230697372154076943119697156e+00,-8.26215372312048381888897438078972933e-01,-2.22640529994925339651871993117998601e-01,-1.37821291147668310091032056884858939e-01,3.29585009762705678695817683522595758e-01,-1.91763718615037368604785626637736844e-01,2.26324207973852951960308638353162821e-01,7.83434996614426758368017685730650344e-01,-1.00976920458827966481806409864939665e+00,4.65051849347360731744624385699991264e-01,2.82742577803014221502189180233705279e-01,-7.47784427150374998757075791368113544e-01,3.98967525683247004053555428981781006e-11,1.99441866136331949243994647019291839e-10,3.50751206056758080276125610907911323e-01
2.33000000000000012656542480726784561e-01,1.04908179167901243738023214927394861e+00,-8.25431209271928251772817687441770556e-01,-2.23650582407084185607414461832177959e-01,-1.37356223411326398492729409336478887e-01,3.29867202027212033682698935401780187e-01,-1.92510978615885635189969526065301300e-01,2.25448054518631271466928957075501313e-01,7.84884362428225970342009816135974140e-01,-1.01034241694685719629867654777705874e+00,4.65090211072903658192594510870611969e-01,2.81647832785223612936651429756875540e-01,-7.46728043858127316639508166061904510e-01,4.02576860736303387966472655534744263e-11,2.00295703103051725418998851640412584e-10,3.52529281828054541492178941552992910e-01
2.34000000000000013544720900426909793e-01,1.04930680545224215502809815088053005e+00,-8.24645597032781972120080870816292451e-01,-2.24661208419460182908017280064237671e-01,-1.36891117549401114468537120832736916e-01,3.30148297190062114484851373862486930e-01,-1.93257179640661000016314253029749990e-01,2.24573009756792516366238230431505385e-01,7.86333391468442679760959412041824916e-01,-1.01091640122523515061693541703891378e+00,4.65128101161946633200743268304766632e-01,2.80548373128372136128774294720092409e-01,-7.45666474290318814839779788459275850e-01,4.06205069580778399540577083826065063e-11,2.01147662288075724039046326683039309e-10,3.54309461797218949730137182996259071e-01
2.34999999999999986677323704498121515e-01,1.04953094473355841854929319191058030e+00,-8.23858535940995243450832834495227071e-01,-2.25672408792563175098460357415353306e-01,-1.36425974031588754274307583753043452e-01,3.30428290532545501722175890367212892e-01,-1.94002316500956747447868306614169392e-01,2.23699070092014084257101560867791160e-01,7.87782064493578959522478354118191546e-01,-1.01149113458559299826931768955156561e+00,4.65165523491579792721279711015888124e-01,2.79444190704701615071872990460491587e-01,-7.44599714196281453303414926910796809e-01,4.09831057979204160801600664854049683e-11,2.01998032580895603189515030543863401e-10,3.56091740079118312944927993157762103e-01
