x1,x2
0.0,0.004345547865157129
0.0001,0.004345544332419005
0.0002,0.004345538433038495
0.00030000000000000003,0.004345530157621765
0.0004,0.004345519496776829
0.0005,0.00434550644111374
0.0006000000000000001,0.004753523709325991
0.0007,0.005298123789889155
0.0008,0.00585546158165491
0.0009000000000000001,0.006422448309859237
0.001,0.006996946914381108
0.0011,0.007577441535092327
0.0012000000000000001,0.008162832033797023
0.0013000000000000002,0.008752303238538501
0.0014,0.009345239731207012
0.0015,0.009941169022258868
0.0016,0.010539722826499712
0.0017000000000000001,0.011140610138526002
0.0018000000000000002,0.011743598162429838
0.0019,0.012348498572675472
0.002,0.012955157459822463
0.0021000000000000003,0.01356344786633688
0.0022,0.01417326417151106
0.0023,0.014784517815624948
0.0024000000000000002,0.015397134007082341
0.0025,0.016011049159999943
0.0026000000000000003,0.016626208880863892
0.0027,0.017242566372339552
0.0028,0.017860081157181868
0.0029000000000000002,0.01847871805006554
0.003,0.019098446323105887
0.0031000000000000003,0.019719239023939943
0.0032,0.020341072414892806
0.0033,0.020963925508940502
0.0034000000000000002,0.0215877796835778
0.0035,0.02221261835778747
0.0036000000000000003,0.022838426720429197
0.0037,0.02346519150076828
0.0038,0.02409290077372587
0.0039000000000000003,0.024721543793885036
0.004,0.025351110853428064
0.0041,0.0259815931600819
0.004200000000000001,0.02661298273186552
0.0043,0.02724527230600606
0.0044,0.027878455259850946
0.0045000000000000005,0.028512525541975326
0.0046,0.029147477611986057
0.0047,0.029783306387769753
0.0048000000000000004,0.03042000719913406
0.0049,0.031057575746957354
0.005,0.03169600806709901
0.0051,0.03233530049843622
0.005200000000000001,0.0329754496544877
0.0053,0.03361645239816398
0.0054,0.03425830581925
0.0055000000000000005,0.034901007214281486
0.0056,0.035544554068523825
0.0057,0.036188944039801635
0.0058000000000000005,0.036834174943961406
0.0059,0.03748024474177805
0.006,0.038127151527140926
0.0061,0.03877489351637601
0.006200000000000001,0.03942346903857877
0.0063,0.040072876526848024
0.0064,0.040723114510324315
0.006500000000000001,0.041374181606948134
0.0066,0.04202607651686313
0.0067,0.04267879801639837
0.0068000000000000005,0.04333234495257128
0.006900000000000001,0.04398671623805941
0.007,0.04464191084659509
0.0071,0.045297927808742186
0.007200000000000001,0.04595476620801826
0.0073,0.046612425177329934
0.0074,0.047270903895692086
0.007500000000000001,0.047930201585205064
0.0076,0.04859031750826648
0.0077,0.0492512509649966
0.0078000000000000005,0.049913001290858586
0.0079,0.050575567854456514
0.008,0.05123895005549593
0.0081,0.05190314732289311
0.0082,0.052568159113020506
0.0083,0.05323398490807711
0.008400000000000001,0.0539006242145735
0.0085,0.05456807656192216
0.0086,0.05523634150112485
0.008700000000000001,0.05590541860354905
0.0088,0.05657530745978674
0.0089,0.05724600767858904
0.009000000000000001,0.05791751888587083
0.0091,0.05858984072378015
0.0092,0.0592629728498275
0.009300000000000001,0.05993691493607049
0.0094,0.06061166666834995
0.0095,0.06128722774557356
0.009600000000000001,0.06196359787904374
0.0097,0.06264077679182661
0.0098,0.06331876421815906
0.0099,0.06399755990289127
0.01,0.06467716360096241
0.010100000000000001,0.065357575076907
0.0102,0.06603879410438991
0.0103,0.06672082046576834
0.010400000000000001,0.06740365395167855
0.0105,0.06808729436064608
0.0106,0.06877174149871766
0.010700000000000001,0.06945699517911372
0.0108,0.07014305522189974
0.0109,0.0708299214536757
0.011000000000000001,0.07151759370728218
0.0111,0.07220607182152224
0.0112,0.07289535564089789
0.011300000000000001,0.07358544501536067
0.0114,0.07427633980007496
0.0115,0.07496803985519367
0.011600000000000001,0.07566054504564532
0.0117,0.076353855240932
0.0118,0.07704797031493746
0.0119,0.07774289014574483
0.012,0.07843861461546325
0.012100000000000001,0.07913514361006316
0.0122,0.07983247701921947
0.0123,0.08053061473616245
0.012400000000000001,0.08122955665753565
0.0125,0.08192930268326064
0.0126,0.08262985271640808
0.012700000000000001,0.0833312066630749
0.0128,0.08403336443226714
0.0129,0.0847363259357881
0.013000000000000001,0.08544009108813184
0.0131,0.08614465980638128
0.0132,0.08685003201011096
