x1,x2,x3,x4,x5,x6,x7,x8
0.192648101,0.0651904,0.3829263,0.7729009,4.628084,9.217585899,0.0,0.0
0.039792299,0.0641189,0.3735376,0.794986001,4.8289438,9.4021827,0.0,0.0
0.037707801,0.0629197,0.369177001,0.7710744,4.7421444,9.399945101,0.0,0.0
0.0562208,0.067413999,0.492449499,0.833005699,4.6659307,9.557610599,0.0,0.0
0.035721,0.071187599,0.3806145,0.8719038,4.670429401,9.1735252,0.0,0.0
0.038974901,0.067940501,0.393849099,0.8819613,4.6543207,9.6196418,0.0,0.0
0.0387993,0.065885101,0.3830817,0.872768399,4.6132488,9.286008401,0.0,0.0
0.036238999,0.0627598,0.3935576,0.798663601,4.6381946,9.5748445,0.0,0.0
0.035276801,0.064959801,0.390648801,0.792393101,4.778718101,9.3105301,0.0,0.0
0.036020201,0.065425601,0.394396901,0.920263,4.909071399,9.3683943,0.0,0.0
0.037511299,0.066864499,0.3891911,0.8746108,4.7259491,9.582391899,0.0,0.0
0.0347521,0.0725638,0.380403899,0.808729601,4.7262032,9.5609844,0.0,0.0
0.039301101,0.075418199,0.383843,0.8439341,4.6433164,9.564051701,0.0,0.0
0.178688299,0.059925499,0.3666288,0.7689681,4.6957449,9.232019501,0.0,0.0
0.056245299,0.0766363,0.3846729,0.7768503,4.875504801,9.3801653,0.0,0.0
0.0348164,0.0763192,0.3764916,0.7912196,4.780362001,9.4754816,0.0,0.0
0.060182699,0.0665997,0.4998251,0.793599199,4.7260144,9.4633231,0.0,0.0
0.036357499,0.070861601,0.3935345,0.8507255,4.7341997,9.307016099,0.0,0.0
0.037716001,0.069076699,0.3825864,0.85421,4.683325599,9.5466881,0.0,0.0
0.037180901,0.060603801,0.3728793,0.812998,4.7064192,9.3599338,0.0,0.0
0.047469999,0.062506599,0.4139797,0.787481,4.677926801,9.509973099,0.0,0.0
0.034789601,0.0632524,0.396646501,0.7896215,4.853923999,9.565757699,0.0,0.0
0.0380999,0.0730664,0.3984309,0.947579201,4.994522,9.4119403,0.0,0.0
0.045938,0.068753701,0.415712,0.852163,4.772987199,9.385906201,0.0,0.0
0.0338739,0.0722101,0.3987833,0.8091393,4.834904301,9.6242806,0.0,0.0
0.040221299,0.073199801,0.3944687,0.8594475,4.6911343,9.3527508,0.0,0.0
0.173766,0.0630965,0.3959234,0.778566,4.602740601,9.2825252,0.0,0.0
0.0562598,0.074923,0.3794407,0.7929125,4.8829253,9.3046883,0.0,0.0
0.034514799,0.0755618,0.3789198,0.751279801,4.744042299,9.556175,0.0,0.0
0.0744748,0.068491599,0.4898628,0.7890756,4.6944883,9.551943401,0.0,0.0
0.0368714,0.0720726,0.3845841,0.886383099,4.7339231,9.4482291,0.0,0.0
0.036947199,0.0690124,0.400528399,0.881527199,4.698269799,9.3771662,0.0,0.0
0.0418636,0.0663448,0.384870001,0.827547101,4.6902606,9.4054182,0.0,0.0
0.0474949,0.0635306,0.3978466,0.745799999,4.7035098,9.478702101,0.0,0.0
0.033523999,0.0626662,0.375597,0.803292601,4.827994799,9.5592411,0.0,0.0
0.0393123,0.07129,0.394508901,0.931709101,4.9803497,9.3757574,0.0,0.0
0.0457137,0.0653105,0.399020201,0.8315357,4.720864801,9.5527621,0.0,0.0
0.0359613,0.066688401,0.4010632,0.8272743,4.7951582,9.5897968,0.0,0.0
0.0402677,0.068958,0.390108699,0.8393846,4.695140401,9.6144755,0.0,0.0
0.033920001,0.0576119,0.352226799,0.653092499,3.387470501,6.2610909,0.0,0.0
