x cord,y cord,z cord,periodicity error
1.09619414564358520570227107510108411e+00,-2.33529804567645798973885007399076130e-01,9.92000000000000055398827886188328762e-02,4.34555720879091892668952158153321365e-04
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.91500000000000055374867018176399114e-02,3.95320331472885246543805591539113599e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.91600000000000055366106664622716238e-02,3.93653189133464868878481110732654686e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.91700000000000055391227628959205376e-02,3.91989413965547423537417544514600476e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.91800000000000055382467275405522500e-02,3.90331049260493450685469280757759401e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.91900000000000055390647580796925631e-02,3.88675667591626831324276488096127259e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92000000000000055398827886188328762e-02,3.87850582529769122628545082015893898e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92100000000000055407008191579731893e-02,3.89238981684933934513673383055685927e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92200000000000055415188496971135024e-02,3.90627449501902096220595008333767812e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92300000000000055406428143417452148e-02,3.92017520855516964928780614257341765e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92400000000000055431549107753941286e-02,3.93409169167128139663345540342907455e-02
1.09614414564358520569987498829989114e+00,-2.33579804567645798976281094200269095e-01,9.92500000000000055422788754200258410e-02,3.94802368323331816885770218235968784e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.91500000000000055374867018176399114e-02,3.95283161645291613379416993212739954e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.91600000000000055366106664622716238e-02,3.93616299423681075790616310922169125e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.91700000000000055391227628959205376e-02,3.91954933764870405949425722456923478e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.91800000000000055382467275405522500e-02,3.90295353633401916241265838383005959e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.91900000000000055390647580796925631e-02,3.88632291814275032927597019038052095e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92000000000000055398827886188328762e-02,3.87788682617483262996555724697970677e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92100000000000055407008191579731893e-02,3.89176218693587462590647855122941864e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92200000000000055415188496971135024e-02,3.90565379152804568864696041623629228e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92300000000000055406428143417452148e-02,3.91956136889746758822740011010519254e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92400000000000055431549107753941286e-02,3.93348465273157066132794937736956270e-02
1.09614414564358520569987498829989114e+00,-2.33569804567645798977157129555637383e-01,9.92500000000000055422788754200258410e-02,3.94741350529084722541609335072960413e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.91500000000000055374867018176399114e-02,3.95255947545932905210400652314511427e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.91600000000000055366106664622716238e-02,3.93591463708485845015673544665262174e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.91700000000000055391227628959205376e-02,3.91927927431906005070642266772253302e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.91800000000000055382467275405522500e-02,3.90261740061040918503484670627062064e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.91900000000000055390647580796925631e-02,3.88601104314975750250505267707996446e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92000000000000055398827886188328762e-02,3.87727569395531201840863863589624850e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92100000000000055407008191579731893e-02,3.89115808955240675350013196145083383e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92200000000000055415188496971135024e-02,3.90505666705749975289884152357507977e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92300000000000055406428143417452148e-02,3.91895994891402709363115219788103721e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92400000000000055431549107753941286e-02,3.93286961147350372128495816854513042e-02
1.09614414564358520569987498829989114e+00,-2.33559804567645798974645033121988469e-01,9.92500000000000055422788754200258410e-02,3.94679501349014010131368135008932626e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.91500000000000055374867018176399114e-02,3.95240752329394187229092018622311593e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.91600000000000055366106664622716238e-02,3.93573493763052707070589117241080361e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.91700000000000055391227628959205376e-02,3.91904066369196435041851017981221008e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.91800000000000055382467275405522500e-02,3.90240277067757465593066871433307481e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.91900000000000055390647580796925631e-02,3.88582110314326783044972327978400603e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.92000000000000055398827886188328762e-02,3.87668806442931983379207150848881731e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.92100000000000055407008191579731893e-02,3.89056652229834703524097688074533309e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.92200000000000055415188496971135024e-02,3.90445090090758727300909007867612913e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.92300000000000055406428143417452148e-02,3.91835149331800533185343774355783238e-02
1.09614414564358520569987498829989114e+00,-2.33549804567645798975521068477356756e-01,9.92400000000000055431549107753941286e-02,3.93226802862445256122044119799397972e-02
