x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
1.89999999999999991118215802998747677e+00,-2.34614066444760322739851151971899812e-01,1.14756927618554265239074471091108300e+00,-9.12955209740782329650893558939183475e-01,-2.48570365204814028232742267299278163e-01,-9.32270211678016417607056696216614094e-02,3.41797386372615669993447936920939573e-01,1.65584656894040927971717754797194888e-01,4.41778343844005130899561254706814624e-02,-2.09762491278441441061673880267876278e-01,-8.57101574901136785664876782436895640e-01,2.42349799548663936550677815523111590e-01,6.14741775352472768887502370130841567e-01,-7.40467976004472492751546158488338802e-01,4.38176135660415132357149791943551948e-01,3.02301840344057314884134141110370093e-01,3.22646662049517345823160026528706674e-02,-1.36890984479993026952424442308626104e-01,1.04626318275041292370108439655755448e-01,5.54793958132510078851140633560135029e+00,2.20050141488287746636493857016069017e+00,1.83888527175423074016907768433912427e+00
2.00000000000000000000000000000000000e+00,-3.21464130847362774888362275412097819e-01,1.16831728936314360884128328568832769e+00,-8.46853158515780833952921010276229872e-01,-3.18776911600409840559186140043925253e-01,-4.95042139985243954475261576898231545e-02,3.68281125598934236006712297733748504e-01,1.66502921000752185860572845479421093e-01,3.05706704032427720971428477838386687e-02,-1.97073591403994957957715693263259810e-01,-8.79684382987225132494136313319486028e-01,1.73811900435037091683030279020799566e-01,7.05862482552187960584409437515743930e-01,-6.60093324486214162717206351307734140e-01,4.35987307301029589609864978124400618e-01,2.24116017185184527597079147748916569e-01,-1.43795413648168593340431490699660887e-02,-1.35335004632549840731986824282268257e-01,1.49714545997366700066029973352234322e-01,5.50223193961792889083994850807357579e+00,2.16922515584734535557134082941139261e+00,1.91379183605248457984778448305180859e+00
2.10000000000000008881784197001252323e+00,-4.10363232739817767211825638123068844e-01,1.18253327833381933663534532995167695e+00,-7.72170045594001569423519691828607720e-01,-3.79925407121636571022074488020343779e-01,-6.06754039567810452845104911115616217e-03,3.85992947517314675550525537131499893e-01,1.62653551900240279542995821703809261e-01,1.70943472988207699183299902593250978e-02,-1.79747899199061049461325811963134335e-01,-8.96684207368822947058810672958065735e-01,1.11312341074082942781128104327943303e-01,7.85361866294739924050985971847179804e-01,-5.59863323751829366243875819504904348e-01,4.32654888445479204988768206487848694e-01,1.27218435306350115744845387582638677e-01,-6.26566735846387382685256400203643028e-02,-1.34270105396997819672629328481277399e-01,1.96926778981636557941154968501641630e-01,5.47175648729031260941724212898407131e+00,2.13733935939331313423216771812960160e+00,1.98014106910171861940187481925936992e+00
2.20000000000000017763568394002504647e+00,-5.00355192065009563830072908320396313e-01,1.19070659800685344322333181918469203e+00,-6.90351405941843879393258910864295619e-01,-4.30235265418488332856359959893633650e-01,3.70183768987269426265645750400700094e-02,3.93216888519761390229795384853563737e-01,1.54012143517571896807293865871007876e-01,3.70253819404103833279900312621458848e-03,-1.57714681711612935140092868997222441e-01,-9.00407611426459939584357583614379057e-01,5.26057899589298258809075533891452331e-02,8.47791821467530033476753433442291100e-01,-4.44259052888173976174913493748750906e-01,4.29075015574023561731429321425522260e-01,1.51940373141503689332219468888117727e-02,-1.09709595246860222738584536225261642e-01,-1.33626059395360450634039109111833625e-01,2.43335654642220673372623645337095243e-01,5.45682862222463471724154260300565511e+00,2.11610065977356062302720211781029761e+00,2.03466812203155702913254285864215583e+00
2.29999999999999982236431605997495353e+00,-5.89816785397631060150670180102564033e-01,1.19311420805364998980652101118808430e+00,-6.03297422656018929655850831085520173e-01,-4.68484353841470589442359868194024174e-01,7.97524862396015848941607407444490285e-02,3.88731867601869004548199127449575097e-01,1.40854860752341082325643032823747671e-01,-9.64003895972983878325495816458608284e-03,-1.31214821792611243542388074659161600e-01,-8.85424677466892227707454979471080966e-01,-4.32270976842629286655353169635295427e-03,8.89737387235318440347311914384491485e-01,-3.19892364900835624222435814783107598e-01,4.25654404646304147759230570290190489e-01,-1.05752039745468569047056980941499808e-01,-1.52480165383057162202862157254018035e-01,-1.33254831494946469660689952662693114e-01,2.85734996878003631863552109916711100e-01,5.45668994107707849838817537602153607e+00,2.11477967357352606474639947278820134e+00,2.07535470713276530759604641002003987e+00
2.39999999999999991118215802998747677e+00,-6.76740103848369485923066520143319561e-01,1.18983965620160691640240138976734136e+00,-5.13099552353237430479334869624021794e-01,-4.94184025086322170359052722287484709e-01,1.22155995416445405684674676147303222e-01,3.72028029669876764674378046140181390e-01,1.23747758377081454050465540772788740e-01,-2.29501877219752041693882147797127508e-02,-1.00797570655106249881077325993075965e-01,-8.49579777132628304608650794761249522e-01,-6.13412475379216013834650497157347254e-02,9.10911024670549825765419247694041428e-01,-1.94605832740936206423989447447684453e-01,4.22445914711859815910902621401586552e-01,-2.27830081970923654997175399388318980e-01,-1.88335073770375719744014494146462409e-01,-1.32933283867177714116960970650086647e-01,3.21268357637553433860975464796549104e-01,5.47089240711633262304047775614890270e+00,2.13440726750898387793217547117930206e+00,2.10196192668054132530897624382936622e+00
2.50000000000000000000000000000000000e+00,-7.59076536795557099719461149677610643e-01,1.18078338812863260970356784505190180e+00,-4.21706851333075509984106695374291058e-01,-5.07630774688136363742524168535441745e-01,1.64239901545707233815360329507627467e-01,3.43390873142429129927163839027814277e-01,1.03475091447998703650513375802334349e-01,-3.62178709428128049219306004616186178e-02,-6.72572205051858987285827753407157188e-02,-7.94160868006899529146473584169675241e-01,-1.20257373066333439985018768954509289e-01,9.14408241073232888904795756341241902e-01,-7.59993700876132572102000987532549001e-02,4.19193327232939876534746585945454723e-01,-3.43183957145326664834808712626616680e-01,-2.15614887483332061356718458983810450e-01,-1.32342468209561804567583665235483802e-01,3.47957355692893865924302124219294252e-01,5.49877718777324886456625563369016163e+00,2.16711075731012954010758830159720495e+00,2.11616040016854470549628542703944080e+00
2.60000000000000008881784197001252323e+00,-8.35050341567877260307340252166812345e-01,1.16566505745468452497105114724509295e+00,-3.30614715886807264663710895078280465e-01,-5.09808509068498597325374771610851364e-01,2.05973114364195230481682909516055184e-01,3.03835394704303366843691862094796035e-01,8.09264758266098926491551239489761367e-02,-4.93946813174935939736730888244869171e-02,-3.15317945091162986754820351244892256e-02,-7.23150243347880642952527420732398255e-01,-1.82889038122130749887923584262120881e-01,9.06029281470011312613754408211576605e-01,2.99735173377787996981300538406057714e-02,4.15299808343527722350626827690601789e-01,-4.45263325681306567559019106965624417e-01,-2.33881864874730328939637823233123789e-01,-1.31024932681181966369706399173379501e-01,3.64906797555912295309344222406503338e-01,5.53810166135130099718253404716961086e+00,2.20166267688047714007170710059597900e+00,2.12120874767055735642941772722807761e+00
2.70000000000000017763568394002504647e+00,-9.03365338965571135952707456189277306e-01,1.14402026097344465713101538596698454e+00,-2.40654922007873521178307929777707161e-01,-5.02177657289179369343585195902885214e-01,2.47243781941513205851666189472933957e-01,2.54933875347666163491919006429951330e-01,5.69775827486180545955575098908108767e-02,-6.23768890251202232005544368191270736e-02,5.39930627650216860499692692831620073e-03,-6.41923189700139200657602432542525628e-01,-2.51101378343299476256105456972066949e-01,8.93014568043438596687011292731650046e-01,1.19804007294542087190199009711318685e-01,4.09723284459535689095810908392512715e-01,-5.29517291754077821796272143538248401e-01,-2.43808229409702705844670572337672717e-01,-1.28318563743473245433352621518361620e-01,3.72126793153175951278023193856034240e-01,5.58422792060628847554681897236150689e+00,2.22988731354567191126675401413607105e+00,2.12131139895075482921201238255021209e+00
2.79999999999999982236431605997495353e+00,-9.63276614443872520116789433762674350e-01,1.11519650360238130930334425527736808e+00,-1.51919889158508789186554821514693732e-01,-4.86422713138925730321147806467813474e-01,2.87806353306872041472383873283316354e-01,1.98616359832053688848763933184497192e-01,3.23957082951667543719430450080280915e-02,-7.49806030409671872849902691819989872e-02,4.25848947458004329130472241739709078e-02,-5.55934528706094061952500381709112920e-01,-3.26778556922039196708971184079991223e-01,8.82703085628133178434774969006161805e-01,1.92471156355213634345822460719239362e-01,4.00794907150391844229865453993219178e-01,-5.93256063505605524085950140146875348e-01,-2.46818890763999392244084504460034314e-01,-1.23264774323496388848587262608532618e-01,3.70083665087495781092671767068566980e-01,5.62930713731342335925944553309818730e+00,2.24915898816459621283315036075365655e+00,2.12086299932758299322649313253107319e+00
2.89999999999999991118215802998747677e+00,-1.01454759528179605486674226138826845e+00,1.07835741900007246914832316698058555e+00,-6.38098237182764142815809055923172320e-02,-4.64225607008121744795438665676593184e-01,3.27206493761714287016644045113079251e-01,1.37019113246407457778794620563513910e-01,7.78580135684710842706237923265871713e-03,-8.69065036525599318412443352896334000e-02,7.91207022957128234141819560569746829e-02,-4.69781148469756037344683520920838786e-01,-4.11674463267114777134451189608991477e-01,8.81445611736870734252438113746887732e-01,2.48934391820789012532336121678758749e-01,3.85958139722064941573376966989733378e-01,-6.34882531542853999615975314102909032e-01,-2.44668372002860175070165162671762507e-01,-1.14492802959161445313147814086076046e-01,3.59161174962021620383312976757838602e-01,5.65941171499790984800171145252534188e+00,2.26121638780742610015077939481461166e+00,2.14642361235729011860267257048554046e+00
3.00000000000000000000000000000000000e+00,-1.05733782430748280356112818339778839e+00,1.03251185868331669488925712335018767e+00,2.48259656241661086718710600476005928e-02,-4.37103478998763935754017185480302715e-01,3.64676576622584974062884850863121840e-01,7.24269023761789616911323346171809105e-02,-1.64239676774017650028398047002524291e-02,-9.76924053973599377381042263498219660e-02,1.14116373074761702740944031050074359e-01,-3.86750691361809476474479137181557080e-01,-5.07043844011410363715866282431895252e-01,8.93784535373219759963648822830509416e-01,2.91406547501437009504114888227797261e-01,3.61448416476559419292085914214232705e-01,-6.52844963977996474306463027876446871e-01,-2.39089191861269147676726416390592072e-01,-1.00097194236616718133050478907394485e-01,3.39186386097885865809776895297986508e-01,5.64768728109640816281711295232526027e+00,2.27076511472744173133029448454297590e+00,2.18267533295965086759617841611863022e+00
3.10000000000000008881784197001252323e+00,-1.09206650109755695176838753629465151e+00,9.76596963435072918093888545202679224e-01,1.15469537662484033674498991091972247e-01,-4.06318611573571058985305318527635330e-01,3.98999537114614020724047007052791887e-01,7.31907445895703826125831147484341043e-03,-3.99676831241115678491497487591091354e-02,-1.06655369901908938721769632489017400e-01,1.46623053026020506570919381248126536e-01,-3.08763053831277973897612333227310868e-01,-6.12902407467367587250527477392017266e-01,9.21655461298645480921443213836385699e-01,3.22670458397726318679854698466875333e-01,3.22007066054247376358853678305589340e-01,-6.44667524451973740548970602206881578e-01,-2.31567354842749775805693242222937413e-01,-7.75666151110512192662006322450582744e-02,3.09133969953800995071893874467995640e-01,5.54292911823486300626484535314375535e+00,2.28779791677433340178105341158423528e+00,2.21114636591409346999111470659573393e+00
3.20000000000000017763568394002504647e+00,-1.11928300012245565591684957123877723e+00,9.09660932424228593100355465978460076e-01,2.09622067698227062816494105260317084e-01,-3.72848611740610163035831073912087166e-01,4.28356069942630840319698953085202392e-01,-5.55074582020206772838678791731152569e-02,-6.27109306339185253879471012137042380e-02,-1.12834871740172751879096166850265024e-01,1.75545802374091277267043268063969238e-01,-2.36541059830363918419243081958411410e-01,-7.26751122560370466722146507766837572e-01,9.63282182390734304914692992942306258e-01,3.45568454611317388505826476816913081e-01,2.60902628710470990058279749718148082e-01,-6.06461083321788424074368451969477971e-01,-2.23237723346691405277975006281348356e-01,-4.39113423437245695813138997537852896e-02,2.67149065690415974859288906035133694e-01,5.26175551209276826103433677417342551e+00,2.33681461446670322814322015716574594e+00,2.23258939076907201542548129497847506e+00
