x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
1.01092559032084170447413350632231322e+00,-9.16996426392021728942786434363204623e-01,-9.39301655338199709729711278110839095e-02,-1.98563865810379543999954370777250315e-01,2.84483010394766585821479331986938504e-01,-8.59181429793870463799009053577931130e-02,3.52884818739838440686526666946424958e-01,5.95534349790623326210738400883993762e-01,-9.48429168530461721387002842396104226e-01,4.54062106697543124362139889552009415e-01,3.89805419468071216477480027657962216e-01,-8.43857526165614386349882142644462396e-01,1.00160399999999996656363521196908550e-01,1.69086966650411341106519103050231934e-13,1.26227702407869518499806230316729651e-13,1.49765127300412428023265484760260411e-13,1.36158428132900966023299815788050182e-01
1.01277127552477661932303193071690517e+00,-9.13838009425047707475264607682857674e-01,-9.89343204207289070494770950398839788e-02,-1.96168263300900657648608702349954936e-01,2.86529975400032864221255820186822529e-01,-9.03606577781322113709373458311040095e-02,3.47359397756800840445553021701672670e-01,6.02748083849199866485940980779255905e-01,-9.50117481606000661421231777046625108e-01,4.54803589110589111977696546916787595e-01,3.86780628848665351934957317862364647e-01,-8.41574217959254509422916090213651769e-01,1.05431999999999997941202423135109711e-01,1.74638081773537123808637261390686035e-13,1.40337005674957117983748566753618177e-13,1.58588293858136452275078183709727609e-13,1.43957528336875306695930021305684932e-01
1.01458794362275533757778485131639437e+00,-9.10641470169266216491814974793303475e-01,-1.03947580490489116047765364682791873e-01,-1.93768836940206664682163989924698323e-01,2.88560756323755543238876545776070408e-01,-9.47908123465488835949170676917419312e-02,3.41875917770485065894291316519526610e-01,6.09997455024756996442667142477185518e-01,-9.51883372795242016826696233562416123e-01,4.55513013802572106876194466206841153e-01,3.83665013381729594394286783043437112e-01,-8.39168027184301746780743474684770233e-01,1.10703599999999999226041325073310873e-01,1.95399252334027551114559173583984375e-13,1.42240911723524197090930934576035864e-13,1.79942042116529929795836339148137991e-13,1.51821881799307528693177005152392667e-01
1.01637581476832474796215811331898594e+00,-9.07406623430268547312294113362521181e-01,-1.08970351091056195371745204269998636e-01,-1.91365753044668441105593695579157284e-01,2.90574869564199802590416390885578466e-01,-9.92079567665313667629414909929349665e-02,3.36434019040457491551938343830999944e-01,6.17281439958986793320302102254049224e-01,-9.53725458999444239361978220650763515e-01,4.56191393555473752627520165489068352e-01,3.80456747589510888368972355361873282e-01,-8.36638141144984686506754746285434998e-01,1.15975200000000000510880227011512034e-01,1.92734717074927175417542457580566406e-13,1.51898529372169987189938756668896637e-13,1.93652255908136565024778582126914442e-13,1.59751642482686473378805658285273239e-01
1.01813510718563158901144277459396403e+00,-9.04133289572642637814520616573382430e-01,-1.14003030081988945678889078487977921e-01,-1.88959172649192311570318760444383586e-01,2.92571821885238630252487839573397047e-01,-1.03611436767046324200202158661653286e-01,3.31033329415013223603165881684787057e-01,6.24598952717480124062070218270000396e-01,-9.55642282132493302154973874520509937e-01,4.56839719369477152311828815935428062e-01,3.77154002041309155996571745564323955e-01,-8.33983721410786353818662786934231948e-01,1.21246800000000001795719128949713195e-01,2.07722727907366788713261485099792480e-13,1.53039615310624638680708288407916702e-13,1.94157812518538214436205776336842985e-13,1.67746936343316416229143328564532567e-01
1.01986603710564721980702701959228619e+00,-9.00821294853896414960201837844673024e-01,-1.19046007436750799088877818368877327e-01,-1.86549251621410825134690023641815935e-01,2.94551110400315019772149255627765227e-01,-1.08000593593904200395406595364738003e-01,3.25673464953961684269467326947305075e-01,6.31948843257355244551676955885627816e-01,-9.57632308211316883310882057398673479e-01,4.57458960704910204115642831747177408e-01,3.73754945192616526359187425437667277e-01,-8.31203905897526775985092482619330635e-01,1.26518400000000003080558030887914356e-01,2.31037411424495076062157750129699707e-13,1.72006813137525357458003705439594246e-13,2.12682851171112939297787964172081755e-13,1.75807860151996286912634559485013597e-01
1.02156881870561302927306443549544889e+00,-8.97470471766405889531232218806623250e-01,-1.24099664840207133743970569463933733e-01,-1.84136140774577528682395805735736366e-01,2.96512222566384108964714718315942435e-01,-1.12374763890806586280180559805136709e-01,3.20354030527819287398186489235953403e-01,6.39329895915959922360647765749700768e-01,-9.59693926443779164248572029551367699e-01,4.58050065731846090807036421915537811e-01,3.70257745332739460840960588580751414e-01,-8.28297811064585597158259235930776282e-01,1.31789999999999990487609125011658762e-01,2.20490292690556088928133249282836914e-13,1.48121699417926231014005782051303459e-13,2.51815340228631087787069115992979247e-13,1.83934480290460333762325717543717474e-01
1.02324366405158362529899930057694039e+00,-8.94080659387263129356157662351058121e-01,-1.29164375281320489705065707154816217e-01,-1.81719985979127675855934306156546653e-01,2.98454636188414234346619866219707327e-01,-1.16733279592286564728461491134222650e-01,3.15074620393984022731683755988903394e-01,6.46740827925931321442585897797126477e-01,-9.61825448319915298664007428351734973e-01,4.58613961586495242453437591867358228e-01,3.66660572643570563080832588046509070e-01,-8.25264534230065851044532405348343377e-01,1.37061600000000005650235834764316678e-01,2.03281835808866162551566958427429199e-13,1.35621369341031669352722517265803649e-13,2.65934814133420010634785754284554995e-13,1.92126831524622343483343911429983564e-01
1.02489078304394798245296017668673375e+00,-8.90651703735870501487859322175324180e-01,-1.34240502641077474487410639594185150e-01,-1.79300928272871245390175355663805304e-01,3.00377819435039510969878678996146590e-01,-1.21075467829168272057393538249542591e-01,3.09834818750469258008808489859157479e-01,6.54180287962232527891749357488818514e-01,-9.64025106712701740390295621913673969e-01,4.59151554633571122246149139897170231e-01,3.62961601372012147970492680314056676e-01,-8.22103156005583315726904045645706019e-01,1.42333199999999993057286928888061084e-01,1.44328993201270350255072116851806641e-13,1.30642977411148986554515820373454319e-13,2.76635762386921589843328031728042498e-13,2.00384915755816128690725008709705435e-01
1.02651038336581177346765103201546999e+00,-8.87183458139097059310810702238440968e-01,-1.39328401275714707439235831013697162e-01,-1.76879103969788830901546686189591151e-01,3.02281230865969245535204254238937826e-01,-1.25400650847180421351262066812691990e-01,3.04634200267774984186057840353539539e-01,6.61646854727124543039086872171648388e-01,-9.66291054994899481714882487090882630e-01,4.59663730733858195978711128208837360e-01,3.59159012118362557835749679919711531e-01,-8.18812742852220799324723033563035418e-01,1.47604800000000008219913638640719000e-01,1.86184401229638751829043030738830566e-13,1.31542918559345443580268848203951044e-13,2.77297800805304702167816024145806066e-13,2.08708700751384534921584190669818781e-01
1.02810267043412715709992834015835606e+00,-8.83675783603780633109668925599335307e-01,-1.44428415595346517032740631949517848e-01,-1.74454644767404915047212698023872206e-01,3.04164319471771108485938359384079061e-01,-1.29708145939366200396244443969685757e-01,2.99472330599474217230025640748399656e-01,6.69139035579376399018689779744688901e-01,-9.68621366178850570738453195058775893e-01,4.60151355516254475960860480960698587e-01,3.55250994242757143622555864254178251e-01,-8.15392349759011665093678570649384407e-01,1.52876399999999995626964732764463406e-01,2.02060590481778490357100963592529297e-13,1.38084106915624338357063983044019638e-13,2.97520065221370678624903792542947803e-13,2.17098118856136224064101725161890499e-01
1.02966784735345933622806030956092009e+00,-8.80128549196325045930713285410439441e-01,-1.49540879638134283099913957694837822e-01,-1.72027677852716764843728130962706340e-01,3.06026524726655376491522900661005066e-01,-1.33997265392938618845227836153917378e-01,2.94348766872090468185979418160704550e-01,6.76655265214362146602074386886891986e-01,-9.71014032086452569277791579613299135e-01,4.60615274653603123067510797091647882e-01,3.51235748391507180670900745878442060e-01,-8.11841023045110349248673768404601747e-01,1.58148000000000010789591442517121322e-01,1.88626891883814096217975020408630371e-13,1.52571642641314067595677413786938932e-13,3.06030268163131777050594895076744951e-13,2.25553065686365100672716721419419628e-01
1.03120611487228222870055719009910856e+00,-8.76541632429105913367684115371901790e-01,-1.54666116640176307895525724425456799e-01,-1.69598326006660691918075161446660529e-01,3.07867276654896550264411273343923910e-01,-1.38267316451235865783683462199014680e-01,2.89263058154839230486416300011453345e-01,6.84193904402040008798848422374440106e-01,-9.73466962556879193775002496951581172e-01,4.61056314141667792503630345888385115e-01,3.47111489144900202781178810826569920e-01,-8.08157803286568040795071382149456536e-01,1.63419599999999998196642536640865728e-01,1.98507876802977989427745342254638672e-13,1.34615821430235919968218628190712831e-13,3.10520092345984520633031643655396063e-13,2.34073398808311655683311869324825238e-01
1.03271767134169860368761567559553734e+00,-8.72914919653360699084416309335481944e-01,-1.59804438601337896925937732112152574e-01,-1.67166707707100721396721316532418547e-01,3.09685995911536085872552397046011201e-01,-1.42517601291435372153092714661482259e-01,2.84214745909802429885093874393831884e-01,6.91753238790153959881370609149496012e-01,-9.75977984699956344256202258109035985e-01,4.61475280580644768584028844940818296e-01,3.42876447787712807416734002853062180e-01,-8.04341728368357621511025073228385781e-01,1.68691200000000013359269246393523645e-01,2.08943973234454460907727479934692383e-13,1.53094108342178511153098295299586051e-13,3.15467324890629232730569186995411095e-13,2.42658936403136793469315080074011348e-01
1.03420271267648302292198425630169827e+00,-8.69248306458199101582793547787144125e-01,-1.64956145847283913422014790520528428e-01,-1.64732937230327815598007967007350199e-01,3.11482093878015674701064013545951887e-01,-1.46747417018687867020231964532623532e-01,2.79203364423099849766817518049803484e-01,6.99331477780339133804321616281342444e-01,-9.78544842203438938060876908896843038e-01,4.61872961458641502341818067769035684e-01,3.38528875203340474182718116483598506e-01,-8.00391836661982022034798409687114699e-01,1.73962800000000000766320340517268050e-01,2.16715534406830556690692901611328125e-13,1.30579506031216137325962391805202637e-13,3.03261743868075125511826926784279118e-13,2.51309455920677549123354310722788796e-01
1.03566143231834888462980079346375711e+00,-8.65541698075328468490299416219991969e-01,-1.70121526588020407982411175403557570e-01,-1.62297124751060712984307157148408199e-01,3.13254972773394284746671189253868781e-01,-1.50956055677333579919454233945612305e-01,2.74228441217615786676788263992661103e-01,7.06926753485147319795918963231712888e-01,-9.81165194702763060962445001790078132e-01,4.62250125436585995681199395201881692e-01,3.34067044892067007850124008706275366e-01,-7.96307170328653049041585629342633571e-01,1.79234399999999988173371434641012456e-01,2.02615701994091068627312779426574707e-13,1.34925447998988060972400758441290387e-13,3.18235849185685884269337155287876928e-13,2.60024692724462547221975228239898570e-01
1.03709402120134379404992245290476113e+00,-8.61795009789045812647834652196277063e-01,-1.75300856473297973005083315022123304e-01,-1.59859376440942177976859118806228924e-01,3.15004025781803843997975433800344711e-01,-1.55142804279861674418120800680400640e-01,2.69289497447832703903552527798871280e-01,7.14537119774334668097645782237572947e-01,-9.83836617222167326490936084602174559e-01,4.62607522634064620889055205720033842e-01,3.29489256113577644374516754567961886e-01,-7.92086778747642310773834185722471903e-01,1.84506000000000003335998144393670373e-01,2.02282635086703521665185689926147461e-13,1.58701360366514989220362985040026848e-13,3.08389532345006140970588468056411487e-13,2.68804338730675773661005223402753472e-01
1.03850066771928037461640331012424362e+00,-8.58008167351003194532115531614092194e-01,-1.80494398145277171447369008977662832e-01,-1.57419794565527021975857410611617683e-01,3.16728637196797809192977976705497999e-01,-1.59306944854270795854039335626292978e-01,2.64386048277316523758372607019532132e-01,7.22160551419067674659775353701473081e-01,-9.86556599696384152907885735286745753e-01,4.62945884915617479275349713326589082e-01,3.24793837153363566296740762746217271e-01,-7.87729722068981091082352701507296492e-01,1.89777599999999990743049238517414778e-01,1.86406445834563783137127757072448730e-13,1.73623011758295137476526383889021096e-13,3.01720999912565336829382144430211176e-13,2.77648041043979332265223547437926754e-01
1.03988155769511248497748103330841615e+00,-8.54181107399206809120418914851337125e-01,-1.85702400788905666980229065078457355e-01,-1.54978477579760658709365859884743340e-01,3.18428182583243718944309564943153179e-01,-1.63447754510483069111776758436962997e-01,2.59517603239390513861093734441806284e-01,7.29794943343002375562735250278786823e-01,-9.89322546582392843913566759286325847e-01,4.63265926177050342703833382923195528e-01,3.19979148712170657613675200836176836e-01,-7.83235074889221045827770809193850851e-01,1.95049200000000005905675948270072695e-01,2.02948768901478615589439868927001953e-13,1.61838747831869923167552934076483267e-13,3.00445071324408793076732559043248662e-13,2.86555400593329567815459313351311721e-01
1.04123687435216961630524194786523876e+00,-8.50313777880662160566760355549746783e-01,-1.90925099680507446621734255090712016e-01,-1.52535520221949206013616369383894237e-01,3.20102028957404973522136462036870165e-01,-1.67564505526455776625267429877667079e-01,2.54683666581526554782328181090053815e-01,7.37438109989472063219651232813596297e-01,-9.92131776570998572491717188469388389e-01,4.63568342631350642206128215005732489e-01,3.15043587417111084572812686192562758e-01,-7.78601930048461772289203126632785241e-01,2.00320799999999993312727042393817101e-01,2.10831352376317227026447653770446777e-13,1.71488948657795362594405362581008842e-13,3.18452516304429448302805952806417732e-13,2.95525970771151003102517051956965588e-01
1.04256679828716500945421679728455529e+00,-8.46406138477028331886126518043294993e-01,-1.96162715735136668211428658170384471e-01,-1.50091013606224249188654382811592964e-01,3.21749534985848305818518102834364654e-01,-1.71656465454624065986525341093593972e-01,2.49883737593973995138872478549106729e-01,7.45087784814277112155027194546431120e-01,-9.94981522408251061783637447661275524e-01,4.63853813093821924111417448158746255e-01,3.09985589452482247910831243461366270e-01,-7.73829402546304217532510917054600112e-01,2.05592400000000008475353752146475017e-01,2.02060590481778490357100963592529297e-13,1.69951205079901662573657316940506420e-13,3.02467297766015390722441335882962835e-13,3.04559256079466267319588723694323562e-01
1.04387150744489575044565199957403913e+00,-8.42458161032593685809863314186602132e-01,-2.01415455053302055039212780470387958e-01,-1.47645045313507345750410126747976283e-01,3.23370051203801498727445903367229125e-01,-1.75722897249294162573611681536211962e-01,2.45117310923137369186405790443287548e-01,7.52741619913802826857332181207742633e-01,-9.97868930836940150533475746216795878e-01,4.64122999266076741270322051551042679e-01,3.04803634307723609690001733406360530e-01,-7.68916633573800396470586010391900858e-01,2.10863999999999995882404846270219423e-01,2.03614902716253709513694047927856445e-13,1.99616390746557251115710730501684714e-13,3.35376625690732283361535358976882781e-13,3.13654710786817003675963633213541470e-01
1.04515117709455577379826664215795829e+00,-8.38469829983833514483612739344383820e-01,-2.06683508467722249478163714050407498e-01,-1.45197699480981184997014291991633296e-01,3.24962920253570652603097352051840956e-01,-1.79763059415589477442573248823310669e-01,2.40383876870205029077893680183334346e-01,7.60397185798393542727376053952255888e-01,-1.00079106266859852629500750870138171e+00,4.64376546018552139633674292056710309e-01,2.99496248639287949704902948938000566e-01,-7.63862794657840134848839466429203036e-01,2.16135600000000011045031556022877339e-01,2.20379270388093573274090886116027832e-13,2.21541744029815818215868167800447179e-13,3.29550687608960894906041025700563376e-13,3.22811737600048886953629789786646143e-01
1.04640597980758532499889906612572647e+00,-8.34441142789757359030103027391993707e-01,-2.11967051090827955892391566124411789e-01,-1.42749056890076025321139763970998940e-01,3.26527477143607503216734139128621088e-01,-1.83776206180531487971998847766873382e-01,2.35682921675521282035623090440356762e-01,7.68051971321079273558810613440303744e-01,-1.00374489299660051008417147844645093e+00,4.64615081671234792644497935506457499e-01,2.94062010242510182656744463232572737e-01,-7.58667091913745020811504624173530245e-01,2.21407199999999998452082650146621745e-01,2.90878432451791013590991497039794922e-13,2.23272374001545699890175761066400970e-13,3.48063689199383199543541613673660990e-13,3.32029686355270914344117727523553185e-01
