x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
1.04763608543698300477571667862382502e+00,-8.30372110362200137369830565983260514e-01,-2.17266241863782857089567356185105201e-01,-1.40299195052981624346424501889206525e-01,3.28063049528794729559557084762210489e-01,-1.87761587686813115529451339328400894e-01,2.31013927789184969603446654050090417e-01,7.75703383771880579667765587771427045e-01,-1.00672731156106550376095001638731590e+00,4.64839218272304480790955444155632768e-01,2.88499552128824768182219487015405092e-01,-7.53328770401129294483437156605550484e-01,2.26678800000000013614709359899279661e-01,3.08197911635943455621600151062011719e-13,2.35636013605029690869058096331045383e-13,3.45247016655716867108447245932630533e-13,3.41307852732538996587408064442570321e-01
1.04884166109800903791093266087370116e+00,-8.26262757495157066002722454939382112e-01,-2.22581223107851961351977165632733013e-01,-1.37848188297696358181792701801242578e-01,3.29568958012490671046316782459359842e-01,-1.91718450209794323420757120959638993e-01,2.26376374128347625188577678070203218e-01,7.83348749148003452076510576307907343e-01,-1.00973512327635103175482602894391721e+00,4.65049551874425063489132787540957004e-01,2.82807566702913177275635543994657798e-01,-7.47847118577338286275030556970140232e-01,2.31950400000000001021760454023024067e-01,3.35287353436797275207936763763427734e-13,2.48545960308799943307279700318327433e-13,3.25289567607004135581154674502594224e-13,3.50645476999046357136080587224569172e-01
1.05002287115021087743425293734534353e+00,-8.22113123292207879093505747842169225e-01,-2.27912120079002987544599865355451676e-01,-1.35396107851626602537255518816940391e-01,3.31044516470844201778027905165988825e-01,-1.95646036398217610036919710496705364e-01,2.21769736321674436239267174166451494e-01,7.90985312610274168881173311845341260e-01,-1.01276504893194855961017826057758197e+00,4.65246662808431396406569442151054805e-01,2.76984810033557487483455326782617874e-01,-7.42221472841988929400286994368196955e-01,2.37221999999999988428811548146768473e-01,3.67927910360776877496391534805297852e-13,2.32368555878245305834558082128122649e-13,3.26180310206283232163193064301039753e-13,3.60041742785834395501609606071724556e-01
1.05117987718070467069224113011717489e+00,-8.17923261591021301598472187393430014e-01,-2.33259040526683358057707334729853035e-01,-1.32943021923750726026187637768741586e-01,3.32489032399855502056721064696268824e-01,-1.99543585539104787066595034921304514e-01,2.17193486941421253565039499566860724e-01,7.98610239136149489072968713937972105e-01,-1.01581372607757069712774598807062253e+00,4.65431115954178859442643947164780556e-01,2.71030106211137087667655615722828531e-01,-7.36451222165315992620561788322141307e-01,2.42493600000000003591438257899426389e-01,3.89466237038504914380609989166259766e-13,2.36625497298048410539568206200466755e-13,3.38193298234398615796629726717913237e-13,3.69495775903262047012987068228540011e-01
1.05231283798864847668617594326445513e+00,-8.13693241383876413156052404740148922e-01,-2.38622074257772052254147646684293508e-01,-1.30488995785363230329191767784664636e-01,3.33901807285618953358868169936553422e-01,-2.03410333847255734305652293991801141e-01,2.12647095723570863641780600404016605e-01,8.06220614379565364774737598223036994e-01,-1.01887771010313618290625597319288656e+00,4.65603461008339327664828420649083711e-01,2.64942351783835311641838770723322990e-01,-7.30535812792174684816929416806958518e-01,2.47765199999999990998489352023170795e-01,4.14113188185183389578014612197875977e-13,2.83897311628440606262215460160627285e-13,3.23146970543873335694629899041468492e-13,3.79006643200686998973480967833893374e-01
1.05342190957084543406034676861642642e+00,-8.09423147233083762434298283565865602e-01,-2.44001292706761660110158309364403654e-01,-1.28034091849415668396583677643913005e-01,3.35282136998140206790128164401695365e-01,-2.07245514779724549909434662443841302e-01,2.08130029776461697883610773660188734e-01,8.13813445747752726936961795313252090e-01,-1.02195347552421437931031034353926678e+00,4.65764232748943587080848054345885658e-01,2.58720520263724758234434469762394698e-01,-7.24474753012668390825544749542837227e-01,2.53036800000000006161116061775828712e-01,4.13447054370408295653760433197021484e-13,2.80330333912580807578895999737261864e-13,3.49628507279197828674149595752011243e-13,3.88573351476017847527799631279776804e-01
1.05450724510841733618955236528838500e+00,-8.05113079680136199446472618680499993e-01,-2.49396748513281124987275287075586580e-01,-1.25578369748471985656382352113617136e-01,3.36629312209070499177854545152223615e-01,-2.11048359375598525277276652570800813e-01,2.03641753778332120157415605529484081e-01,8.21385663704947027700517916525718910e-01,-1.02503741748327910234767129662103617e+00,4.65913951296485415378659586613852255e-01,2.52363666692977830041906325550234421e-01,-7.18267617989463290930828137598678552e-01,2.58308399999999993568167155899573117e-01,3.95128374464093212736770510673522949e-13,3.05293203235558809083539288419944486e-13,3.48978505922967136573743203196388830e-13,3.98194846440988570179797534365206957e-01
1.05556899495449127406454072468158929e+00,-8.00763155647367752962418364602497528e-01,-2.54808475108123509106403616700659958e-01,-1.23121886411296865168842625483289292e-01,3.37942618833647399172144199226743668e-01,-2.14818096621350545999020317121786848e-01,1.99181730164193431571768115297571462e-01,8.28934123312644400208735598748699564e-01,-1.02812585347683778627024148861210317e+00,4.66053122371416859471912341771354176e-01,2.45870932259506962311644109090455250e-01,-7.11914054630923867293818676296395837e-01,2.63579999999999980975218250023317523e-01,4.33764135721048660343512892723083496e-13,3.01224863464371975759861802389032589e-13,3.74135965821525404904286915071404443e-13,4.07870011748186378497393889119848609e-01
1.05660730662284415931776866605085014e+00,-7.96373508830848882914149400050979079e-01,-2.60236486308995264167986238775310267e-01,-1.20664696138096520491047252392344904e-01,3.39221338497072266202287710278860884e-01,-2.18553953841975757946873485110981027e-01,1.94749419302434778282035502817681506e-01,8.36455606015706979948730788075377286e-01,-1.03121502531814171272050406545888807e+00,4.66182237547877690209769688282761824e-01,2.39241548950382056032317823885016668e-01,-7.05413786498259791752349737602365818e-01,2.68851600000000023893420575404888950e-01,4.52637927139676321530714631080627441e-13,2.99388210288773895890458972154779595e-13,3.80323015767869400082229244211958522e-13,4.17597668086021611699720779142808169e-01
1.05762232477745203907022704589902449e+00,-7.91944290083198498357941374759488885e-01,-2.65680775927253528236738360068831721e-01,-1.18206850674432174125120671898351690e-01,3.40464749025490733733950984762289726e-01,-2.22255157118058572084377623934542652e-01,1.90344279661553259614022581506832703e-01,8.43946821683188804707888274621109655e-01,-1.03430110134474201881164863069375442e+00,4.66301774503514641864350186864088746e-01,2.32474844230406339634960872259031850e-01,-6.98766618733921027009573284557712112e-01,2.74123200000000011300471669528633356e-01,4.91717777606481831753626465797424316e-13,2.87954754024580964983945813792063498e-13,3.94382304361896221809537883192828492e-13,4.27376572347971550591694267495768145e-01
1.05861419122289316169165469029002064e+00,-7.87475667784947686846522725440059844e-01,-2.71141317386945462129670369933156133e-01,-1.15748399283827189043341953317611975e-01,3.41672124961673451853134957652775046e-01,-2.25920931728846275525254599251907750e-01,1.85965767967392723731681580652967883e-01,8.51404410912237756356066881438981652e-01,-1.03738017887963043457748623665775532e+00,4.66412197265257890456179078815297062e-01,2.25570245732262459064996850324196713e-01,-6.91972442997520395031438154574069184e-01,2.79394799999999998707522763652377762e-01,5.54223333892878144979476928710937500e-13,2.73296516688815234242738242461833869e-13,3.85667471363543979574459583002631696e-13,4.37205416882545883083821536274626851e-01
1.05958304489555574849513170362118587e+00,-7.82967828203047607936050624748614202e-01,-2.76618063357508127603705200109635472e-01,-1.13289388819089489925497041839222492e-01,3.42842738105420143967478366619999536e-01,-2.29550502621330666997357203543651832e-01,1.81613339351265017692879101939517055e-01,8.58824947602824586094191382045091577e-01,-1.04044828695408955827680825855037433e+00,4.66513956450933329612489411927267790e-01,2.18527285943674867413057642472774683e-01,-6.85031242394608242535809279834615330e-01,2.84666399999999986114573857776122168e-01,6.04627459210860251914709806442260742e-13,2.40147632924278591986952287563198095e-13,3.77265601981154663165502879228104950e-13,4.47082828830515421891789173969300464e-01
1.06052902185560337133111420153339708e+00,-7.78420975835074936982378151549036761e-01,-2.82110945401528421153445887375328929e-01,-1.10829863792371523219197796298113043e-01,3.43975858078630787231228374239456304e-01,-2.33143094905259277207320740550341102e-01,1.77286447489317837402218914752719231e-01,8.66204941810353990877431975657028539e-01,-1.04350138929967178276938866497551831e+00,4.66607489506599603004149460558839453e-01,2.11345606876080009851027200611437515e-01,-6.77943096382679658365438886604837524e-01,2.89937999999999973521624951899866574e-01,6.22391027604862756561487913131713867e-13,2.36132284958878775530953060126060430e-13,3.54876666377653046373727135645555170e-13,4.57007369556008125055512891776743345e-01
1.06145225527965273054825740134415102e+00,-7.73835333737653095751513687643373987e-01,-2.87619873638999621361539267245620506e-01,-1.08369866443990564559597804648441942e-01,3.45070752914903495960480817378858766e-01,-2.36697934373912944836087459185558713e-01,1.72984544733503808243113851486502019e-01,8.73540842882422337548242626694913133e-01,-1.04653538761592610028109425274714890e+00,4.66693220939508584543593865732525098e-01,2.04024964698360443540968867681176057e-01,-6.70708185637869073594824958848257474e-01,2.95209600000000016439827277281438001e-01,6.70352662268669519107788801193237305e-13,2.05244864133934042461147747978268554e-13,3.61521124685789010066770259547473169e-13,4.66977534178111497453755873721092939e-01
1.06235287545412047242723634667055491e+00,-7.69211143837576776393377657794097697e-01,-2.93144736429543682358739958575192936e-01,-1.05909436810032691891626881537334027e-01,3.46126689673429595674185495326754168e-01,-2.40214248050396917457677344090701611e-01,1.68707082234496025010544972449649429e-01,8.80829042885099943731853805058003316e-01,-1.04954612511959592323213655207339844e+00,4.66771562546597096068097051037202768e-01,1.96565234318291543963547768880351270e-01,-6.63326796864888685541907045352115772e-01,3.00481200000000003846878371405182406e-01,6.92890189668560196878388524055480957e-13,2.17710174029474666247259647855899047e-13,3.59426675871267891076571883534912061e-13,4.76991751209619396778549571536132134e-01
1.06323100976919748057515458730369104e+00,-7.64548667224101466521739725806802566e-01,-2.98685400074096000138381847349464297e-01,-1.03448612788764206077509004945243553e-01,3.47142935076862593383660835181875587e-01,-2.43691264759098401221184844384056385e-01,1.64453510056885994705540214869886795e-01,8.88065880323131514820729944024285660e-01,-1.05252939038001746401600793345996502e+00,4.66842913638426150365318453715491373e-01,1.88966413893479021724288980589401657e-01,-6.55799327531905217599869659739445448e-01,3.05752799999999991253929465528926812e-01,6.90891788224234915105625987052917480e-13,2.49529198439579044497615557278364338e-13,3.65589651693307045806351012951183828e-13,4.87048382309525074163047975162044168e-01
1.06408678271341082251850803449911357e+00,-7.59848184420839331834858455839292647e-01,-3.04241708537571476528702280666258850e-01,-1.00987430205874700925684091824523862e-01,3.48118756172739498059699361184933130e-01,-2.47128215721864811288962567353970443e-01,1.60223277286990761077893179549867859e-01,8.95247644157365899011550041841144152e-01,-1.05548092144435661457918099595679853e+00,4.66907661258491936891170635798492564e-01,1.81228629252741795412055371451954483e-01,-6.48126290511233777813488232684985671e-01,3.11024399999999978660980559652671218e-01,7.36855021443716395879164338111877441e-13,2.37019308656175540157201518107336508e-13,3.57332227056746772086373507522350952e-13,4.97145722155785507734293560133664869e-01
1.06492031586873523149292335205470040e+00,-7.55109995635688425593707247353160030e-01,-3.09813483194046791504354522861833653e-01,-9.85259228785763643612877927058078401e-02,3.49053421017930496776591246998181739e-01,-2.50524335178354146810165036132068949e-01,1.56015832133586947721398335619546317e-01,9.02370578121546138594459462763579800e-01,-1.05839641025513304080559557294892484e+00,4.66966180397840158760849756840861024e-01,1.73352138208127958085543769566669959e-01,-6.40308318605968162356655751842085568e-01,3.16296000000000021579182885034242645e-01,7.20978832191576657351106405258178711e-13,2.55911451674353142538888949247576754e-13,3.29141427495778607287266630387764079e-13,5.07281998444767512346231796982465312e-01
1.06573172790621765484804597659463527e+00,-7.50334420987214283510250316927720617e-01,-3.15400522596003356703019793981050110e-01,-9.60641226785844346334997788344650912e-02,3.49946199385486674150690151603413432e-01,-2.53878861029902254151966238454791170e-01,1.51830622021880538327551078541197408e-01,9.09430885339314216621387889567709349e-01,-1.06127150736119470943867674267471543e+00,4.67018834204922211572438064736654201e-01,1.65337334737052118297805624425934461e-01,-6.32346168941974375380505914597151264e-01,3.21567600000000008986233979157987051e-01,7.83817455385360517539083957672119141e-13,2.68495167274301490730493712747503015e-13,3.42478492360660215569679277640164700e-13,5.17455372023622794941388747247401625e-01
1.06652113458208000522078968345133956e+00,-7.45521800705902030496711624695160016e-01,-3.21002602269177959849387909224225641e-01,-9.36020595940040426324055659325485216e-02,3.50796363493145658650812085973667230e-01,-2.57191035506141630893096669573084880e-01,1.47667093681012418925514359086682294e-01,9.16424733240914323318650470868344531e-01,-1.06410182692192669673390260452079654e+00,4.67065974190638095020457132826518168e-01,1.57184753013421044178930053531333184e-01,-6.24240727204059184709649411792422138e-01,3.26839199999999996393285073281731457e-01,8.34332603005805140128359198570251465e-13,2.41883460208849591606610187488646815e-13,3.44019236316170004252124059994232642e-13,5.27663937161634066796978004276752472e-01
1.06728864873426680933563074055608520e+00,-7.40672495308703659023807319333654665e-01,-3.26619474534563135197218987844332424e-01,-9.11397617901489460361722738374561532e-02,3.51603188752642229637359030031470462e-01,-2.60460105853493298715791189572119678e-01,1.43524693225391037513238293608019483e-01,9.23348258777617416613180522768957896e-01,-1.06688295200300840861615659094276142e+00,4.67107940428516893438229884617499610e-01,1.48895071266082215864245220262449780e-01,-6.15993011694599154812737330314503638e-01,3.32110799999999983800336167405475862e-01,8.20787882105378230335190892219543457e-13,2.43324919057583873872744384694480008e-13,3.29021056874254405046450631766352521e-13,5.37905721966319361193598069803556427e-01
1.06803438027940596262108943499278256e+00,-7.35786885745319602611701825710419575e-01,-3.32250868359086344654868892058091393e-01,-8.86772556693179054613501954368273060e-02,3.52365954538855521864595340076111218e-01,-2.63685325044537631757763861863527791e-01,1.39402866230134990899633600761702237e-01,9.30197573930343031220220520513922178e-01,-1.06961044016047797660959189584137675e+00,4.67145061749991176462691634172673551e-01,1.40469115442497581335951257903775486e-01,-6.07604177192488803308905117510980752e-01,3.37382400000000026718538492787047289e-01,8.59867732572183740558102726936340332e-13,2.04534938861209309572311070089200683e-13,3.46474796995263729964770431871028425e-13,5.48178688949777059846724114322569221e-01
1.06875843621015226643774119484996267e+00,-7.30865373514676559264075048174168171e-01,-3.37896489236475691579233145605381117e-01,-8.62145659295546692490336805363968405e-02,3.53083944977707075719283268713140887e-01,-2.66865952507152422064682589247108705e-01,1.35301057800899926004322593825121884e-01,9.36968771507327644803203695281777714e-01,-1.07227982930822752529726406367263843e+00,4.67177655934726779793993202521528572e-01,1.31907862655223431053793102678591721e-01,-5.99075518589950256358048530634646254e-01,3.42654000000000014125589586910791695e-01,9.09383679470465722260996699333190918e-13,1.90209666796945432054174261445044531e-13,3.69345215084862155719810169939224437e-13,5.58480735750401580119728350837249309e-01
1.06946092059288484924092254131847806e+00,-7.25908380750095120792583340924705448e-01,-3.43556019099789712613991915477200484e-01,-8.37517156224177240689552943766248999e-02,3.53756449751605214811764821023796266e-01,-2.70001254872187506577156811563669323e-01,1.31218712638355842301881147485189627e-01,9.43657931223989661723018095377377017e-01,-1.07488664386234545851463701742827016e+00,4.67206029895974151173197519992593928e-01,1.23212444388577571828563026973328442e-01,-5.90408474284551768512022772400436318e-01,3.47925600000000001532640681034536101e-01,9.44910816258470731554552912712097168e-13,1.54632026507618725235864610922542998e-13,3.83091540062926051620997212504424355e-13,5.68809696014688004339632243500091136e-01
1.07014193456573095409120504911614868e+00,-7.20916350271681495786809499472708729e-01,-3.49229116267049442230133980880716156e-01,-8.12887262097861351275470163389645965e-02,3.54382764921111756449044167009806446e-01,-2.73090506738325637395758719433489992e-01,1.27155275097572702513564752579459984e-01,9.50261126056377755977303246433877387e-01,-1.07742640115395041298060577357904137e+00,4.67230479860911809709093246065731751e-01,1.14384149442807253733470986914592017e-01,-5.81604629303719108952826458414833780e-01,3.53197199999999988939691775158280507e-01,9.84767822842513851355761289596557617e-13,1.52642098586620117911990899587174303e-13,4.11234191375284535523777690190446606e-13,5.79163340443393126477644727856386453e-01
1.07080157633688991321286160195555480e+00,-7.15889745604527788838371005108313053e-01,-3.54915415421362108060314744238378807e-01,-7.88256176197279442795045529842876913e-02,3.54962193761387597135355265889255280e-01,-2.76132991452659669170026565513745201e-01,1.23110189242564199087586436229127900e-01,9.56774428857771774228299337152151966e-01,-1.07989461810033592780562354794698768e+00,4.67251291545956487910173465466887209e-01,1.05424426593145441549171756708437775e-01,-5.72665718139101974969607447609851727e-01,3.58468799999999976346742869282024913e-01,9.77551373182450333843007683753967285e-13,1.66275276354123787089169745643274818e-13,4.36199058279404080269015804271203726e-13,5.89539378005800251969503733562305570e-01
1.07143994118323242641555624153859447e+00,-7.10829050961365173519209927702114883e-01,-3.60614527626867236342256177381477544e-01,-7.63624083014577185158987039175031742e-02,3.55494047611855036956920844651437792e-01,-2.79128001905397334995112277188849862e-01,1.19082898896231583717198820075975412e-01,9.63193919226144797132594149623898681e-01,-1.08228681812237633533953074426556870e+00,4.67268740327018224497833192274272114e-01,9.63348869413682089133804802663887797e-02,-5.63593627268386478921475897975184977e-01,3.63740400000000019264945194663596340e-01,1.01996189272313131368719041347503662e-12,1.54667073990647033524754074425071620e-13,4.57167620548920110619162764121097122e-13,5.99935457325278642670696171990130097e-01
1.07205712144915151476477551627044869e+00,-7.05734771188384066305787077965111227e-01,-3.66326040381767431664984018004190975e-01,-7.38991152794099467869916609080273031e-02,3.55977646737397632183312061233990066e-01,-2.82074841336987702190324820627024413e-01,1.15072847685941645683712971134671092e-01,9.69515690608303735760672308549234132e-01,-1.08459853829424533593412305424959659e+00,4.67283091404682070528870861134020481e-01,8.71173059378506126672386453433365822e-02,-5.54390397342532728706371731911875525e-01,3.69012000000000006671996288787340745e-01,1.05293551655449846293777227401733398e-12,1.48446633556471556554351455934234334e-13,4.71636169256129219965245798414766389e-13,6.10349168238710548806125189003068954e-01
1.07265320654564273453823279464397225e+00,-7.00607431673015199018723312648209240e-01,-3.72049517709627518485590777848521818e-01,-7.14357542064550714727464441520058680e-02,3.56412321199303754716654188639456510e-01,-2.84972824155848700277826448634649936e-01,1.11079479084965222151489901439806734e-01,9.75735857624617677795983226312047686e-01,-1.08682533670958285443721090231754593e+00,4.67294599964301178779059078035614295e-01,7.77736250526697071432686295672404008e-02,-5.45058225016970931432589933037381548e-01,3.74283599999999994079047382911085151e-01,1.08302256052184020518325269222259521e-12,1.54436286116751681786632306429819308e-13,4.79508407903812046514612108255082279e-13,6.20778043531697631962629202462267131e-01
1.07322828294959240986591153578021490e+00,-6.95447578212555349088462504277398619e-01,-3.77784500290037043503616043509449952e-01,-6.89723394162850135083266623187735127e-02,3.56797411734048785792074869419764435e-01,-2.87821276764763789557581195094333613e-01,1.07102236449995040161153708194578209e-01,9.81850563596332937086250223078762770e-01,-1.08896280004632793173714170583898561e+00,4.67303511330988883021152616153856391e-01,6.83059530750275275065223844048639590e-02,-5.35599464406016456037937225993250800e-01,3.79555199999999981486098477034829557e-01,1.10522702101434333599172532558441162e-12,1.29090653566670974742564417272557191e-13,4.75680622139342415256663352094194736e-13,6.31219560850742600344176480575697497e-01
1.07378243420325377615189348726190540e+00,-6.90255776842621389635508954552275152e-01,-3.83530505629632369002637260870167865e-01,-6.65088839749951085919935424285610061e-02,3.57132270637903904117348907866308519e-01,-2.90619538393908813039102637277226029e-01,1.03140563054954227030536432792908149e-01,9.87855988255577310462508358262800340e-01,-1.09100655131053149198278256562135167e+00,4.67310061119499955147959288015358426e-01,5.87165670211686958256382108006508274e-02,-5.26016628140668696483859724250544742e-01,3.84826800000000024404300802416400984e-01,1.12820863762408407637849450111389160e-12,1.32900923584468619636233464035844249e-13,4.78689887677447471277063317629483685e-13,6.41671144792851810834122261439915746e-01
1.07431574091389202105528967127987079e+00,-6.85032613624526148107195164660535705e-01,-3.89287028274365855194432950933727533e-01,-6.40453997318894173562696756022895695e-02,3.57416262655257691280126780773924766e-01,-2.93366961938368291677518660857248083e-01,9.91939021212994849044434476217526696e-02,9.93748355616290268050108555625499099e-01,-1.09295225773758970744428977781287808e+00,4.67314475378993568558614930925373350e-01,4.90079126320500512656378003413487008e-02,-5.16312388011043665334514956701259929e-01,3.90098400000000011811351896540145390e-01,1.13953291247526067309081554412841797e-12,1.28412019933867563597377812194642364e-13,4.80399150503091143096650498053527808e-13,6.52130169172201012983691725821699947e-01
1.07482828075358026611506685925316482e+00,-6.79778694390789105102940334049982229e-01,-3.95053540063791143018550685671444076e-01,-6.15818973695364061032652868733187203e-02,3.57648765868441228469267883764252796e-01,-2.96062914797904840359578436422696816e-01,9.52616968450157087390299210703730549e-02,9.99523941982498365203378157635113384e-01,-1.09479563882751402843214585327112448e+00,4.67316970732672609541333583865386831e-01,3.91826044432849698436593597569996094e-02,-5.06489575175957624895255169056931654e-01,3.95369999999999999218402990663889796e-01,1.15474296791262531769461929798126221e-12,1.39517773525952444587941077782509778e-13,4.95252885199177699613344727935714060e-13,6.62593959462674186866593117883894593e-01
1.07532012845912955070384921084528239e+00,-6.74494644448123921204435657866443338e-01,-4.00829490428005611265923429600989892e-01,-5.91183864531020178547098499459769557e-02,3.57829172586758960744222415505897405e-01,-2.98706779716656961123002688937811288e-01,9.13433904204917382790385694621434242e-02,1.00517908406860437387696488916476389e+00,-1.09653247448909606664574123319258401e+00,4.67317754512295877474967387045130962e-01,2.92434254113325963277988950448699873e-02,-4.96551179923628519313028507524546744e-01,4.00641599999999986625454084787634201e-01,1.24500409981465054443106055259704590e-12,1.59293334174985757464249459722362193e-13,5.02114010626057227339856649356172864e-13,6.73059795414214345754544410738162696e-01
1.07579135583213686157244249199234315e+00,-6.69181108237382748473316711028278732e-01,-4.06614306727754094625721373740037594e-01,-5.66548754789871671433443651080907142e-02,3.57956890232347314391281094291315851e-01,-3.01297955620360165721341136407256629e-01,8.74384260614599776078345249538647940e-02,1.01071018720469324810436796688754878e+00,-1.09815861326615318020194026640712777e+00,4.67317024887561411736375154975699155e-01,1.91933260815298963655037410623387898e-02,-4.86500350969091353612141121472580054e-01,4.05913199999999974032505178911378607e-01,1.21180843137835836387239396572113037e-12,1.81309810884970721838566693481370217e-13,5.12417735828528939153706131349002225e-13,6.83524913840029557654531799926189706e-01
1.07624203173913619650682767873889226e+00,-6.63838748950083764530471346463326612e-01,-4.12407394638052413263037641205378387e-01,-5.41913719227966972092382303346221420e-02,3.58031342220411808711944550446949430e-01,-3.03835858448615130216025011182505360e-01,8.35462470191757954735925932592854247e-02,1.01611373359829706238156402005324711e+00,-1.09966998061747281234489438787829002e+00,4.67314970990360689764276450395040260e-01,9.03542328536803978915424037578503476e-03,-4.76340394275728775063692916205389604e-01,4.11184800000000016950707504292950034e-01,1.24689147895651331054978072643280029e-12,2.28255815704240794215081850474003110e-13,5.23636277754584587997757202864559426e-13,6.93986511570776398727389278064947575e-01
1.07667222211183856029745072783976717e+00,-6.58468248101302760237300026903720717e-01,-4.18208138575535781106917726019719762e-01,-5.17278822866668360375692970762019505e-02,3.58051968831332117504645195212806757e-01,-3.06319921979665300420308873052927901e-01,7.96662965980059415146899456869939235e-02,1.02138629062262350426887466912933254e+00,-1.10106258722062940027330238938212254e+00,4.67311773033904767684352774828946217e-01,-1.22700164361219209577973886307646690e-03,-4.66074771390292621098835261400433257e-01,4.16456400000000004357758598416694440e-01,1.29429800210800749482586979866027832e-12,2.58587030898694718902939194705442153e-13,5.24647390975387886820611591284416513e-13,7.04441748570908243820554162084590644e-01
1.07708198994744766608378105839674835e+00,-6.53070305058871216698481995910454050e-01,-4.24015902169576430192151803723818930e-01,-4.92644121459781789028662539420968692e-02,3.58018228072074079989081085544672130e-01,-3.08749598645095920279362090365037515e-01,7.57980181685886842574020764587690183e-02,1.02652451909995713943867021012059114e+00,-1.10233253726854577818581006114518614e+00,4.67307602426724592550113891361279607e-01,-1.15905051437970412624266362929837387e-02,-4.55707097282927596797949480502853697e-01,4.21727999999999991764809692540438846e-01,1.30018218413852082449011504650115967e-12,2.80788371062574507033885598857034656e-13,5.36130748268796780594457859767079142e-13,7.14887751211428779107848185958573595e-01
1.07747139530903895598893331690548774e+00,-6.47645636528991325543942665138688112e-01,-4.29830028777047611011929109158219818e-01,-4.68009661954812106351986895974198583e-02,3.57929596524308857723665369911759568e-01,-3.11124360331827666521528222922948105e-01,7.19408551787220036967957151242370564e-02,1.03152518154780778025765921700358427e+00,-1.10347603672652973844419270669365591e+00,4.67302621881548713363962004773623095e-01,-2.20514841955549401701546638542006077e-02,-4.45241137685993818704069566353972682e-01,4.26999599999999979171860786664183252e-01,1.33915101230286381905898451805114746e-12,2.84653488230456645797713694616971148e-13,5.51754854942638231452374480826299365e-13,7.25321615692344323633733438327908516e-01
1.07784049532599036264414856216349972e+00,-6.42194975998551945689842317242931577e-01,-4.35649842040438397281330418465806915e-01,-4.43375482948613615127045559861955969e-02,3.57785570176613042584435258419767672e-01,-3.13443699168751700744706528888309267e-01,6.80942511621299625481160232038091335e-02,1.03638515035442339607519445690251737e+00,-1.10448940151655331311304825467216976e+00,4.67296985519062465881277258039027756e-01,-3.26061795911547130242508686707516174e-02,-4.34680805927907798367288614802817429e-01,4.32271200000000022090063112045754679e-01,1.31195054819954748381860554218292236e-12,2.88387933306159960152525294829246820e-13,5.61625245907622815199286367782047118e-13,7.35740411607166078233888129034312442e-01
1.07818934419445400861058236157961564e+00,-6.36719073134607567753412719824400461e-01,-4.41474646488846420944279531454320045e-01,-4.18741615137705672809125933526470083e-02,3.57585665238110226695107012882329325e-01,-3.15707128295339679327084529830545542e-01,6.42576497452513447718568092416136940e-02,1.04110141584952258570204027471440418e+00,-1.10536906559477388496363485852187773e+00,4.67290838966553412583022435651028251e-01,-4.32506797057869844837023232400671100e-02,-4.24030159260766473609582337845495913e-01,4.37542800000000009497114206169499084e-01,1.31139543668723490554839372634887695e-12,3.00809850641263465372704708321932654e-13,5.39164087931206677063021025026650403e-13,7.46141185640881610119379274692619219e-01
1.07851799317785878477439588764935649e+00,-6.31218693141663908189480651756495429e-01,-4.47303728181194856432110841745876230e-01,-3.94108081763522770259195829328817022e-02,3.57329418930914948940523697446176880e-01,-3.17914182609562692067408508660288728e-01,6.04304946521887973253334270398108645e-02,1.04567109423554885936629022044653223e+00,-1.10611158888773761118136142205222070e+00,4.67284319451448392535117630657529964e-01,-5.39809247682794479342741665420575387e-02,-4.13293394683168990111105689549996671e-01,4.42814399999999996904165300293243490e-01,1.32238664463102395529858767986297607e-12,3.13422158778096041659230243713005584e-13,5.39621496292998645578121819788014323e-13,7.56520965391908273289800490601919591e-01
1.07882649060743446251109438808573474e+00,-6.25694616077597637298545718216816208e-01,-4.53136355390836804819829991875804181e-01,-3.69474899052868231656681213614485208e-02,3.57016390258754539375912304756359993e-01,-3.20064419492467736602962861388041619e-01,5.66122297079510514952096069068217432e-02,1.05009143534441943629784898360350221e+00,-1.10671366505237044228279636507622283e+00,4.67277555889747984172572020130016892e-01,-6.47927116273610324084852693646968164e-02,-4.02474844262386997274348976199836310e-01,4.48085999999999984311216394416987896e-01,1.35780275911656644893810153007507324e-12,3.31103043060386651149339136700261843e-13,5.56930791668178927807462421546996357e-13,7.66876763307662634439054727408802137e-01
1.07911488188274867883224296188924047e+00,-6.20147636129222749913316345551681930e-01,-4.58971779330525908286293654498324688e-01,-3.44842076653840363099067654195470347e-02,3.56646160749173591963009028238186761e-01,-3.22157419506789576285735224657913186e-01,5.28022988401153443799625980522788466e-02,1.05435983018464670080520998296773270e+00,-1.10717212902476199967491035558589516e+00,4.67270668969364515060636165430301884e-01,-7.56816990065292038973256816575538613e-02,-3.91578969962835356673572709207261007e-01,4.53357600000000027229418719798559323e-01,1.38711264696667058160528540611267090e-12,3.15426614506940666354402031596866765e-13,5.46265954601134609271164943689932322e-13,7.77205580722535316340326971840113401e-01
