x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.577718301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.549363901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5720139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.701651899
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.791946001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4423161
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4672436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7505778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.120370799
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.507434901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.707922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9039778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4348484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8973571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.591064
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5258634
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.791777599
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4463818
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4380438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.304231601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.533339
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.671389801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.093856599
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0703546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5049072
0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.881464601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.670217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.862195601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.929022299
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5806753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1473662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1602591
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2989131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.265996801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.619142801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1875484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.086241401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.283264901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2323422
0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.230969
