Vz,periodicity error,period
8.85900000000000107519548819823285157e-02,1.11030808133923641143356839527905944e-01,6.86800000000000068212102632969617844e+01
8.95900000000000116401333016824537481e-02,1.22726707312607492097369919552374236e-01,6.87330000000000040927261579781770706e+01
9.05900000000000107935882454057718860e-02,1.30855538685690092540713565358445013e-01,1.94000000000000021316282072803005576e+01
9.15900000000000099470431891290900239e-02,1.27377362686868550503675823992354159e-01,1.94220000000000005968558980384841561e+01
9.25900000000000108352216088292152563e-02,1.25523357315984825312799089197471618e-01,1.94540000000000006252776074688881636e+01
9.35900000000000117234000285293404886e-02,1.28359675706027656899557630939269363e-01,1.94710000000000000852651282912120223e+01
9.45900000000000117442167102410621737e-02,1.34857293087957851554153479329547940e-01,1.94909999999999996589394868351519108e+01
9.55900000000000100303099159759767645e-02,1.41247718571289312148003185598819523e-01,1.95139999999999993463006831007078290e+01
9.65900000000000109184883356761019968e-02,1.47339641270338609816398146535556841e-01,1.95380000000000002557953848736360669e+01
9.75900000000000109393050173878236819e-02,1.53105053127150188608377056168176214e-01,1.95609999999999999431565811391919851e+01
9.85900000000000109601216990995453671e-02,1.56358057369422057662643667644881141e-01,6.24699999999999988631316227838397026e+01
9.95900000000000118483001187996705994e-02,1.37601864312816841927304465614735633e-01,6.25020000000000024442670110147446394e+01
1.00590000000000011001755062522988737e-01,1.20351439805589615070523104525022542e-01,6.25249999999999985789145284797996283e+01
1.01590000000000011889933482223113970e-01,1.14418973153451603635970743590337647e-01,6.25570000000000021600499167107045650e+01
1.02590000000000009308664949969625013e-01,1.10480219453929089232418291058406437e-01,6.26009999999999990905052982270717621e+01
1.03590000000000010196843369669750246e-01,1.06139103576981736351315437923308562e-01,6.26460000000000007958078640513122082e+01
1.04590000000000011085021789369875478e-01,1.01438837151048403828117135232985164e-01,6.26900000000000048316906031686812639e+01
1.05590000000000011105838471081597163e-01,9.65235799091482622544805652724690147e-02,6.27349999999999994315658113919198513e+01
1.06590000000000012861378628770125943e-01,9.15581395635083654246158116983498523e-02,6.27790000000000034674485505092889071e+01
1.07590000000000010280110096516636986e-01,8.67664707526542466169676700406511014e-02,6.28239999999999980673237587325274944e+01
1.08590000000000011168288516216762218e-01,9.54899020447278263492428701357094354e-02,6.28620000000000018758328224066644907e+01
