Vz,periodicity error
9.77599999999999996758148768094542902e-02,7.67714959988766162310982156793157461e-02
9.77699999999999957989160748184076510e-02,7.66530938728105055631982022795716967e-02
9.77800000000000057998050806418177672e-02,7.65373265737502731420556114981065020e-02
9.77900000000000019229062786507711280e-02,7.64242072925285328424927231238114605e-02
9.77999999999999980460074766597244889e-02,7.63137490179034576657214071533922396e-02
9.78099999999999941691086746686778497e-02,7.61955631745317623979943537347224491e-02
9.78199999999999902922098726776312105e-02,7.60774544278910209727964039529763673e-02
9.78300000000000002930988785010413267e-02,7.59620026251695496907146708597675478e-02
9.78399999999999964162000765099946875e-02,7.58492211218727969738725964722867981e-02
9.78499999999999925393012745189480484e-02,7.57391230659626048037727910599835046e-02
9.78600000000000025401902803423581645e-02,7.56202000122475771792475161282083439e-02
9.78700000000000125410792861657682806e-02,7.55023921036574978403214187410789617e-02
9.78799999999999947863926763602648862e-02,7.53872635812839179340650258685675518e-02
9.78900000000000047872816821836750023e-02,7.52748279678075561439050647600497663e-02
9.79000000000000009103828801926283631e-02,7.51650985727096760404846458027223710e-02
9.79099999999999970334840782015817240e-02,7.50454108578566881344073446092630488e-02
9.79200000000000070343730840249918401e-02,7.49279113833140235886119917409185555e-02
9.79299999999999892796864742194884457e-02,7.48131140696933301014468280277144720e-02
9.79399999999999992805754800428985618e-02,7.47010326093909827311224225532927392e-02
9.79500000000000092814644858663086779e-02,7.45910947071165165859185797995505160e-02
9.79599999999999915267778760608052835e-02,7.44712002115222812089448585191973662e-02
9.79700000000000015276668818842153996e-02,7.43540169081937831383665709042786990e-02
9.79800000000000115285558877076255158e-02,7.42395588801199654560821091980225300e-02
9.79900000000000076516570857165788766e-02,7.41278399919889376280849211385785877e-02
9.80000000000000037747582837255322374e-02,7.40171664541589481085721651358529637e-02
9.80099999999999860200716739200288430e-02,7.38975727316410026955104472376317138e-02
9.80199999999999960209606797434389591e-02,7.37807134818008301716484114045989430e-02
9.80300000000000060218496855668490753e-02,7.36666029685945191073948825117308419e-02
9.80399999999999882671630757613456808e-02,7.35552552316121872882784627558800010e-02
9.80499999999999982680520815847557969e-02,7.34438185087131949564970489626095932e-02
9.80599999999999943911532795937091578e-02,7.33245332389237195694820711424176044e-02
9.80700000000000043920422854171192739e-02,7.32080060740347076541686858031725646e-02
9.80800000000000005151434834260726348e-02,7.30942514618299853700820333612406740e-02
9.80899999999999827604568736205692403e-02,7.29832836194474193471378386135307074e-02
9.80999999999999927613458794439793564e-02,7.28710557124474904386439373161130409e-02
9.81100000000000027622348852673894726e-02,7.27520867206647412407819197899365425e-02
9.81199999999999988853360832763428334e-02,7.26358998256098841980669703217405593e-02
9.81299999999999950084372812852961943e-02,7.25225096617985687662922848707223655e-02
9.81399999999999911315384792942495551e-02,7.24119306265978278940165174011466145e-02
9.81499999999999872546396773032029159e-02,7.22988830739113199532075315099439677e-02
9.81599999999999972555286831266130321e-02,7.21802383352071372717933746609806475e-02
9.81699999999999933786298811355663929e-02,7.20644000526768479781969265560093832e-02
9.81799999999999895017310791445197538e-02,7.19513830505168662182588798924026278e-02
9.81899999999999995026200849679298699e-02,7.18412019090386791274329167660877694e-02
9.82000000000000095035090907913399860e-02,7.17273057730517793738100871282368774e-02
9.82099999999999917488224809858365916e-02,7.16089934166147733724554036162219287e-02
9.82200000000000017497114868092467077e-02,7.14935122516579984241045406247836426e-02
9.82299999999999978728126848182000685e-02,7.13808772950514639453069175336932281e-02
9.82399999999999939959138828271534294e-02,7.12711033128004338216865351500062599e-02
9.82500000000000039968028886505635455e-02,7.11563291659419676288406792939224674e-02
9.82599999999999862421162788450601511e-02,7.10383574795622196423680246362785639e-02
9.82699999999999962430052846684702672e-02,7.09232421043075475174239844478488417e-02
9.82800000000000062438942904918803833e-02,7.08109982527563981596151417302155131e-02
9.82899999999999884892076806863769889e-02,7.07016408793904511313998927979287427e-02
9.82999999999999984900966865097871050e-02,7.05859587897270284193685248087325502e-02
9.83099999999999946131978845187404659e-02,7.04683362244518302491767568663241493e-02
9.83199999999999907362990825276938267e-02,7.03535954830052787068304672004981551e-02
9.83300000000000007371880883511039428e-02,7.02716587296508761760634631978013416e-02
9.83399999999999968602892863600573037e-02,7.01986555027421005583837441716461504e-02
9.83499999999999929833904843690106645e-02,7.01069155693015556326786586276328736e-02
9.83600000000000029842794901924207807e-02,7.00181588917953647536755577193008176e-02
9.83699999999999991073806882013741415e-02,6.99323980721874936418421064312154639e-02
9.83799999999999952304818862103275023e-02,6.98496453837508688176605431075917958e-02
9.83900000000000052313708920337376185e-02,6.97699127637613739125662462219497164e-02
9.84000000000000013544720900426909793e-02,6.96932118063353055970474506124723440e-02
9.84099999999999974775732880516443402e-02,6.96248525705420994300995986204160914e-02
9.84199999999999936006744860605977010e-02,6.95661839710848517217511385425236462e-02
9.84299999999999897237756840695510618e-02,6.95077884943419624317683329165319839e-02
9.84399999999999997246646898929611780e-02,6.94496667544677787224605122137078182e-02
9.84499999999999958477658879019145388e-02,6.93918193649639805460166675391356776e-02
9.84599999999999919708670859108678997e-02,6.93342469386519468198648953145897520e-02
9.84700000000000019717560917342780158e-02,6.92769500876456997790603457911572604e-02
9.84800000000000119726450975576881319e-02,6.92199294233246156515539972338743784e-02
9.84899999999999942179584877521847375e-02,6.91631855563057488382263120605267120e-02
9.85000000000000042188474935755948536e-02,6.91067190964155448403950383908607700e-02
9.85100000000000003419486915845482145e-02,6.90525432441205171495382912657415832e-02
9.85199999999999964650498895935015753e-02,6.90129926362860333020830551564528643e-02
9.85300000000000064659388954169116914e-02,6.89765902478708519507993041241807070e-02
9.85399999999999887112522856114082970e-02,6.89433422193981993106550706035235519e-02
9.85499999999999987121412914348184131e-02,6.89132542642892140813110436653054728e-02
9.85600000000000087130302972582285292e-02,6.88863316652090763285126830074855232e-02
9.85699999999999909583436874527251348e-02,6.88676151583655052887129835985602490e-02
9.85800000000000009592326932761352509e-02,6.88125593971520929913472105250391800e-02
9.85900000000000109601216990995453671e-02,6.87931849761504750243251805278638090e-02
9.86000000000000070832228971084987279e-02,6.88519254988240833136498018175086722e-02
9.86100000000000032063240951174520887e-02,6.87968841323962743717977988283842289e-02
9.86199999999999854516374853119486943e-02,6.88869653359311150187048710323627974e-02
9.86299999999999954525264911353588104e-02,6.88365698181143915215955917368512114e-02
9.86400000000000054534154969587689266e-02,6.88149999555624589920873859579915180e-02
9.86499999999999876987288871532655321e-02,6.88768405747837361767959321272772105e-02
9.86599999999999976996178929766756482e-02,6.88215474162384828874911687853201078e-02
9.86699999999999938227190909856290091e-02,6.89176952987833009688681854327757252e-02
9.86800000000000038236080968090391252e-02,6.88621367145269419475386393492181162e-02
9.86899999999999999467092948179924861e-02,6.89109085573066638678141869575562091e-02
9.86999999999999821920226850124890916e-02,6.89033094815399041200310871635500639e-02
9.87099999999999921929116908358992077e-02,6.89091414469497107091548114183452544e-02
9.87200000000000021938006966593093239e-02,6.89450645917936641872439157143219422e-02
9.87299999999999983169018946682626847e-02,6.89335737331398601623626822620244427e-02
9.87399999999999944400030926772160456e-02,6.89874009071591924964786862804291454e-02
9.87500000000000044408920985006261617e-02,6.89841675624715929262047007724815694e-02
9.87600000000000005639932965095795225e-02,6.90303172769907009630217131196577169e-02
9.87699999999999966870944945185328834e-02,6.90608550705450047306547734134531450e-02
9.87799999999999928101956925274862442e-02,6.90738125382575657411138098728034019e-02
9.87899999999999889332968905364396051e-02,6.91635387486161654937146547817780957e-02
9.87999999999999989341858963598497212e-02,6.91832659222310298713301409595340079e-02
9.88099999999999950572870943688030820e-02,6.92494677438016375178789412084955729e-02
9.88199999999999911803882923777564429e-02,6.93463600414277618338940206113746499e-02
9.88300000000000011812772982011665590e-02,6.94463597016115573929641179418937663e-02
9.88400000000000111821663040245766751e-02,6.95349903313612074234325541777712314e-02
9.88499999999999934274796942190732807e-02,6.96261592950003413533882967668326528e-02
9.88600000000000034283687000424833968e-02,6.97204433427866629209852747958797496e-02
9.88699999999999995514698980514367577e-02,6.98178313947908789946531245926016608e-02
9.88799999999999956745710960603901185e-02,6.99167567554398427928440860099531608e-02
9.88900000000000056754601018838002346e-02,7.00053532378665846642581463060472378e-02
9.88999999999999879207734920782968402e-02,7.00970606637086066252154575738304705e-02
9.89099999999999979216624979017069563e-02,7.01918683741679391658518283443916519e-02
9.89200000000000079225515037251170725e-02,7.02897653499820845819895323003001824e-02
9.89299999999999901678648939196136780e-02,7.03869792708694711572097424065008274e-02
9.89400000000000001687538997430237941e-02,7.04761415818919573279040849021484023e-02
9.89499999999999962918550977519771550e-02,7.05684001131305062401970896985324970e-02
9.89600000000000062927441035753872711e-02,7.06637442578569735504089086286304532e-02
9.89700000000000024158453015843406320e-02,7.07621630551617830447562764374011719e-02
9.89799999999999985389464995932939928e-02,7.08576171167192419041571576140064224e-02
9.89899999999999946620476976022473536e-02,7.09473575101695170221515662753577876e-02
9.90000000000000046629367034256574698e-02,7.10401795287891367770754459182445406e-02
9.90100000000000007860379014346108306e-02,7.11360726158258682947311673663642701e-02
9.90199999999999969091390994435641915e-02,7.12350258665132763441883625865199607e-02
9.90300000000000069100281052669743076e-02,7.13286728742589294189580648576451310e-02
9.90400000000000030331293032759276684e-02,7.14190033508737643345886286039562229e-02
9.90499999999999991562305012848810293e-02,7.15124009833633403737516959936063687e-02
9.90599999999999814015438914793776348e-02,7.16088552629548481140978526297225527e-02
9.90699999999999914024328973027877510e-02,7.17083553389138980647919285986905569e-02
9.90800000000000014033219031261978671e-02,7.18001492922395894614087780570889827e-02
9.90900000000000114042109089496079832e-02,7.18910816051607999876116957484580923e-02
9.90999999999999936495242991441045888e-02,7.19850667280575435042506666355790418e-02
9.91100000000000036504133049675147049e-02,7.20820941982322986902057825412366395e-02
9.91200000000000136513023107909248210e-02,7.21821532169658478657944025507206740e-02
9.91299999999999958966157009854214266e-02,7.22720492789240877801254024258290021e-02
9.91399999999999920197168989943747874e-02,7.23635949390344469313261646491568569e-02
9.91499999999999881428180970033281483e-02,7.24581791843031002328342036859570907e-02
9.91599999999999981437071028267382644e-02,7.25557915962906580408887330030611605e-02
9.91699999999999942668083008356916253e-02,7.26552401374945696783640816104682478e-02
9.91799999999999903899094988446449861e-02,7.27443758944236280794531529709348457e-02
9.91900000000000003907985046680551022e-02,7.28365461755254775433554148156131712e-02
9.92000000000000103916875104914652184e-02,7.29317409357783780840633822484910291e-02
9.92099999999999926370009006859618239e-02,7.30299497992697619373363977801572679e-02
9.92200000000000026378899065093719400e-02,7.31273468990830367181355085372644367e-02
9.92299999999999987609911045183253009e-02,7.32171323433283826078488308891701870e-02
9.92400000000000087618801103417354170e-02,7.33099382871673761651392365948773736e-02
9.92500000000000048849813083506887779e-02,7.34057547207317960373979928179969720e-02
9.92599999999999871302946985451853834e-02,7.35045713089865738823719005900228391e-02
9.92699999999999971311837043685954995e-02,7.35998761373542079884844375651418256e-02
9.92800000000000071320727101920056157e-02,7.36903219676184798708599473818548830e-02
9.92899999999999893773861003865022212e-02,7.37837743887607014594883027193823725e-02
9.92999999999999993782751062099123374e-02,7.38802234245990782084895337807134158e-02
9.93099999999999955013763042188656982e-02,7.39796587794032721053950110379803782e-02
9.93199999999999916244775022278190590e-02,7.40728315450884782736727497651388808e-02
9.93300000000000016253665080512291752e-02,7.41639482398447029577837735797487757e-02
9.93399999999999977484677060601825360e-02,7.42580577304116813269195117015427924e-02
9.93499999999999938715689040691358969e-02,7.43551500728970998840072639294989593e-02
9.93600000000000038724579098925460130e-02,7.44552150093787773952903709710498092e-02
9.93699999999999999955591079014993738e-02,7.45462169345236789012426563709337947e-02
9.93799999999999961186603059104527347e-02,7.46380147565669517030680233736013561e-02
9.93899999999999922417615039194060955e-02,7.47327916908309900475059894292013884e-02
9.93999999999999883648627019283594564e-02,7.48305378243866437220244333000163649e-02
9.94099999999999983657517077517695725e-02,7.49305223423952258207211535495995750e-02
9.94199999999999944888529057607229333e-02,7.50200362311723658403677001285628816e-02
9.94299999999999906119541037696762942e-02,7.51125252320390253446349316762893350e-02
9.94400000000000006128431095930864103e-02,7.52079797708875361135913621702549487e-02
9.94500000000000106137321154164965264e-02,7.53063899644916009924209245270914990e-02
9.94599999999999928590455056109931320e-02,7.54040650655385602427846385171494809e-02
9.94700000000000028599345114344032481e-02,7.54942934678724253717398485281591618e-02
9.94799999999999989830357094433566090e-02,7.55874834921307259888914830181383907e-02
9.94899999999999951061369074523099698e-02,7.56836255874007396792625687101851169e-02
9.95000000000000051070259132757200859e-02,7.57827098989626056873718372939500763e-02
9.95099999999999873523393034702166915e-02,7.58780403276717215697832360777604011e-02
9.95199999999999973532283092936268076e-02,7.59689927790582330023098801137223116e-02
9.95300000000000073541173151170369238e-02,7.60628934684761975364665960253203542e-02
9.95399999999999895994307053115335293e-02,7.61597328671662499320340703310877033e-02
9.95499999999999996003197111349436454e-02,7.62595011477791298549948580698069055e-02
9.95599999999999957234209091438970063e-02,7.63524525560123313379547963609448911e-02
9.95700000000000057243099149673071224e-02,7.64441383952470971818739473716513017e-02
9.95800000000000018474111129762604833e-02,7.65387591928404645650820653606769955e-02
9.95899999999999979705123109852138441e-02,7.66363054412021421356896489564093400e-02
9.95999999999999940936135089941672049e-02,7.67367673392748641207295936166651649e-02
9.96100000000000040945025148175773211e-02,7.68273062646615829306796468030962226e-02
9.96200000000000002176037128265306819e-02,7.69197346377281892110892319177476196e-02
9.96299999999999963407049108354840428e-02,7.70150847916946355281979148568815561e-02
9.96400000000000063415939166588941589e-02,7.71133472392079975730344763481808030e-02
9.96500000000000024646951146678475197e-02,7.72123440686353877738699159856855905e-02
9.96599999999999985877963126768008806e-02,7.73026060496009852859942735653361592e-02
9.96699999999999808331097028712974861e-02,7.73957859134494532111927332836618402e-02
9.96799999999999908339987086947076023e-02,7.74918744809906101718444546081966203e-02
9.96900000000000008348877145181177184e-02,7.75908622842286583818708833914840479e-02
9.97000000000000108357767203415278345e-02,7.76873213480665901157884422883810818e-02
9.97099999999999930810901105360244401e-02,7.77783565838735213783327773121112086e-02
9.97200000000000030819791163594345562e-02,7.78722967100922690533756223016632273e-02
9.97300000000000130828681221828446724e-02,7.79691325611286654252705573929820977e-02
9.97399999999999953281815123773412779e-02,7.80688546875138896203500760379215966e-02
9.97499999999999914512827103862946387e-02,7.81627456296515744566130781938398276e-02
9.97599999999999875743839083952479996e-02,7.82545626129411408953152886461991246e-02
9.97699999999999975752729142186581157e-02,7.83492715913247956400153285704217928e-02
9.97799999999999936983741122276114766e-02,7.84468634121077715602827127800557826e-02
9.97899999999999898214753102365648374e-02,7.85473286435653864757983967764052675e-02
9.97999999999999998223643160599749535e-02,7.86386219032459017134281866661880852e-02
9.98100000000000098232533218833850697e-02,7.87312289502128952126173727124599579e-02
9.98199999999999920685667120778816752e-02,7.88267151922325735258521290687076226e-02
9.98300000000000020694557179012917913e-02,7.89250714888564503957870019985661657e-02
9.98399999999999981925569159102451522e-02,7.90244253080266871985478470250833289e-02
9.98500000000000081934459217336552683e-02,7.91149552190115281238388669432046275e-02
9.98600000000000043165471197426086292e-02,7.92083604727347589488365285739433662e-02
9.98699999999999865618605099371052347e-02,7.93046322149123854229073378304336206e-02
9.98799999999999965627495157605153508e-02,7.94037613167288279557152156634216040e-02
9.98900000000000065636385215839254670e-02,7.95004019710662518754157447553898582e-02
9.98999999999999888089519117784220725e-02,7.95917506833567917886716099746523854e-02
9.99099999999999988098409176018321887e-02,7.96859621170387139801286985409991554e-02
9.99199999999999949329421156107855495e-02,7.97830274242276631695372462412452278e-02
9.99299999999999910560433136197389103e-02,7.98829374871680557152287863418878393e-02
9.99400000000000010569323194431490265e-02,7.99768382253076035404664840591255670e-02
9.99499999999999971800335174521023873e-02,8.00690134550237618460427315666061770e-02
9.99599999999999933031347154610557482e-02,8.01640388751397372364884269057545554e-02
9.99700000000000033040237212844658643e-02,8.02619056437167691264608819021264716e-02
9.99799999999999994271249192934192251e-02,8.03626046535244020024612361295856607e-02
9.99899999999999955502261173023725860e-02,8.04537394399716312490937427128074953e-02
1.00000000000000005551115123125782702e-01,8.05467487413148312793109012983293856e-02
1.00009999999999987796428513320279308e-01,8.06425957906787053106420178865617251e-02
1.00019999999999997797317519143689424e-01,8.07412717516496351002062961980745366e-02
1.00029999999999993920418717152642785e-01,8.08400942209294685048730241626201189e-02
1.00039999999999990043519915161596145e-01,8.09311110262636983138724879449903073e-02
1.00050000000000000044408920985006262e-01,8.10249617944577992795575940028404946e-02
1.00059999999999996167510118993959622e-01,8.11216379552041811284386133832555911e-02
1.00069999999999992290611317002912983e-01,8.12211306772263682393861432905586105e-02
1.00080000000000002291500322826323099e-01,8.13170806520590794174533815342531219e-02
1.00089999999999998414601520835276460e-01,8.14089584339477574476382680239629137e-02
1.00099999999999994537702718844229821e-01,8.15036579081010081312927708376688391e-02
1.00110000000000004538591724667639937e-01,8.16011705045872994786829013596188545e-02
1.00120000000000000661692922676593298e-01,8.17014873969117866586460831904334090e-02
1.00129999999999996784794120685546659e-01,8.17945413877000427499737185613425580e-02
1.00140000000000006785683126508956775e-01,8.18872871480428953863870690959573161e-02
1.00149999999999989030996516703453381e-01,8.19828424139337371167169654249595685e-02
1.00159999999999999031885522526863497e-01,8.20811986155658404252129221911005637e-02
1.00169999999999995154986720535816858e-01,8.21816672209401893783581541181205380e-02
1.00179999999999991278087918544770218e-01,8.22724820939504516051139675953235795e-02
1.00190000000000001278976924368180335e-01,8.23661026856388909671353148326266636e-02
1.00200000000000011279865930191590451e-01,8.24625206784283823930796419796553472e-02
1.00209999999999993525179320386087056e-01,8.25617275024119356474789081736939322e-02
1.00220000000000003526068326209497172e-01,8.26592000332529019894077343320703108e-02
1.00229999999999999649169524218450533e-01,8.27509084633066439366834186123923561e-02
1.00239999999999995772270722227403894e-01,8.28454105928256783331414033766599040e-02
1.00250000000000005773159728050814010e-01,8.29426980996975612007374878170426801e-02
1.00259999999999988018473118245310616e-01,8.30427624137180228252761285845271969e-02
1.00269999999999998019362124068720732e-01,8.31372177413294016468458847719843542e-02
1.00279999999999994142463322077674093e-01,8.32298262117693440108030311785961436e-02
1.00289999999999990265564520086627454e-01,8.33252164417317569616671786977388321e-02
1.00300000000000000266453525910037570e-01,8.34233801044659488133461173002618929e-02
1.00310000000000010267342531733447686e-01,8.35243086292980924707935591094183126e-02
1.00319999999999992512655921927944291e-01,8.36157262217730440981987062588468238e-02
1.00330000000000002513544927751354408e-01,8.37092410760542831914091028738662304e-02
1.00339999999999998636646125760307768e-01,8.38055258276687617952531409252835068e-02
1.00349999999999994759747323769261129e-01,8.39045721451472520294360488746431519e-02
1.00360000000000004760636329592671245e-01,8.40030701305739398844119974670077062e-02
1.00369999999999987005949719787167851e-01,8.40947313668432808881797226457054883e-02
1.00379999999999997006838725610577967e-01,8.41891588109002304108219824436503312e-02
1.00389999999999993129939923619531328e-01,8.42863443663768109558297256144268656e-02
1.00399999999999989253041121628484689e-01,8.43862796970263593843974136658399468e-02
1.00409999999999999253930127451894805e-01,8.44816474829018327021057145342740118e-02
1.00419999999999995377031325460848166e-01,8.45742390819208445821593251502603440e-02
1.00429999999999991500132523469801527e-01,8.46695851864746604741657028095409413e-02
1.00440000000000001501021529293211643e-01,8.47676776913691743145391510951565751e-02
1.00449999999999997624122727302165003e-01,8.48685082555413576882256808317972557e-02
1.00459999999999993747223925311118364e-01,8.49607274569205074959423242110222622e-02
1.00470000000000003748112931134528480e-01,8.50542552830624155890400646652626897e-02
1.00479999999999999871214129143481841e-01,8.51505259858702962382930213117618000e-02
1.00489999999999995994315327152435202e-01,8.52495314513691477747804945505082823e-02
1.00500000000000005995204332975845318e-01,8.53485855286979802449634028054113628e-02
1.00509999999999988240517723170341924e-01,8.54403161063896985708964395359945225e-02
1.00519999999999998241406728993752040e-01,8.55347858946427745539418605016928194e-02
1.00529999999999994364507927002705401e-01,8.56319870026904452974687798851445727e-02
1.00539999999999990487609125011658762e-01,8.57319113078397818389298061296534213e-02
1.00550000000000000488498130835068878e-01,8.58277298677729998434514552160024370e-02
1.00559999999999996611599328844022239e-01,8.59204194890098337306026977734168522e-02
1.00569999999999992734700526852975599e-01,8.60158368470806729524467257737130836e-02
1.00580000000000002735589532676385716e-01,8.61139740387212956919325700338972062e-02
1.00589999999999998858690730685339076e-01,8.62148229325997606895632465643649442e-02
1.00599999999999994981791928694292437e-01,8.63073895861946779031940015924199969e-02
1.00610000000000004982680934517702553e-01,8.64010436642795409051486125632469670e-02
1.00620000000000001105782132526655914e-01,8.64974140746448716195211208803549073e-02
1.00629999999999997228883330535609275e-01,8.65964929016846968703397263877169625e-02
1.00640000000000007229772336359019391e-01,8.66956597379747952556910774911288766e-02
1.00649999999999989475085726553515997e-01,8.67875708651265582464340175555218639e-02
1.00659999999999999475974732376926113e-01,8.68821946914298685226189573874627706e-02
1.00669999999999995599075930385879474e-01,8.69795235133378396964820132679348691e-02
1.00679999999999991722177128394832835e-01,8.70795494030725597746138099242616819e-02
1.00690000000000001723066134218242951e-01,8.71753825804672649232256221398503226e-02
1.00700000000000011723955140041653067e-01,8.72682798815524576137651874510607030e-02
1.00709999999999993969268530236149672e-01,8.73638786274318981953667610848962112e-02
1.00720000000000003970157536059559789e-01,8.74621710988558640556737793524190151e-02
1.00730000000000000093258734068513149e-01,8.75631493560566353334469515948786412e-02
1.00739999999999996216359932077466510e-01,8.76556343432946024810710612248192181e-02
1.00750000000000006217248937900876626e-01,8.77495228063993230980976399148110910e-02
1.00759999999999988462562328095373232e-01,8.78461015250744871003733773394465082e-02
1.00769999999999998463451333918783348e-01,8.79453627646195252198431022894650553e-02
1.00779999999999994586552531927736709e-01,8.80442234698817689232844395564113020e-02
1.00789999999999990709653729936690070e-01,8.81364213046200745939229268718010669e-02
1.00800000000000000710542735760100186e-01,8.82313058027294769983803068008952537e-02
1.00810000000000010711431741583510302e-01,8.83288694311111255477344297686120387e-02
1.00819999999999992956745131778006908e-01,8.84291044398760904785500422909855223e-02
1.00830000000000002957634137601417024e-01,8.85245400578013236322770058118528655e-02
1.00839999999999999080735335610370385e-01,8.86177497312417778692530429417704605e-02
1.00849999999999995203836533619323745e-01,8.87136350239947270144163883039631963e-02
1.00860000000000005204725539442733862e-01,8.88121883844712344875520181012509379e-02
1.00870000000000001327826737451687222e-01,8.89134020478679730624640973895683566e-02
1.00879999999999997450927935460640583e-01,8.90053997780679805211942956033795767e-02
1.00889999999999993574029133469593944e-01,8.90996258769500637774288186134814962e-02
1.00899999999999989697130331478547305e-01,8.91965166123540150947398284447483934e-02
1.00909999999999999698019337301957421e-01,8.92960644145378581914469425237562876e-02
1.00919999999999995821120535310910782e-01,8.93942230683187487109542416149659190e-02
1.00929999999999991944221733319864143e-01,8.94868089787164782957085267746596802e-02
1.00940000000000001945110739143274259e-01,8.95820559809451638600352212971163403e-02
1.00949999999999998068211937152227620e-01,8.96799566970510530095985142508681135e-02
1.00959999999999994191313135161180981e-01,8.97805035394841019219894401503691181e-02
1.00970000000000004192202140984591097e-01,8.98751519629450869854018058016491557e-02
1.00980000000000000315303338993544457e-01,8.99687739900571866451858612012316700e-02
1.00989999999999996438404537002497818e-01,9.00650462663096051170812702257990709e-02
1.01000000000000006439293542825907934e-01,9.01639613928494694856866847663270850e-02
1.01009999999999988684606933020404540e-01,9.02646230980671530787279711343603676e-02
1.01019999999999998685495938843814656e-01,9.03566387719737345013683699408832386e-02
1.01029999999999994808597136852768017e-01,9.04513011232399424013349674759594003e-02
1.01039999999999990931698334861721378e-01,9.05486029385374552284047715412185626e-02
1.01050000000000000932587340685131494e-01,9.06485367985247272127899611051160373e-02
1.01059999999999997055688538694084855e-01,9.07456190815459006657666338561524588e-02
1.01069999999999993178789736703038216e-01,9.08386898890916695252547652617993289e-02
1.01080000000000003179678742526448332e-01,9.09343966688710254920760879918787298e-02
1.01089999999999999302779940535401693e-01,9.10327321841152469105181949722560156e-02
1.01099999999999995425881138544355053e-01,9.11336889954102595990339559840230994e-02
1.01110000000000005426770144367765170e-01,9.12271817957567973388469654421122552e-02
1.01120000000000001549871342376718530e-01,9.13213116846333745220051050399867511e-02
1.01129999999999997672972540385671891e-01,9.14180668956782479307328327814851536e-02
1.01140000000000007673861546209082007e-01,9.15174401691542485175146055649440983e-02
1.01149999999999989919174936403578613e-01,9.16167466761178474412957397301248532e-02
1.01159999999999999920063942226988729e-01,9.17093176856051003437153358767836375e-02
1.01169999999999996043165140235942090e-01,9.18045105043268123487265651883731277e-02
1.01179999999999992166266338244895451e-01,9.19023180492264718495382462543240954e-02
1.01190000000000002167155344068305567e-01,9.20027330380728122447089527638770076e-02
1.01200000000000012168044349891715683e-01,9.20983849611296279168801759642731714e-02
1.01209999999999994413357740086212289e-01,9.21920331687976832293956101479991011e-02
1.01220000000000004414246745909622405e-01,9.22882926680865336363104082041585567e-02
1.01230000000000000537347943918575766e-01,9.23871563506786387032642841776563407e-02
1.01239999999999996660449141927529126e-01,9.24884843807173069617409448260909317e-02
1.01250000000000006661338147750939243e-01,9.25806056262291086895998025879920332e-02
1.01259999999999988906651537945435848e-01,9.26753346347082111645585776209638760e-02
1.01269999999999998907540543768845964e-01,9.27726644688491018158738419600454159e-02
1.01279999999999995030641741777799325e-01,9.28725879956020783586781751132868081e-02
1.01289999999999991153742939786752686e-01,9.29701991829767445319190907687478177e-02
1.01300000000000001154631945610162802e-01,9.30634151255657406066261784930945978e-02
1.01310000000000011155520951433572918e-01,9.31592284432850259075854761645408696e-02
1.01319999999999993400834341628069524e-01,9.32576321714533929677076635446831716e-02
1.01330000000000003401723347451479640e-01,9.33586191528200406636978169117418981e-02
1.01339999999999999524824545460433001e-01,9.34525058756548882891848754396328284e-02
1.01349999999999995647925743469386362e-01,9.35468198815364877111035688737810080e-02
1.01360000000000005648814749292796478e-01,9.36437209239981377646923405308766997e-02
1.01370000000000015649703755116206594e-01,9.37432020115611847649925459158533432e-02
1.01379999999999997895017145310703199e-01,9.38425791695635557362799091276384291e-02
1.01390000000000007895906151134113315e-01,9.39354109392286675531199289568122322e-02
1.01399999999999990141219541328609921e-01,9.40308262837991234944481541477056601e-02
1.01410000000000000142108547152020037e-01,9.41288183748281807720663247712461636e-02
1.01419999999999996265209745160973398e-01,9.42293801946170315596960219494343934e-02
1.01429999999999992388310943169926759e-01,9.43249743113300532614340531368821277e-02
1.01440000000000002389199948993336875e-01,9.44189208192864450107121638625221364e-02
1.01449999999999998512301147002290236e-01,9.45154406883226150709507468407336023e-02
1.01459999999999994635402345011243597e-01,9.46145270612907188646551458655114124e-02
1.01470000000000004636291350834653713e-01,9.47154832234768367779511581092987840e-02
1.01480000000000014637180356658063829e-01,9.48079776282218406274297390397524919e-02
1.01489999999999996882493746852560434e-01,9.49030419256380142802705179383848086e-02
1.01500000000000006883382752675970551e-01,9.50006694164729982050043026341392596e-02
1.01509999999999989128696142870467156e-01,9.51008532154987098064756412183943215e-02
1.01519999999999999129585148693877272e-01,9.51979703292172092535845877637823657e-02
1.01529999999999995252686346702830633e-01,9.52915955799175768743577727750870160e-02
1.01539999999999991375787544711783994e-01,9.53877806314580921238236218801207848e-02
1.01550000000000001376676550535194110e-01,9.54865187541348167451765312661448768e-02
1.01559999999999997499777748544147471e-01,9.55878030352605040304548581415687742e-02
1.01569999999999993622878946553100832e-01,9.56810756555620892642995064986100923e-02
1.01580000000000003623767952376510948e-01,9.57758345875306350792419230450868206e-02
1.01589999999999985869081342571007553e-01,9.58731432724634184567461282108302102e-02
1.01599999999999995869970348394417670e-01,9.59729949508663857852831629607089461e-02
1.01610000000000005870859354217827786e-01,9.60714566599944277668313442381910017e-02
1.01619999999999988116172744412324391e-01,9.61648056678571720473111324856841797e-02
1.01629999999999998117061750235734507e-01,9.62607010328364917897188612928157452e-02
