23Ry,1Rx,periodicity error,period
-8.00000000000000016653345369377348106e-03,-8.00000000000000016653345369377348106e-03,6.36040034367805550261833177602777664e-01,2.90510000000000019326762412674725056e+01
-8.00000000000000016653345369377348106e-03,-7.00000000000000014571677198205179593e-03,5.60804294140317285910845224294608411e-01,3.55790000000000006252776074688881636e+01
-8.00000000000000016653345369377348106e-03,-6.00000000000000012490009027033011080e-03,4.50846302989764765559315101508707018e-01,4.22100000000000008526512829121202230e+01
-8.00000000000000016653345369377348106e-03,-5.00000000000000010408340855860842566e-03,3.12811866388809843338029310018552137e-01,5.52030000000000029558577807620167732e+01
-8.00000000000000016653345369377348106e-03,-4.00000000000000008326672684688674053e-03,1.30129500062969311628201368341073123e-01,6.19400000000000048316906031686812639e+01
-8.00000000000000016653345369377348106e-03,-3.00000000000000006245004513516505540e-03,8.46294795507433449350366820008730409e-02,6.24089999999999989199750416446477175e+01
-8.00000000000000016653345369377348106e-03,-2.00000000000000004163336342344337027e-03,9.18416136079189291703456438972291417e-02,6.28950000000000031263880373444408178e+01
-8.00000000000000016653345369377348106e-03,-1.00000000000000002081668171172168513e-03,1.18176538244355337100064258825886586e-01,6.33580000000000040927261579781770706e+01
-8.00000000000000016653345369377348106e-03,0.00000000000000000000000000000000000e+00,2.80240587198755126135321857470076239e-01,5.73120000000000047180037654470652342e+01
-8.00000000000000016653345369377348106e-03,1.00000000000000002081668171172168513e-03,4.17272652149663677675493584578196729e-01,4.47530000000000001136868377216160297e+01
-8.00000000000000016653345369377348106e-03,2.00000000000000004163336342344337027e-03,5.39785246046377659035887999907553931e-01,4.50690000000000026147972675971686840e+01
-8.00000000000000016653345369377348106e-03,3.00000000000000006245004513516505540e-03,6.19645814308108267959305564101758553e-01,3.23610000000000042064129956997931004e+01
-8.00000000000000016653345369377348106e-03,4.00000000000000008326672684688674053e-03,6.70161242183654266779614086655464193e-01,2.60010000000000012221335055073723197e+01
-8.00000000000000016653345369377348106e-03,5.00000000000000010408340855860842566e-03,7.09205543008036280693286987660994297e-01,2.63300000000000018474111129762604833e+01
-8.00000000000000016653345369377348106e-03,6.00000000000000012490009027033011080e-03,7.43533849494724864186192983916746885e-01,2.00270000000000010231815394945442677e+01
-8.00000000000000016653345369377348106e-03,7.00000000000000014571677198205179593e-03,7.59686982472087978477644066446040919e-01,5.70560000000000044906300900038331747e+01
-8.00000000000000016653345369377348106e-03,8.00000000000000016653345369377348106e-03,7.47097232212925010553654346048498929e-01,5.08710000000000022168933355715125799e+01
-8.00000000000000016653345369377348106e-03,9.00000000000000105471187339389871340e-03,7.35922890753113679956618263761539763e-01,5.12929999999999992610355548094958067e+01
-8.00000000000000016653345369377348106e-03,1.00000000000000002081668171172168513e-02,6.96820108025196754422460027169361925e-01,4.47409999999999996589394868351519108e+01
-7.00000000000000014571677198205179593e-03,-1.00000000000000002081668171172168513e-02,7.63790323326873817980012293118532814e-01,1.61990000000000016200374375330284238e+01
-7.00000000000000014571677198205179593e-03,-9.00000000000000105471187339389871340e-03,7.08638475222617959337235335177937200e-01,2.25790000000000006252776074688881636e+01
-7.00000000000000014571677198205179593e-03,-8.00000000000000016653345369377348106e-03,6.55493245330568922421802752140591510e-01,2.91099999999999994315658113919198513e+01
-7.00000000000000014571677198205179593e-03,-7.00000000000000014571677198205179593e-03,5.83330900710164079646924004059016423e-01,3.56450000000000031263880373444408178e+01
-7.00000000000000014571677198205179593e-03,-6.00000000000000012490009027033011080e-03,4.75193892862486138523118898312827248e-01,4.22850000000000036948222259525209665e+01
-7.00000000000000014571677198205179593e-03,-5.00000000000000010408340855860842566e-03,3.41269866170535784047860184585218643e-01,4.89830000000000040927261579781770706e+01
-7.00000000000000014571677198205179593e-03,-4.00000000000000008326672684688674053e-03,1.71842532825644233322458190792124103e-01,6.20150000000000005684341886080801487e+01
-7.00000000000000014571677198205179593e-03,-3.00000000000000006245004513516505540e-03,7.28584856389115195058571946888430796e-02,6.24849999999999994315658113919198513e+01
-7.00000000000000014571677198205179593e-03,-2.00000000000000004163336342344337027e-03,1.44291880578599873248016970398560171e-01,6.93769999999999953388396534137427807e+01
-7.00000000000000014571677198205179593e-03,-1.00000000000000002081668171172168513e-03,9.29112892720692167970927795709254942e-02,6.34429999999999978399500832892954350e+01
-7.00000000000000014571677198205179593e-03,0.00000000000000000000000000000000000e+00,2.42692528736494804661795395591628333e-01,5.73770000000000024442670110147446394e+01
-7.00000000000000014571677198205179593e-03,1.00000000000000002081668171172168513e-03,3.76352396210604987091732208487447123e-01,5.12250000000000014210854715202003717e+01
-7.00000000000000014571677198205179593e-03,2.00000000000000004163336342344337027e-03,4.96605183223508049114259835211651084e-01,4.51370000000000004547473508864641190e+01
-7.00000000000000014571677198205179593e-03,3.00000000000000006245004513516505540e-03,6.05719882326549551331146260489582116e-01,3.24239999999999994884092302527278662e+01
-7.00000000000000014571677198205179593e-03,4.00000000000000008326672684688674053e-03,6.75065125357418037058046259984378729e-01,2.60289999999999999147348717087879777e+01
-7.00000000000000014571677198205179593e-03,5.00000000000000010408340855860842566e-03,6.94342101413928581207058804653978169e-01,2.63870000000000004547473508864641190e+01
-7.00000000000000014571677198205179593e-03,6.00000000000000012490009027033011080e-03,7.44301936280864257457917300002747936e-01,2.00369999999999990336618793662637472e+01
-7.00000000000000014571677198205179593e-03,7.00000000000000014571677198205179593e-03,7.65672225990889990017759153011772343e-01,5.71469999999999984652276907581835985e+01
-7.00000000000000014571677198205179593e-03,8.00000000000000016653345369377348106e-03,7.61694512344315425699233988912657141e-01,5.09390000000000000568434188608080149e+01
-7.00000000000000014571677198205179593e-03,9.00000000000000105471187339389871340e-03,7.30789432170940589728366336776038654e-01,5.13389999999999986357579473406076431e+01
-7.00000000000000014571677198205179593e-03,1.00000000000000002081668171172168513e-02,7.00259306326235140643799581041730143e-01,4.47790000000000034674485505092889071e+01
-6.00000000000000012490009027033011080e-03,-1.00000000000000002081668171172168513e-02,7.62653794536853781616225766955490150e-01,1.61960000000000015063505998114123940e+01
-6.00000000000000012490009027033011080e-03,-9.00000000000000105471187339389871340e-03,7.25835571799748296797194374527427999e-01,2.26299999999999990052401699358597398e+01
-6.00000000000000012490009027033011080e-03,-8.00000000000000016653345369377348106e-03,6.76043328859213261172321760600070611e-01,2.91679999999999992610355548094958067e+01
-6.00000000000000012490009027033011080e-03,-7.00000000000000014571677198205179593e-03,6.03908246424518078650150918314377575e-01,2.94580000000000019610979506978765130e+01
-6.00000000000000012490009027033011080e-03,-6.00000000000000012490009027033011080e-03,5.02506732698942450632652022751539135e-01,4.23620000000000018758328224066644907e+01
-6.00000000000000012490009027033011080e-03,-5.00000000000000010408340855860842566e-03,3.69931384859977931482105592138537411e-01,4.90649999999999977262632455676794052e+01
-6.00000000000000012490009027033011080e-03,-4.00000000000000008326672684688674053e-03,2.17334301030933545296870706428873979e-01,5.57629999999999981241671775933355093e+01
-6.00000000000000012490009027033011080e-03,-3.00000000000000006245004513516505540e-03,7.39858752160040241011650038717669274e-02,6.25590000000000046043169277254492044e+01
-6.00000000000000012490009027033011080e-03,-2.00000000000000004163336342344337027e-03,4.01743093017959426629533052175262876e-01,7.59470000000000027284841053187847137e+01
-6.00000000000000012490009027033011080e-03,-1.00000000000000002081668171172168513e-03,7.53773183140274559869390928520828778e-02,6.35300000000000011368683772161602974e+01
-6.00000000000000012490009027033011080e-03,0.00000000000000000000000000000000000e+00,2.16400052411066644671811832678686531e-01,5.74660000000000010800249583553522825e+01
-6.00000000000000012490009027033011080e-03,1.00000000000000002081668171172168513e-03,3.44655291537818343124958672869701626e-01,5.13049999999999997157829056959599257e+01
-6.00000000000000012490009027033011080e-03,2.00000000000000004163336342344337027e-03,4.71747697909074912196638202453715084e-01,4.52199999999999988631316227838397026e+01
-6.00000000000000012490009027033011080e-03,3.00000000000000006245004513516505540e-03,5.92774140942086712520418750372914583e-01,3.24870000000000018758328224066644907e+01
-6.00000000000000012490009027033011080e-03,4.00000000000000008326672684688674053e-03,6.65997032630482121253048081978361077e-01,3.27530000000000001136868377216160297e+01
-6.00000000000000012490009027033011080e-03,5.00000000000000010408340855860842566e-03,6.80237734466162734699507096281788829e-01,2.64439999999999990620835887966677547e+01
-6.00000000000000012490009027033011080e-03,6.00000000000000012490009027033011080e-03,7.45486846440520768097569810981151342e-01,2.00440000000000004831690603168681264e+01
-6.00000000000000012490009027033011080e-03,7.00000000000000014571677198205179593e-03,7.67947505889002745204785366264126314e-01,2.03889999999999993463006831007078290e+01
-6.00000000000000012490009027033011080e-03,8.00000000000000016653345369377348106e-03,7.80039825193170749103777465149256135e-01,5.10039999999999977831066644284874201e+01
-6.00000000000000012490009027033011080e-03,9.00000000000000105471187339389871340e-03,7.29775143277497772992720824969885509e-01,5.14179999999999992610355548094958067e+01
-6.00000000000000012490009027033011080e-03,1.00000000000000002081668171172168513e-02,7.06860689967662582806402063397471305e-01,4.48389999999999986357579473406076431e+01
-5.00000000000000010408340855860842566e-03,-1.00000000000000002081668171172168513e-02,7.62297722118123832977032798096555382e-01,1.61990000000000016200374375330284238e+01
-5.00000000000000010408340855860842566e-03,-9.00000000000000105471187339389871340e-03,7.43674595624017605286077132397080579e-01,2.26820000000000021600499167107045650e+01
-5.00000000000000010408340855860842566e-03,-8.00000000000000016653345369377348106e-03,6.89376597722211661469947096296012303e-01,2.29770000000000003126388037344440818e+01
-5.00000000000000010408340855860842566e-03,-7.00000000000000014571677198205179593e-03,6.07509323732091294177544596031318098e-01,2.94789999999999992041921359486877918e+01
-5.00000000000000010408340855860842566e-03,-6.00000000000000012490009027033011080e-03,5.26823688943142605910850138891342528e-01,3.60630000000000023874235921539366245e+01
-5.00000000000000010408340855860842566e-03,-5.00000000000000010408340855860842566e-03,4.02431407009562317155482173509927626e-01,4.91499999999999985789145284797996283e+01
-5.00000000000000010408340855860842566e-03,-4.00000000000000008326672684688674053e-03,2.45738540181982221804841846048460935e-01,5.58490000000000037516656448133289814e+01
-5.00000000000000010408340855860842566e-03,-3.00000000000000006245004513516505540e-03,8.62408175153504415004696271538132699e-02,6.26450000000000031263880373444408178e+01
-5.00000000000000010408340855860842566e-03,-2.00000000000000004163336342344337027e-03,1.64679162342054878664807218726983891e-01,6.95060000000000002273736754432320595e+01
-5.00000000000000010408340855860842566e-03,-1.00000000000000002081668171172168513e-03,6.73184131128190741831586094957997364e-02,6.36110000000000042064129956997931004e+01
-5.00000000000000010408340855860842566e-03,0.00000000000000000000000000000000000e+00,1.91777980786976744106209237912550680e-01,6.40780000000000029558577807620167732e+01
-5.00000000000000010408340855860842566e-03,1.00000000000000002081668171172168513e-03,3.20310281461165245673040157283222305e-01,5.14010000000000033537617127876728773e+01
-5.00000000000000010408340855860842566e-03,2.00000000000000004163336342344337027e-03,4.49374872266322169161490137371985858e-01,4.53010000000000019326762412674725056e+01
-5.00000000000000010408340855860842566e-03,3.00000000000000006245004513516505540e-03,5.76522300623241568655588356200992797e-01,3.91390000000000028990143619012087584e+01
-5.00000000000000010408340855860842566e-03,4.00000000000000008326672684688674053e-03,6.49215909731081563702587505238739906e-01,3.28170000000000001705302565824240446e+01
-5.00000000000000010408340855860842566e-03,5.00000000000000010408340855860842566e-03,6.67172793688582068137038096907378194e-01,2.65000000000000000000000000000000000e+01
-5.00000000000000010408340855860842566e-03,6.00000000000000012490009027033011080e-03,7.35677962197465575398508383021934408e-01,2.67430000000000021032064978498965502e+01
-5.00000000000000010408340855860842566e-03,7.00000000000000014571677198205179593e-03,7.54510605775404936807606007657111292e-01,2.04400000000000012789769243681803346e+01
-5.00000000000000010408340855860842566e-03,8.00000000000000016653345369377348106e-03,7.72608930167811442331375105113888002e-01,5.77220000000000013073986337985843420e+01
-5.00000000000000010408340855860842566e-03,9.00000000000000105471187339389871340e-03,7.34608514021901058400554559408933933e-01,5.14969999999999998863131622783839703e+01
-5.00000000000000010408340855860842566e-03,1.00000000000000002081668171172168513e-02,7.17924789057661459354165815462154656e-01,4.49029999999999986926013662014156580e+01
-4.00000000000000008326672684688674053e-03,-1.00000000000000002081668171172168513e-02,7.44915893048104632142090102524594763e-01,5.01899999999999977262632455676794052e+01
-4.00000000000000008326672684688674053e-03,-9.00000000000000105471187339389871340e-03,7.62552474732888255052323452157620378e-01,2.27340000000000017621459846850484610e+01
-4.00000000000000008326672684688674053e-03,-8.00000000000000016653345369377348106e-03,6.87632269383824506702213345346607305e-01,2.29810000000000016484591469634324312e+01
-4.00000000000000008326672684688674053e-03,-7.00000000000000014571677198205179593e-03,6.24585284235288842372557960394726512e-01,2.95369999999999990336618793662637472e+01
-4.00000000000000008326672684688674053e-03,-6.00000000000000012490009027033011080e-03,5.46077225344885896324133576421361862e-01,3.61289999999999977831066644284874201e+01
-4.00000000000000008326672684688674053e-03,-5.00000000000000010408340855860842566e-03,4.33690281578762343698441552138181987e-01,4.28109999999999999431565811391919851e+01
-4.00000000000000008326672684688674053e-03,-4.00000000000000008326672684688674053e-03,2.79594091517145126946213045673948140e-01,5.59380000000000023874235921539366245e+01
-4.00000000000000008326672684688674053e-03,-3.00000000000000006245004513516505540e-03,1.04946139091337472158371803242718999e-01,6.27310000000000016484591469634324312e+01
-4.00000000000000008326672684688674053e-03,-2.00000000000000004163336342344337027e-03,1.12320247510545530156799405252059690e-01,6.32000000000000028421709430404007435e+01
-4.00000000000000008326672684688674053e-03,-1.00000000000000002081668171172168513e-03,7.33476246411597368733625868872330951e-02,6.36900000000000048316906031686812639e+01
-4.00000000000000008326672684688674053e-03,0.00000000000000000000000000000000000e+00,1.46152029690353662479761815299218258e-01,6.41599999999999965893948683515191078e+01
-4.00000000000000008326672684688674053e-03,1.00000000000000002081668171172168513e-03,3.00650224488785525578787688872087332e-01,5.14920000000000044337866711430251598e+01
-4.00000000000000008326672684688674053e-03,2.00000000000000004163336342344337027e-03,4.29803562621774831995740381528126402e-01,4.53810000000000002273736754432320595e+01
-4.00000000000000008326672684688674053e-03,3.00000000000000006245004513516505540e-03,5.57861986579858627214136440571101626e-01,3.92120000000000032969182939268648624e+01
-4.00000000000000008326672684688674053e-03,4.00000000000000008326672684688674053e-03,6.33199372276277814397293082151081641e-01,3.28819999999999978967935021501034498e+01
-4.00000000000000008326672684688674053e-03,5.00000000000000010408340855860842566e-03,6.67779508611517998772693133724635133e-01,2.65109999999999992326138453790917993e+01
-4.00000000000000008326672684688674053e-03,6.00000000000000012490009027033011080e-03,7.19537864636522540469522762419345304e-01,2.68010000000000019326762412674725056e+01
-4.00000000000000008326672684688674053e-03,7.00000000000000014571677198205179593e-03,7.45045964998341515148222620876614317e-01,2.04830000000000005400124791776761413e+01
-4.00000000000000008326672684688674053e-03,8.00000000000000016653345369377348106e-03,7.62354238414099343260957542038644585e-01,5.77850000000000036948222259525209665e+01
-4.00000000000000008326672684688674053e-03,9.00000000000000105471187339389871340e-03,7.44165027989006805385085609352623310e-01,5.15709999999999979536369210109114647e+01
-4.00000000000000008326672684688674053e-03,1.00000000000000002081668171172168513e-02,7.32885246660640032955617156540320887e-01,4.49639999999999986357579473406076431e+01
-3.00000000000000006245004513516505540e-03,-1.00000000000000002081668171172168513e-02,7.25164994637409562801072168881157250e-01,5.02409999999999996589394868351519108e+01
-3.00000000000000006245004513516505540e-03,-9.00000000000000105471187339389871340e-03,7.65606949384328802634754599651616025e-01,1.66299999999999990052401699358597398e+01
-3.00000000000000006245004513516505540e-03,-8.00000000000000016653345369377348106e-03,6.96731901018052649919406776149647121e-01,2.30150000000000005684341886080801487e+01
-3.00000000000000006245004513516505540e-03,-7.00000000000000014571677198205179593e-03,6.42888849220223821988108991192741991e-01,2.95949999999999988631316227838397026e+01
-3.00000000000000006245004513516505540e-03,-6.00000000000000012490009027033011080e-03,5.67021345334964482157872924558577105e-01,3.61950000000000002842170943040400743e+01
-3.00000000000000006245004513516505540e-03,-5.00000000000000010408340855860842566e-03,4.55955399560177259412968517680881540e-01,4.28870000000000004547473508864641190e+01
-3.00000000000000006245004513516505540e-03,-4.00000000000000008326672684688674053e-03,3.21925679715148940197539290205934789e-01,4.96349999999999980104803398717194796e+01
-3.00000000000000006245004513516505540e-03,-3.00000000000000006245004513516505540e-03,1.37183105794832944808356667271622460e-01,6.28030000000000043769432522822171450e+01
-3.00000000000000006245004513516505540e-03,-2.00000000000000004163336342344337027e-03,8.37594918953760460766216664627367939e-02,6.32779999999999986926013662014156580e+01
-3.00000000000000006245004513516505540e-03,-1.00000000000000002081668171172168513e-03,1.00192587044599662561912223786826339e-01,6.37700000000000031263880373444408178e+01
-3.00000000000000006245004513516505540e-03,0.00000000000000000000000000000000000e+00,1.11429925262196464044616671172160078e-01,6.42409999999999996589394868351519108e+01
-3.00000000000000006245004513516505540e-03,1.00000000000000002081668171172168513e-03,2.67297098092421815991741569523199860e-01,5.81240000000000023305801732931286097e+01
-3.00000000000000006245004513516505540e-03,2.00000000000000004163336342344337027e-03,4.10850380938705669459648869679451983e-01,5.19269999999999996020960679743438959e+01
-3.00000000000000006245004513516505540e-03,3.00000000000000006245004513516505540e-03,5.22283497414298781760964248050773877e-01,4.57730000000000032400748750660568476e+01
-3.00000000000000006245004513516505540e-03,4.00000000000000008326672684688674053e-03,6.18508760238186661858562996206250461e-01,3.29459999999999979536369210109114647e+01
-3.00000000000000006245004513516505540e-03,5.00000000000000010408340855860842566e-03,6.71566028747989318823315839181505720e-01,2.65090000000000003410605131648480892e+01
-3.00000000000000006245004513516505540e-03,6.00000000000000012490009027033011080e-03,7.04179523029684776528273703512836876e-01,2.68590000000000017621459846850484610e+01
-3.00000000000000006245004513516505540e-03,7.00000000000000014571677198205179593e-03,7.45395626413634353040183336503324037e-01,2.04969999999999998863131622783839703e+01
-3.00000000000000006245004513516505540e-03,8.00000000000000016653345369377348106e-03,7.63592010696203288137389775279191994e-01,5.78860000000000027853275241795927286e+01
-3.00000000000000006245004513516505540e-03,9.00000000000000105471187339389871340e-03,7.57699373166820809649998922193713471e-01,5.16409999999999982378540153149515390e+01
-3.00000000000000006245004513516505540e-03,1.00000000000000002081668171172168513e-02,7.32601546282878610404735145809250746e-01,5.20459999999999993747223925311118364e+01
-2.00000000000000004163336342344337027e-03,-1.00000000000000002081668171172168513e-02,7.24667485913379489771873135476212093e-01,5.03359999999999985220711096189916134e+01
-2.00000000000000004163336342344337027e-03,-9.00000000000000105471187339389871340e-03,7.63313674018719993189243539430859194e-01,1.66219999999999998863131622783839703e+01
-2.00000000000000004163336342344337027e-03,-8.00000000000000016653345369377348106e-03,7.13115267744534703623301179396580013e-01,2.30659999999999989483967510750517249e+01
-2.00000000000000004163336342344337027e-03,-7.00000000000000014571677198205179593e-03,6.62733504350472082065423411616734028e-01,2.96539999999999999147348717087879777e+01
-2.00000000000000004163336342344337027e-03,-6.00000000000000012490009027033011080e-03,5.90053988215396068524082559058564437e-01,3.62620000000000004547473508864641190e+01
-2.00000000000000004163336342344337027e-03,-5.00000000000000010408340855860842566e-03,4.81091447625485039754180734487789456e-01,4.29630000000000009663381206337362528e+01
-2.00000000000000004163336342344337027e-03,-4.00000000000000008326672684688674053e-03,3.47764616739385378278136056826826228e-01,4.97160000000000010800249583553522825e+01
-2.00000000000000004163336342344337027e-03,-3.00000000000000006245004513516505540e-03,1.81711103010732675065683781839723527e-01,6.28800000000000025579538487363606691e+01
-2.00000000000000004163336342344337027e-03,-2.00000000000000004163336342344337027e-03,7.47010582632875401976544543709785193e-02,6.33560000000000016484591469634324312e+01
-2.00000000000000004163336342344337027e-03,-1.00000000000000002081668171172168513e-03,1.54741991017841801066819937728387521e-01,7.03100000000000022737367544323205948e+01
-2.00000000000000004163336342344337027e-03,0.00000000000000000000000000000000000e+00,8.74767737553534123070727763448059805e-02,6.43220000000000027284841053187847137e+01
-2.00000000000000004163336342344337027e-03,1.00000000000000002081668171172168513e-03,2.36219135895648398841963406720733142e-01,5.82000000000000028421709430404007435e+01
-2.00000000000000004163336342344337027e-03,2.00000000000000004163336342344337027e-03,3.64246431586792056579635843282548610e-01,5.19729999999999989768184605054557323e+01
-2.00000000000000004163336342344337027e-03,3.00000000000000006245004513516505540e-03,4.88667133855369893629947617200299968e-01,4.58490000000000037516656448133289814e+01
-2.00000000000000004163336342344337027e-03,4.00000000000000008326672684688674053e-03,6.04826987614517438434957583663013983e-01,3.30099999999999980104803398717194796e+01
-2.00000000000000004163336342344337027e-03,5.00000000000000010408340855860842566e-03,6.76532927894925788929052167679020703e-01,2.65540000000000020463630789890885353e+01
-2.00000000000000004163336342344337027e-03,6.00000000000000012490009027033011080e-03,6.89905003696640069947464602975581082e-01,2.69160000000000003694822225952520967e+01
-2.00000000000000004163336342344337027e-03,7.00000000000000014571677198205179593e-03,7.46050375957228177184481291875337541e-01,2.05079999999999991189270076574757695e+01
-2.00000000000000004163336342344337027e-03,8.00000000000000016653345369377348106e-03,7.74084124025077871116676683200468844e-01,5.79699999999999988631316227838397026e+01
-2.00000000000000004163336342344337027e-03,9.00000000000000105471187339389871340e-03,7.74622517178562312241400370219639976e-01,5.17070000000000007389644451905041933e+01
-2.00000000000000004163336342344337027e-03,1.00000000000000002081668171172168513e-02,7.30291982447884126387340383502644433e-01,5.21210000000000022168933355715125799e+01
-1.00000000000000002081668171172168513e-03,-1.00000000000000002081668171172168513e-02,7.29455700793053167577215662155070076e-01,5.04420000000000001705302565824240446e+01
