Vz,periodicity error,period
-1.41000000000002147920730166674729844e-03,3.58848999729662137309516587344755098e-02,1.51799999999999997157829056959599257e+01
-1.31000000000002143375754659615495257e-03,3.58812186197384318766408435450158667e-02,1.51799999999999997157829056959599257e+01
-1.21000000000002149672800877411305009e-03,3.58270508283388204788787180989738183e-02,1.51810000000000009379164112033322453e+01
-1.11000000000002145127825370352070422e-03,3.57764986112624264284933666915830791e-02,1.51810000000000009379164112033322453e+01
-1.01000000000002151424871588147880175e-03,3.57302524777082859730048902312740367e-02,1.51810000000000009379164112033322453e+01
-9.10000000000021468798960810886455874e-04,3.56883262784687353736592953821383115e-02,1.51810000000000009379164112033322453e+01
-8.10000000000021477559314364569331701e-04,3.56507326357522274070137940609657502e-02,1.51810000000000009379164112033322453e+01
-7.10000000000021540529776542527429228e-04,3.56174829204886140583240830802041130e-02,1.51810000000000009379164112033322453e+01
-6.10000000000021386659804223384639954e-04,3.55885872317405716731771154535292986e-02,1.51810000000000009379164112033322453e+01
-5.10000000000021449630266401342737481e-04,3.55640543783035831163635032146981951e-02,1.51810000000000009379164112033322453e+01
-4.10000000000021458390619955025613308e-04,3.55438918625687955544356854570331089e-02,1.51810000000000009379164112033322453e+01
-3.10000000000021412940864884433267434e-04,3.55281058667144546181890220701528287e-02,1.51810000000000009379164112033322453e+01
-2.10000000000021530121435686666586662e-04,3.55167012412825113295440361790220012e-02,1.51810000000000009379164112033322453e+01
-1.10000000000021376251463367523797388e-04,3.55096814961874901105652211312848010e-02,1.51810000000000009379164112033322453e+01
-1.00000000000214934320341697571166151e-05,3.55070487941948470975113873953246057e-02,1.51810000000000009379164112033322453e+01
8.99999999999785520177209008352292585e-05,3.55088039468959146402957472026884748e-02,1.51810000000000009379164112033322453e+01
1.89999999999978597467475971427575132e-04,3.55149464131961945632967428632589110e-02,1.51810000000000009379164112033322453e+01
2.89999999999978426076796544919034204e-04,3.55254743003233028415455937053634046e-02,1.51810000000000009379164112033322453e+01
3.89999999999978688366986112612266879e-04,3.55403843673503629859330153244505823e-02,1.51810000000000009379164112033322453e+01
4.89999999999978516976306686103725951e-04,3.55596720312201696809974326243681013e-02,1.51810000000000009379164112033322453e+01
5.89999999999978562426061756696071825e-04,3.55833313752450807758273238995684170e-02,1.51810000000000009379164112033322453e+01
