23Ry,1Rx,periodicity error,period
-1.00000000000000002081668171172168513e-03,-1.00000000000000002081668171172168513e-03,7.64122587537921583539557400374983394e-01,1.49500000000000010658141036401502788e+01
-1.00000000000000002081668171172168513e-03,-9.00000000000000083787143889679782660e-04,7.64641366961493400858780784445301927e-01,1.49939999999999997726263245567679405e+01
-1.00000000000000002081668171172168513e-03,-8.00000000000000038337388819087436787e-04,7.65484211546878384137558238194302313e-01,1.50400000000000009237055564881302416e+01
-1.00000000000000002081668171172168513e-03,-6.99999999999999992887633748495090913e-04,7.66761144894496018457617152227585349e-01,1.50890000000000004121147867408581078e+01
-1.00000000000000002081668171172168513e-03,-6.00000000000000055858095926453188440e-04,7.63556590887380405468613078375512930e-01,2.10620000000000011652900866465643048e+01
-1.00000000000000002081668171172168513e-03,-5.00000000000000010408340855860842566e-04,7.54578563191073009087831799303879477e-01,2.10839999999999996305177774047479033e+01
-1.00000000000000002081668171172168513e-03,-4.00000000000000019168694409543718393e-04,7.45639002388395421238736952108369577e-01,2.11050000000000004263256414560601115e+01
-1.00000000000000002081668171172168513e-03,-3.00000000000000027929047963226594220e-04,7.36728344875622499271878427868421747e-01,2.11269999999999988915533322142437100e+01
-1.00000000000000002081668171172168513e-03,-2.00000000000000009584347204771859197e-04,7.28253069513815359897159630672202957e-01,2.11490000000000009094947017729282379e+01
-1.00000000000000002081668171172168513e-03,-1.00000000000000004792173602385929598e-04,7.19948118907908801569411091637594862e-01,2.11709999999999993747223925311118364e+01
-1.00000000000000002081668171172168513e-03,0.00000000000000000000000000000000000e+00,7.11969705916158780526571153382092673e-01,2.11930000000000013926637620897963643e+01
-1.00000000000000002081668171172168513e-03,1.00000000000000004792173602385929598e-04,7.04225433648299877023354387246688566e-01,2.12160000000000010800249583553522825e+01
-1.00000000000000002081668171172168513e-03,2.00000000000000009584347204771859197e-04,6.96426367914738246711340730459298337e-01,2.12379999999999995452526491135358810e+01
-1.00000000000000002081668171172168513e-03,3.00000000000000027929047963226594220e-04,6.88845018957122651878333181943461082e-01,2.12600000000000015631940186722204089e+01
-1.00000000000000002081668171172168513e-03,4.00000000000000019168694409543718393e-04,6.86078471007970674252531758594329540e-01,2.12950000000000017053025658242404461e+01
-1.00000000000000002081668171172168513e-03,5.00000000000000010408340855860842566e-04,6.86954193423419709281785364570904159e-01,2.13390000000000021884716261411085725e+01
-1.00000000000000002081668171172168513e-03,6.00000000000000055858095926453188440e-04,6.88061916046823351302408658551650633e-01,2.13850000000000015631940186722204089e+01
