23Ry,1Rx,periodicity error,period
-1.00000000000000002081668171172168513e-03,-1.00000000000000002081668171172168513e-03,4.87745549049721638175113494942310835e-01,7.67840000000000060254023992456495762e+01
-1.00000000000000002081668171172168513e-03,-9.00000000000000083787143889679782660e-04,2.83099394713075272168162257622916401e-01,7.69219999999999970441422192379832268e+01
-1.00000000000000002081668171172168513e-03,-8.00000000000000038337388819087436787e-04,1.58095057971404580444765112001415623e-01,7.04989999999999952251528156921267509e+01
-1.00000000000000002081668171172168513e-03,-6.99999999999999992887633748495090913e-04,1.40103181480471711932238538924845120e-01,6.40739999999999980673237587325274944e+01
-1.00000000000000002081668171172168513e-03,-6.00000000000000055858095926453188440e-04,1.04506628276736163138748584889576086e-01,6.41219999999999998863131622783839703e+01
-1.00000000000000002081668171172168513e-03,-5.00000000000000010408340855860842566e-04,8.54145813391148462284840504694080473e-02,6.41700000000000017053025658242404461e+01
-1.00000000000000002081668171172168513e-03,-4.00000000000000019168694409543718393e-04,7.45539211275595385247450853058201042e-02,6.42180000000000035242919693700969219e+01
-1.00000000000000002081668171172168513e-03,-3.00000000000000027929047963226594220e-04,6.86879457924068797835642859962557964e-02,6.42669999999999959072738420218229294e+01
-1.00000000000000002081668171172168513e-03,-2.00000000000000009584347204771859197e-04,6.65120228580039505152284312751582348e-02,6.43160000000000025011104298755526543e+01
-1.00000000000000002081668171172168513e-03,-1.00000000000000004792173602385929598e-04,6.77502625138660508450333424396029200e-02,6.43640000000000043200998334214091301e+01
-1.00000000000000002081668171172168513e-03,0.00000000000000000000000000000000000e+00,7.18379938749305206684628214258181766e-02,6.44090000000000060254023992456495762e+01
-1.00000000000000002081668171172168513e-03,1.00000000000000004792173602385929598e-04,7.84180734069226616683402837891023408e-02,6.44540000000000077307049650698900223e+01
-1.00000000000000002081668171172168513e-03,2.00000000000000009584347204771859197e-04,8.65165652080265021500439964489739675e-02,6.44989999999999952251528156921267509e+01
-1.00000000000000002081668171172168513e-03,3.00000000000000027929047963226594220e-04,9.65540013963739287280277292972042364e-02,6.45469999999999970441422192379832268e+01
-1.00000000000000002081668171172168513e-03,4.00000000000000019168694409543718393e-04,1.09292851783211440936994843655969890e-01,6.45960000000000036379788070917129517e+01
