Vz,periodicity error,period
9.00000000000000053429483060085658508e-02,7.53254259373976261822054052749995978e-01,8.22199999999999953104179439833387733e+00
9.10000000000000062311267257086910831e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.20000000000000053845816694320092211e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.30000000000000045380366131553273590e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.40000000000000054262150328554525913e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.50000000000000063143934525555778237e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.60000000000000063352101342672995088e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.70000000000000046213033400022140995e-02,7.50778143528330212358675317724807529e-01,1.94700000000000006394884621840901673e+00
9.80000000000000055094817597023393319e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
9.90000000000000055302984414140610170e-02,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.00000000000000005551115123125782702e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.01000000000000006439293542825907934e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.02000000000000005592748486549226072e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.03000000000000006480926906249351305e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.04000000000000003899658373995862348e-01,7.42529666820204447664370811182851392e-01,1.99700000000000010835776720341527835e+00
1.05000000000000004787836793695987581e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.06000000000000005676015213396112813e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.07000000000000005696831895107834498e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.08000000000000007452372052796363278e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.09000000000000004871103520542874321e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
1.10000000000000005759281940242999553e-01,0.00000000000000000000000000000000000e+00,0.00000000000000000000000000000000000e+00
