x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
2.11000000000000014210854715202003717e+01,-7.98196958271485113090442718776500909e-01,8.64445639692804839609865026698147188e-01,-6.62486814213197265194223079215392574e-02,3.04700572346663004728752383294498560e-01,-3.99730752683844903536035162161562940e-01,9.50301803371818988072827788672203081e-02,-2.87383464931245386371116829260665741e-01,4.43533134299168661439693221268374218e-01,-1.56149669367923275068576392007701134e-01,-3.20278104987236437290601629408296455e-01,4.28174235932095823312571294014701341e-02,2.77460681394026854959344500006820519e-01,1.24200062720201466714091840431787478e-01,1.23752941692884607745865966888803989e-02,-1.36575356889489927488678437120656086e-01,-7.52409127124225426522554128217080252e-01,-5.18984986958144643008610411138503125e-01,1.27139411408237006953116453935558588e+00,1.09969375670988800397509521644678898e+00,1.33926584337904556440413402394138484e-14,2.24488945934758231718559048688097422e+00,1.98601637802088657306412646219790688e+00,1.91161893106440266158273502459709108e+00,1.64251845288620400544384435521038293e+00,6.57104535868430306555183978447857443e-01,8.88405762893081292777634248296394833e-01,1.27755843006128305500972329505890835e+00,1.98601637802088657306412646219790688e+00
2.11999999999999992894572642398998141e+01,-8.21942300221139765177657162159052709e-01,8.64776208054603418809573390137062084e-01,-4.28339078334636536319162279779034918e-02,3.14568995758091323946104364822717587e-01,-3.96516958015898988156178467016761312e-01,8.19479622578076642100741021942008445e-02,-3.60274409499148472899665970599821619e-01,3.89491771952234358392462738893658262e-01,-2.92173624530858854927967682938289392e-02,-1.62021897917474774737208490746884189e-01,-3.85106627453538452133359528574901235e-02,2.00532560662828619950544443604368698e-01,7.50786244175868624957562119369200022e-02,5.30817184055149954912654975121442533e-02,-1.28160342823101857987021709449052429e-01,-7.02072117185821201221486253693719101e-01,-5.61338558070692662578383563100094441e-01,1.26341067525651386379986981679381518e+00,2.69060036543980007905929596745409071e+00,1.31981103371237110358028896246165659e-14,2.22639944847974920187163885402729472e+00,1.94852470777563722668184657233459838e+00,1.94852470777563722668184657233459838e+00,1.62758416473265743551438442602545107e+00,6.47672491877931104448568076156385509e-01,8.22343711995860570474039999065957391e-01,1.37524366346006362287528575725770407e+00,1.92812843438758347633324110245672914e+00
2.13000000000000007105427357601001859e+01,-8.31898381866605361774811247719564133e-01,8.56237705337942299769726270113250960e-01,-2.43393234713369379949150223935804738e-02,3.20058962938886887168204015987826069e-01,-3.88861410273066785244710281055550935e-01,6.88024473341798980765062650678828037e-02,-4.27434215779329526119145186638726278e-01,3.31450405764676040898396140455585122e-01,9.59838100146534852207490461831492934e-02,-4.26263893998066843626605775811649735e-02,-1.34962175780791957309834938734284444e-01,1.77588565180598641672495516315444013e-01,3.62082456383382192731453379227622409e-02,1.01347484823692667019529768398609292e-01,-1.37555730462030886292675106321359387e-01,-6.40427255486444349606648618279428039e-01,-5.98074305462164213964907923478750239e-01,1.23850156094860856357155654175818088e+00,2.85238671001744470423489019594853744e+00,1.35117403296849544142185552145026456e-14,2.22224575030707744200383659400042029e+00,1.97252287076896373115541089966363222e+00,1.97252287076896373115541089966363222e+00,1.60379706684346218511129944070925773e+00,6.59859000078575471096981863324616427e-01,7.75487145754066413910056120235869552e-01,1.48462206120011857043494897568692358e+00,1.89380650497353844737182516272860535e+00
2.13999999999999985789145284797996283e+01,-8.31391156639237467987500680551307330e-01,8.37229252863138809854377513485563418e-01,-5.83809622390134186687683293415016709e-03,3.22062341322828052180542947586727199e-01,-3.75985093017441572091608131849254019e-01,5.39227516946135199110651842626860400e-02,-4.88354560365373498343657132175433921e-01,2.70275965130977347459062286597297967e-01,2.18078595234396150884594845578144404e-01,4.89867497203439649200536715493852892e-02,-2.47959856139079177795703226478142929e-01,1.98973106418735212875649554928752253e-01,4.90132560271519380434578340910050322e-03,1.57434986865807738240357644385922569e-01,-1.62336312468522932044703427795010745e-01,-5.78407499457226942393311767944482357e-01,-6.22791047987556496468490204988407970e-01,1.20119854744478343886180197293289341e+00,2.68034586370345140338145029090810567e+00,1.38023486370728211065755815728683611e-14,2.22274118894790529226605278102630523e+00,1.98645337292705896426622933644604967e+00,1.98645337292705896426622933644604967e+00,1.56980364050172721521835490123721432e+00,6.93543339383890257587642339093203524e-01,7.44716103626553662198529718396013702e-01,1.60445186193285981280991104152219889e+00,1.87999206107933632541196817809051867e+00
2.15000000000000000000000000000000000e+01,-8.22716598511015445693908034064348784e-01,8.06131803226779119396336404919399457e-01,1.65847952842363262975716291450553819e-02,3.21209640075956426981018889453517181e-01,-3.57151730355720664467052262986319071e-01,3.59420902797642374860333735329625192e-02,-5.43246479403397858023356502301531143e-01,2.07549706915171343430687614765825382e-01,3.35696772488226514592668887535714813e-01,1.22049893728739010203569428088285439e-01,-3.76249480359097564523068785165514665e-01,2.54199586630358554319499357077223858e-01,-2.12742778256190017798636448276895403e-02,2.20138263444569584765041830034255070e-01,-1.98863985618950582985178185206553294e-01,-5.20206912228196347652457073004947434e-01,-6.27790423070896254831343968138736422e-01,1.14799733529909260248380104114368617e+00,2.48064728717202098717820035744807683e+00,1.35641401529722044997052171686256445e-14,2.22462230194225870286961177973631462e+00,1.99228897743385552564821343321660458e+00,1.99228897743385552564821343321660458e+00,1.52427672835179145811286349994844287e+00,7.45966385523302877879020078703759060e-01,7.26819745647945596672698029383035082e-01,1.73115130357416118893162748041618410e+00,1.88007049013669242382813824407907767e+00
2.16000000000000014210854715202003717e+01,-8.07369556190520575355663942987341479e-01,7.61629490742214290001105224043516640e-01,4.57400654483062853545587189439321017e-02,3.17914787731670424091394796876856284e-01,-3.31837659728601951315136220413942259e-01,1.39228719969315272237414235372476361e-02,-5.92554205908228217443292162745212465e-01,1.45622642270130061909903999494519215e-01,4.46931563638098155533388163250702928e-01,1.83398827653473559211235795562858774e-01,-5.14902129181774388106331192561933251e-01,3.31503301528300828895095396999069085e-01,-4.42153549931667265932369823850785466e-02,2.86372254298029876715692467206474880e-01,-2.42156899304863150122455484821384134e-01,-4.66706372322709398178451775565303709e-01,-6.05746568856016753934406754120543112e-01,1.07245294117872615211285852968585120e+00,2.32919416710713933493792637818842195e+00,1.40598038697792227910140628477604605e-14,2.22932585850311997316179694937490575e+00,1.99131779695273815567982258422752852e+00,1.99131779695273815567982258422752852e+00,1.46616895804939356956552858155067781e+00,8.12639687679521653987189702950408441e-01,7.19262147968250114247356393731972395e-01,1.85882445508660087779327032666597631e+00,1.88586856133867077984019193254639152e+00
2.16999999999999992894572642398998141e+01,-7.86260875092345768943843034504259276e-01,7.03093246695676811262847365634531911e-01,8.31676283966689576809956688698349517e-02,3.12426131604769204320947294759392294e-01,-2.99920357135948728201604255002307356e-01,-1.25057744688204761193430397569220528e-02,-6.36723037752421010167780359647739385e-01,8.74520241640180833650855784055683694e-02,5.49271013588402926802694781242181898e-01,2.37984741051988980076025174075823123e-01,-6.55219036022953009917963656443525152e-01,4.17234294970964029841938482367697648e-01,-6.53589619147652154128736430748414308e-02,3.51284426436400332112349589111326311e-01,-2.85925464521635116699475946036472819e-01,-4.17241117336277235784647983362813598e-01,-5.52352095577395289969377246270440697e-01,9.69593212913672525754025229633259158e-01,2.24041328749876755832559638292877935e+00,1.37188716132094457599524756912346671e-14,2.23818292633731370103932084453454480e+00,1.98431308110318964584616760032477469e+00,1.98431308110318964584616760032477469e+00,1.39500582632469111281118633005260471e+00,8.88309426250438003755041626106104765e-01,7.20324322407129977068300273075458790e-01,1.98001835681042143311261540232691919e+00,1.88906308157110550834140882641732497e+00
2.18000000000000007105427357601001859e+01,-7.59874507780398009119031839713350594e-01,6.30893419666875221753025080608018227e-01,1.28981088113522787366006759105439545e-01,3.04865493904494634941770330200269936e-01,-2.61813674667096963992858458308374608e-01,-4.30518192373976709489118718917312207e-02,-6.76090124185773373967101474238741715e-01,3.61570502558565105855297463610048500e-02,6.39933073929916863381571727877746609e-01,2.89488120197934570509621292425472493e-01,-7.86339004873363965355624322629202705e-01,4.96850884675429394846003030203726168e-01,-8.58210143419520359252318653243574692e-02,4.09241266445418241404602291404550948e-01,-3.23420252103466205479370426080181538e-01,-3.70391633991514043091195350311657040e-01,-4.69056259196040227826002434875306013e-01,8.39447893187554270917197785186967916e-01,2.20863826020786258030881299418979324e+00,1.35299148759998103670007696085215647e-14,2.24430943213581413753328832688943766e+00,2.08735206580675746116657029590659048e+00,1.97165133539999963075318368293992154e+00,1.31112449339859001488725321685789208e+00,9.67701993377829099072146010637470309e-01,7.29054043436914624211863172125264919e-01,2.08735206580675746116657029590659048e+00,1.88266411743588417196597911705456711e+00
2.18999999999999985789145284797996283e+01,-7.28368998449587543814292423185547941e-01,5.46463082052153701825763002723940989e-01,1.81905916397433841988529420461714322e-01,2.95254078175875724665251379974814497e-01,-2.18463312296085154583113555238908306e-01,-7.67907658797905700821378247357405728e-02,-7.10825591607414434591039972674660776e-01,-5.63581341363545223473210550649190548e-03,7.16461405021049886825772078181162894e-01,3.40804518322809406641714969702011219e-01,-8.98488036015387384675816694227159496e-01,5.57683517692577978034101724525144570e-01,-1.06514623046911824549857816169081803e-01,4.55552370014458729436721521282952793e-01,-3.49037746967546904886863705113858640e-01,-3.24252437814225383191616576930546740e-01,-3.64247417198950278736832006099971349e-01,6.88499855013175661928448583030522952e-01,2.22733304333103798722248711783322506e+00,1.37895777061877662613717661882375483e-14,2.23962485261214186547688466459050229e+00,2.17561719448142704297374098286527501e+00,1.95338099025189627258069184225900938e+00,1.21573015339637016314883664335824153e+00,1.04608119418162630045049351317937608e+00,7.45187921716431916615951244786243618e-01,2.17561719448142704297374098286527501e+00,1.86242380450937151963040095382076264e+00
2.20000000000000000000000000000000000e+01,-6.91638187304684273475261842681229106e-01,4.52011191025883861574661896328674770e-01,2.39626996278800411900599946352660960e-01,2.83528468025677805537613457012351304e-01,-1.71165705567383349432871138585965387e-01,-1.12362762458294456104742318426219168e-01,-7.40884227612966310416055187366415750e-01,-3.64333643561396520621251995221109294e-02,7.77317591969105962478180386888536255e-01,3.94374769459525843266519868819702185e-01,-9.86389587849501593623271476973671868e-01,5.92014818389975750356751608153965927e-01,-1.28228313950106345161210140291419516e-01,4.88098362248557149685037469623226223e-01,-3.59870048298450804523827329331794285e-01,-2.76396396939714898656497579075673765e-01,-2.51729482838680436191029182447279411e-01,5.28125879778395334847526761522957413e-01,2.30042001244007976445971053180983290e+00,1.36517054993612240436069692352356734e-14,2.22842695507046769511806672629636891e+00,2.24340586844316630128166149552514940e+00,1.92925053370433625687121085563178389e+00,1.11069187937680944027888856848788523e+00,1.11967058945253522689793231953170290e+00,7.69099552650850993402794122130635229e-01,2.24340586844316630128166149552514940e+00,1.82755389047833706534087984654572904e+00
2.21000000000000014210854715202003717e+01,-6.49346646507978937477607365006521331e-01,3.49972922309830891840566259950392654e-01,2.99373724198148045637041105056235132e-01,2.69551222509739945440899898960727283e-01,-1.21271709510088288227704039835104589e-01,-1.48279512999651657213195859125454934e-01,-7.65941894689318704580795180601202475e-01,-5.62511594159503642727344801839944564e-02,8.22193054105269068853529660785207079e-01,4.52357859072274455473874520712022331e-01,-1.05083218234840898063823802262164528e+00,5.98474323276134525164363501909619193e-01,-1.51653407266053116185108301355306765e-01,5.07883335526945824500258770389488425e-01,-3.56229928260892708315150469034169623e-01,-2.23609163730628958498943982237161436e-01,-1.47244311660944857660493383893044217e-01,3.70853475391573816159437366130210082e-01,2.43506638299807154357523586440947838e+00,1.33647604612410759372626811014978027e-14,2.21923167484224913827281903682910600e+00,2.29340595341094315548173906742976182e+00,1.89870338493081630366803021997933765e+00,9.98132045653571887634225976662614911e-01,1.18589364211667303315732009706120733e+00,8.01784965467305399665496904405845578e-01,2.29340595341094315548173906742976182e+00,1.78033854084876790707502070900714725e+00
2.21999999999999992894572642398998141e+01,-6.00957270005614683160705913815524648e-01,2.42436427732511175754176007761765751e-01,3.58520842273103507406529906053865304e-01,2.53122271066070208854312641359207704e-01,-6.99038708814116980280214046420992301e-02,-1.83218400184658510826291236716939642e-01,-7.85293743493095314854671838755543276e-01,-6.66364882480473237135323422235277726e-02,8.51930231741142638568204180979081003e-01,5.16600547292171986999688883315779634e-01,-1.09759660607725336430791711311446538e+00,5.80996058785081377308228229798680068e-01,-1.77333521631349459269340940755622219e-01,5.18248962543308679446720143552351381e-01,-3.40915440911959220177379202796718232e-01,-1.61384079584223342889420175693524560e-01,-6.53009335358892043414863532629302052e-02,2.26685013120112547230906528956459087e-01,2.63067823745729190143549658387200907e+00,1.30581210363874687413451778745774785e-14,2.21280558112312122166057143472954627e+00,2.33128081480691585961863701059254345e+00,1.86084529110308020191104559047516489e+00,8.79981844643916734978310733669672400e-01,1.24337635536424589499510546772364929e+00,8.44874226471160906965857975612631773e-01,2.33128081480691585961863701059254345e+00,1.72489601070035422968190926278426277e+00
2.23000000000000007105427357601001859e+01,-5.45778004612678550166383961521333487e-01,1.30778576730056508010945237405957706e-01,4.14999427882622042155438724115480696e-01,2.34001952959229312336532627732541667e-01,-1.77980474099404525050574954311930290e-02,-2.16203905549288859831475132301179132e-01,-7.97687720083529340157233503227065758e-01,-7.04714809341619660050162092189937275e-02,8.68159201017691306162249712446070439e-01,5.88242738766458331412028812234269163e-01,-1.13456316394061097381826031584971343e+00,5.46320425174152642406231503615439930e-01,-2.05464124972164833964956065999486659e-01,5.23297732769045193392966305012346877e-01,-3.17833607796880359428010239012849192e-01,-8.31233657199462597161805618683067901e-02,-1.81210742811800955843938076012714617e-02,1.01244440001126355300574369469582492e-01,2.85859929988155758717738308405387215e+00,1.25818108295191994524567591512866502e-14,2.20549272355760940068662907253339036e+00,2.36372849929514859474752925186696925e+00,1.81439389057034338664801923437023529e+00,7.57695779906766993117756973167781666e-01,1.29174511787899787946715594480434029e+00,9.00623096799881382323565086676229153e-01,2.36372849929514859474752925186696925e+00,1.66577637523289025211093997156781121e+00
2.23999999999999985789145284797996283e+01,-4.83081949058401012595972919060733292e-01,1.56321667177768108854412603422273293e-02,4.67449782340624201710531658718610252e-01,2.11968106800087350443678431526928546e-01,3.46851950709209784027457603867547380e-02,-2.46653301871008328846424191913512882e-01,-8.01062590250280546957810529998909855e-01,-7.17894055665716458578974526167853009e-02,8.72851995816852192815707982615705267e-01,6.66542392731802257268759500686283836e-01,-1.16808905148043160590555339280399545e+00,5.01546658748629348636793892117706798e-01,-2.35370865344431777870235624470274062e-01,5.26138106388774592406874519918917592e-01,-2.90767241044342814536638895448632216e-01,2.09564451318551079579182999050727480e-02,-1.68431042023858415961782089647998513e-02,-4.11334092946926636174009094026868075e-03,2.93700588119779570916989541728980839e+00,1.29993308650182860975428831329864936e-14,2.19488850968339084712791455554875766e+00,2.39621271636813387428289676266329109e+00,1.75764017841833777384297715400683882e+00,6.32289892703482371682791459160165090e-01,1.33132366761383978741079151567504577e+00,9.71742028500042183946080320756585850e-01,2.39621271636813387428289676266329109e+00,1.60694225894767293586644818681251409e+00
2.25000000000000000000000000000000000e+01,-4.12419386501312903704162373231063904e-01,-1.02751593434932419406654712320712498e-01,5.15170979936245323110817085551880968e-01,1.86955208311180613893970002893552630e-01,8.73686897835013564169548498634641597e-02,-2.74323898094681970310924852756845479e-01,-7.92176198922922495967967529039306599e-01,-7.57736245752223952343346631191461846e-02,8.67949823498144891202302192158463364e-01,7.46004797752371896798834076161756960e-01,-1.19858084447331393303941034930052597e+00,4.52576046720942036240576273138764871e-01,-2.64312679982781039457552336008916199e-01,5.26972912570376597492291486938816341e-01,-2.62660232587595558034739150929888972e-01,1.64763134553033830211234555892371196e-01,-7.36331185452333218411787719680873646e-02,-9.11300160078005083700557839242794984e-02,1.93805662226951014304177078884094954e+00,1.26768038747364286710540420173972720e-14,2.18547387245498155191324865529889246e+00,2.43009046578997521137049575515254101e+00,1.68851836072603121749685606943895058e+00,5.04979628706954539756995763358232447e-01,1.36283081674280168614736253552600497e+00,1.06065281641016890715430487283138230e+00,2.43009046578997521137049575515254101e+00,1.55127488386812816299198926549314937e+00
2.26000000000000014210854715202003717e+01,-3.34360474944633093840657402722301371e-01,-2.23602247968967914455651179148692373e-01,5.57962722913601008296308581871097455e-01,1.59367560319864937731812693381006431e-01,1.39846460944482450909621197202177431e-01,-2.99214021264347388641433890583011083e-01,-7.66229320820816282759812203523259827e-01,-8.88916595196297233744376657207901718e-02,8.55120980340446006134249869244060797e-01,8.10427573138241052809039337975455659e-01,-1.21390057759829654396811475693531059e+00,4.03473004460055491159075418959849534e-01,-2.85138750232215296752725894843258015e-01,5.20516825750025922097189558747998924e-01,-2.35378075517810625344463663904729040e-01,3.64790194822830542712698996735643112e-01,-2.01469177953288419860317823929523066e-01,-1.63321016869542122852381172806116051e-01,-3.72891757218057273703948339971248060e+00,1.36349897908816618107928561693263734e-14,2.34559827669567908999084876008736498e+00,2.45801945079635384256521572686313733e+00,1.60506638389266816657217805947002891e+00,3.79365632783488116578373712821147996e-01,1.38713405583501604120476183863314875e+00,1.16715808059514927888072982748734801e+00,2.45801945079635384256521572686313733e+00,1.50046999853836068900296074763102396e+00
2.26999999999999992894572642398998141e+01,-2.51975995432100444143672330576119820e-01,-3.43958977891406095467521158709101974e-01,5.95934973323506539611193489285324158e-01,1.30668565976709351850956803007009042e-01,1.90786582100255624242133841315157125e-01,-3.21455148076964976093090644321991846e-01,-7.17040655936013198588120399296245472e-01,-1.18596493901720399761820222622046825e-01,8.35637149837733598349940621918303949e-01,8.24941695045011560516750190158111055e-01,-1.18133449736430209554170301699073446e+00,3.56392802319290535024952826832618930e-01,-2.83521364079568256762834276015355822e-01,4.93254775501852591363689752418551227e-01,-2.09733411422284334600855476403183850e-01,6.28903323287183001995350569301803870e-01,-4.03933323065440323736460738264473308e-01,-2.24970000221742678258889831037326373e-01,-2.02794846017456762421460325640509836e+01,1.30816230747431545505067153670322315e-14,5.10819237155415334608587512205475930e+00,2.45739145512883817799190686514206152e+00,1.50693244409094658057076918797020098e+00,2.68693103737964409275636868437920092e-01,1.40506881521963010605907740629061469e+00,1.28296404181471290175266478569997592e+00,2.45739145512883817799190686514206152e+00,1.45512246378567220893321312121046451e+00
2.28000000000000007105427357601001859e+01,-1.72667313145198648761573611325362199e-01,-4.56656078567306162696254061037524115e-01,6.29323391712504811457827672362988075e-01,1.04030406749383690343367956093677503e-01,2.37181268750056685256562991946562872e-01,-3.41211675499440375599930948040064549e-01,-6.39231048388846841527241874597744642e-01,-1.71099574492370857773336638573335933e-01,8.10330622881217699300578513171092829e-01,7.41693591112868716825571303304691528e-01,-1.05341630121886503818912812320890790e+00,3.11722710105996321363556819904213672e-01,-2.41425303392408798805701142125199155e-01,4.27014875170128337108144944495879421e-01,-1.85589571777719538302443802370668565e-01,9.27293512514427719685027225668516934e-01,-6.46793759782919316802525736242297178e-01,-2.80499752731508402882501489426213689e-01,-3.83418597455354170921992817966383882e+01,1.34523311485595964158479087812990583e-14,1.19349242251777975900150844553646497e+01,2.39005455866812882316787220841606906e+00,1.39862228119240486429824456396642110e+00,2.13804115536856228622489372655296576e-01,1.41730848518071939462665011152140606e+00,1.38497020675779089200303099792231800e+00,2.39005455866812882316787220841606906e+00,1.41485210294714678106637593305138797e+00
2.28999999999999985789145284797996283e+01,-1.07412563739614401381300205484670032e-01,-5.50908908370485770652611284081533725e-01,6.58321472110100172033911489566305000e-01,8.38228474130192424693459990494502849e-02,2.74768329989206915962188437664559256e-01,-3.58591177402226158431534436713832150e-01,-5.33231985299785374881688997943286539e-01,-2.46371300588817415845348507872383238e-01,7.79603285888602790727037505815681309e-01,5.48479102222394864851318186850805083e-01,-8.16746392721761783675198194779749546e-01,2.68267290499366918823880007928941526e-01,-1.57472594974324538327789406416972592e-01,3.19438346367564966269131109494286314e-01,-1.61965751393240427941341703077302384e-01,1.17657041714009081863332444727232689e+00,-8.42551065575675083747317209430711822e-01,-3.34019351564415734886007237841609050e-01,-3.99902516578837791128009371277585160e+01,1.31688980796102705854715958532070641e-14,1.26428021543863157263424749990170610e+01,2.23006478328239568160750073104144642e+00,1.29249438043074730712321065852947039e+00,2.55409152260495241658882372275420341e-01,1.42426780000656801576488868667646041e+00,1.44245042563789727157307087136935134e+00,2.23006478328239568160750073104144642e+00,1.37843567784595644639882759975174039e+00
2.30000000000000000000000000000000000e+01,-6.44396125478955382815104144976952641e-02,-6.18495673322359575111596781477018344e-01,6.82935285870255113393107195974814719e-01,7.29315997555409942611205575860989286e-02,3.00635426591151106552952620569127529e-01,-3.73567026346692100814073178155048309e-01,-4.07968896332964237306356198624039071e-01,-3.35514204015458985039225562109872796e-01,7.43483100348423222345581760733924242e-01,3.11718634040285371247464179401544577e-01,-5.35255556001956767877268735923964130e-01,2.23536921961671396629804556522417554e-01,-6.17162306453559770852174026322599994e-02,1.98909522147526571148995065163338380e-01,-1.37193291502170594063777662531067276e-01,1.30782413947008365544039218914761932e+00,-9.19023159423444105025527783790596863e-01,-3.88800980046639550414864405357016248e-01,-2.35800420477063229496295093667868059e+01,1.28740079698925530657992842411701930e-14,5.87069770708915612871666377075753636e+00,2.00367723332933255736782883683809772e+00,1.20492733209362825535919960395637372e+00,3.48327001126012563640327931236996784e-01,1.42603887113966785541233681430665643e+00,1.44631091306780739815351413072023766e+00,2.00367723332933255736782883683809772e+00,1.34403132956377894724203348621009551e+00
2.31000000000000014210854715202003717e+01,-4.36952450252809008305019897021035018e-02,-6.59180444402751908029537097150733741e-01,7.02875689428032808860039086852938517e-01,7.07273849171723442889615634040354407e-02,3.15194050620063080223220924850865722e-01,-3.85921435537235424512182488254721834e-01,-2.75143647676151212995915463763773528e-01,-4.26592850197439712073157194312568386e-01,7.01736497873590925069072658076354626e-01,1.14021311730830937981636837137947204e-01,-2.88220574182232527646906203162329958e-01,1.74199262451401589665269366024380636e-01,1.23877984687417687602543130974522823e-02,9.67750289750622391795188561254679791e-02,-1.09162827443804007939773169222908981e-01,1.33598820096331658588291373089153902e+00,-8.89267708206343515783441721689395485e-01,-4.46720492756973070099472009202138383e-01,-5.83763707925856301095279832225060090e+00,1.25793289084465478419958357486576013e-14,2.50583543685330055450685195844421614e+00,1.76853119791649682706978620379292793e+00,1.14642405723441067396105200431660240e+00,4.45406434704705879095153106684486612e-01,1.42237472780613189417886102191169413e+00,1.41724494681190403366998229443953548e+00,1.76853119791649682706978620379292793e+00,1.30952785119974025932622913352059246e+00
2.31999999999999992894572642398998141e+01,-3.92243658482927256411351884001787413e-02,-6.78273411585609302779375801165054855e-01,7.17497777433902028420510989565335165e-01,7.42881591988282248786539161523760439e-02,3.20926296191855247892510681630138852e-01,-3.95214455390683472771164597782334412e-01,-1.42396520612560185890742673031533960e-01,-5.11632356865304539143198892210028093e-01,6.54028877477864725033941565241575727e-01,-1.25607331010597874240957174717064031e-02,-1.03980480454233904662733927587181141e-01,1.16541213555293692086829645058885517e-01,5.33242117199633144011978081000085261e-02,2.22554574369557726680464176043930000e-02,-7.55796691569190870692442257043902955e-02,1.31459352572281276274418945958712485e+00,-8.06716560165593859322468822980762544e-01,-5.07876965557218903421720636606355282e-01,7.02960114086645382336371312703704461e-01,1.34026565700254600622983046715320866e-14,2.21613498729037743460754256389414697e+00,1.56237251529877325913740908426847629e+00,1.11779510622281920913923045184017762e+00,5.32060109027148956442916700891144032e-01,1.41272182373162280546151627299887645e+00,1.37953785292846872050110749297718397e+00,1.56237251529877325913740908426847629e+00,1.27286654907844686640196276318162896e+00
2.33000000000000007105427357601001859e+01,-4.39859754053522019137647135497533465e-02,-6.81797221420829370961063125755418921e-01,7.25783196826181572874827839305274162e-01,8.03770953613473922615246078176955981e-02,3.20400084512849481419786152824312625e-01,-4.00777179874196873681310760641826319e-01,-1.26206995796203155931851407874565341e-02,-5.87493463723882585867961175303796962e-01,6.00114163303502901461146316091267167e-01,-7.27001494647325757431422471657846294e-02,2.58215970930079040809765242037621453e-02,4.68785523717246716621657229620204588e-02,6.38621812641748913752558774871501572e-02,-2.96593482545299097989593044690629691e-02,-3.42028330096449815762965730180758762e-02,1.28050505968632983310842011879763037e+00,-7.10135845411993125841176632952570504e-01,-5.70369214274336707267243485845055337e-01,1.94009735886896006462620789534412324e+00,1.23540858496776238387949634960010469e-14,2.20447099658877238022772425395537075e+00,1.39628504993917860931472037364261189e+00,1.11393329361922088968217226219782869e+00,6.06235798810569530004703917014890484e-01,1.39628504993917860931472037364261189e+00,1.34576685061577031136609252127239002e+00,1.39457031188712697089156258286518126e+00,1.23226245037888125403913771174639306e+00
2.33999999999999985789145284797996283e+01,-5.19980829776444887097559724794924232e-02,-6.74369634368779871124283626330298829e-01,7.26367717346424359834039598809892382e-01,8.62346449448999305441702974610046949e-02,3.15497711561892656403088914867722158e-01,-4.01732356506792586947259212328543673e-01,1.13743694059111207895651636210809247e-01,-6.53786895881070700376910167125160127e-01,5.40043201821959492481258530914364699e-01,-7.97653132627277129323173490672734923e-02,1.17678021226180570646326431467746571e-01,-3.79127079634528577140090824004750890e-02,4.95827765893238068115499244309281762e-02,-6.64076889888810232854858715568018912e-02,1.68249123995572164739359471258849786e-02,1.24713909327965400761417624752707443e+00,-6.16994162110605713726223434662463825e-01,-6.30144931169048293887952812864606560e-01,1.91632010463485868978494863767991774e+00,1.21354426408120359912807312527880775e-14,2.21012177127703186590814981056701866e+00,1.37211932297718482518087099149087273e+00,1.12803727266699051582814387142551401e+00,6.69236116844028948566518913882075861e-01,1.37211932297718482518087099149087273e+00,1.31896619202339752268653275070288226e+00,1.26075322198573876779793672889410120e+00,1.18643664320500650369999693899044277e+00
2.35000000000000000000000000000000000e+01,-5.85675683543916602876493197428418431e-02,-6.59067579183517182592431794705383059e-01,7.17635147537908842880081114448325303e-01,8.96275904075689025582189025960414255e-02,3.07428995096284473559922135541190309e-01,-3.97056585503853376118141038137046869e-01,2.36815468302389207073571728856078959e-01,-7.11193818562627916561094378063737028e-01,4.74378350260238709487522649207672249e-01,-4.56191649419249020560801958609931069e-02,1.85208163761040777240301845934693053e-01,-1.39588998819115875184221650073702269e-01,1.53068234728959109118686404708959286e-02,-9.37765059319330154875924240016754249e-02,7.84696824590371045757237835307909195e-02,1.21381504316314849680592589594832454e+00,-5.32741233645286499566830209281125367e-01,-6.81073809517861997239095686667193391e-01,1.71750633110003225745288091275142506e+00,1.30124873143563526233126549759256103e-14,2.21487326483840592110080851435594624e+00,1.33925919846857186250759930448803302e+00,1.15366979284409506113292601804290543e+00,7.22922145345244640820945444246029429e-01,1.33925919846857186250759930448803302e+00,1.29748780144386107487203702301527479e+00,1.15310678659646498160831745451090918e+00,1.13496613873881448211470709265838542e+00
2.36000000000000014210854715202003717e+01,-6.00823002109118722620611351929371104e-02,-6.37822357920855376186875406052433037e-01,6.97904658131767248448936541245468894e-01,8.87763044045983076794947834533036999e-02,2.96924722123659394921993160964012011e-01,-3.85701026528257702601487944417129943e-01,3.56267631712871797492587380536700208e-01,-7.60643171039452011118276938501475678e-01,4.04375539326580213625689557964789674e-01,1.97085469827181000959181311194363367e-02,2.37801741075276666743881466598999976e-01,-2.57510288057994766839799597718438401e-01,-3.45340904829576947290879826115878482e-02,-1.15630871147081956758982967020475861e-01,1.50164961630039651488070949632075090e-01,1.17326150153771130485119471944574163e+00,-4.57672334898173119563801890224789977e-01,-7.15589166639538185287392829220946405e-01,1.55370736761967664918415721331257373e+00,1.26882511707688081706530473972415713e-14,2.21517990694872544505649195759085418e+00,1.29689929518958500378875748735609220e+00,1.18535195332607635246983445839687859e+00,7.68962900613624437921460581686744868e-01,1.29689929518958500378875748735609220e+00,1.27786095285073157939108661338011756e+00,1.06423840504083429962296963410498294e+00,1.07874760251972674491768914365774597e+00
