x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
1.89999999999999991118215802998747677e+00,-3.22957419939368690259502615187689859e-01,1.08030177726115016017913955346816243e+00,-7.57344357321781469919636938280472815e-01,-2.84411848944425589749013277754168645e-01,-5.69652497433540568564288518916800014e-02,3.41377098687779646605442129645848598e-01,4.83684609467685163969818304541539568e-02,5.67683870524092451233160282315611905e-03,-5.40452996520094409093134332773100758e-02,-1.03630133557129496843297457726774170e+00,1.41945204327682595474352663486474781e-01,8.78906131243612246132294695726509331e-01,-6.32754653920911959828056633251942365e-01,4.69365013938833155346078728904745629e-01,1.62839639982078781789019281008996977e-01,-1.77606643244604544463454608716708107e-02,-5.15398258411594320320916537913237824e-02,6.78504901656198878793997938618640267e-02,2.46280583613699743938951769450795837e+00,1.36686277311373783428105240069712494e+00,2.02270905282341685187047869137914083e+00
2.00000000000000000000000000000000000e+00,-4.28050630743618004352455873505094906e-01,1.09129901519417799725569692824344172e+00,-6.63248384450559992903241054738346815e-01,-3.39705856074255517505598446696569636e-01,-1.01216537407199730099833204736789534e-02,3.49827509814975490515581767170248590e-01,4.54215686105050389720714715579209769e-02,5.96821874399447179993774539325524893e-04,-4.60183904849044861520652460972464837e-02,-1.07120814143709709016664818381208935e+00,6.86145021883675652882269829312934652e-02,9.87143639248729398052093982826038685e-01,-4.67247366040152188697902694979897808e-01,4.67046976813049708368293038752066894e-01,-3.49610772897542363348967110368771395e-04,-4.21891779471861706040619065015285076e-02,-5.10617395254778791595090313345360852e-02,9.18009174726640511645336170349339661e-02,1.84276567415983261177814256370766088e+00,9.26207354155923461488488243359669182e-01,2.10613295371031459311585386499616399e+00
2.10000000000000008881784197001252323e+00,-5.34886452936190397143518531131678289e-01,1.09517800912485913781266423750438021e+00,-5.60291556188668740669145706372701821e-01,-3.76880446622583076136196207145624816e-01,3.64780709174607831484936591225242556e-02,3.40402375705122292987702548023100512e-01,4.00752967090736799092851746092606485e-02,-4.44421634338426372129796003835362265e-03,-3.56310803656894161879872145709070259e-02,-1.06800983219040132723510332930267780e+00,-1.01062284531324388166387078352012718e-03,1.05357045503571444429043998203144053e+00,-2.73830842796828041281173521438741705e-01,4.64614829641003062479322751330563588e-01,-1.91333986844175043891107853230021521e-01,-6.51652972070894334377774036416154520e-02,-5.07424803049699406106912770045881551e-02,1.14457777512059375449431359845073029e-01,1.59935973519347118809719177079387009e+00,6.87038559760046959662190745447868299e-01,2.16163752526125006899221596521510656e+00
2.20000000000000017763568394002504647e+00,-6.38946646762027047420356412903034477e-01,1.09213450870738430374373392339178750e+00,-4.53187861945357256323377510488753164e-01,-3.94344365012218742185102176432985318e-01,8.28456193049992017211423948074791342e-02,3.11498745707219540463959781625506112e-01,3.26464364058308074286001903882995931e-02,-9.45558538309593388678630077079636415e-03,-2.31908510227348735418138896175032259e-02,-1.01515310929132170786288174494917022e+00,-7.04038730016585722946217742094551145e-02,1.07010698229298015333117630110386794e+00,-7.77161397673167221162225291817404246e-02,4.62384205307999579504928915189523135e-01,-3.85218065540682880081665009345982397e-01,-8.33537987431794519081080098799889425e-02,-5.04376980242678988141287172025875897e-02,1.32341496767447352123199406281445966e-01,1.75270209874776305980503821047022939e+00,8.72854494777444946203338019705957772e-01,2.18454951276266690061782831757064016e+00
2.29999999999999982236431605997495353e+00,-7.35397347237380248190299121559297698e-01,1.08202256576922112217123196757717798e+00,-3.46625218531840873980932846017880425e-01,-3.93176580164732823125063815372969764e-01,1.28981309868916864334578613163321181e-01,2.64195270295815958790485202209648607e-01,2.37287548820657334765525358623503967e-02,-1.44279553729691118142457446933030084e-02,-9.30079950909662166230679116904738822e-03,-9.18032471693180595702927158432171537e-01,-1.42935069265660281093940968159855810e-01,1.04551754095884074997054090853726995e+00,9.51109091366674087203464436576242548e-02,4.59814983977368682664404813072110622e-01,-5.55475893114036114077709880067934563e-01,-9.47932846865313576140339107746858058e-02,-4.99149036387613513922872345759607927e-02,1.43258188325292710407283824549516008e-01,2.31774521426150048597492059343494475e+00,1.31196203467004116757801928249087974e+00,2.17972805264284599178561476745476216e+00
2.39999999999999991118215802998747677e+00,-8.20629045728468757140379918114869284e-01,1.06436296921045115780644996037182901e+00,-2.43733923481982400666070042256959799e-01,-3.76588549737674896596758406884756617e-01,1.74786039931021961313516444498330644e-01,2.01802509806652935283241962386425925e-01,1.40057619588716270519948508214348049e-02,-1.93230118179416736613267353837362867e-02,5.31724985907004660933188456230148326e-03,-7.94115276448508626754950969430268591e-01,-2.21897401464801102078165711158534423e-01,1.00056267791330960200678946253404543e+00,2.29329156701164439170523596104329126e-01,4.55428921303653033188390738602620800e-01,-6.85308078004817495051872958045149517e-01,-9.96434731690436654908472020845763234e-02,-4.88198060568357388192441347333697209e-02,1.47013279225879405711054016016815454e-01,3.09386185167213667579488856063107960e+00,1.67991849668654710793282890043477843e+00,2.15921797606085860766839525645168783e+00
2.50000000000000000000000000000000000e+00,-8.92933840514108251256752641750420580e-01,1.03835400065394687466498258029003300e+00,-1.45420160139838623408229938539612496e-01,-3.48632938851556000137506047160676000e-01,2.19955563525713066304027024171421774e-01,1.28677375325842933833479022989254226e-01,4.06273853160719361087718113023420579e-03,-2.40589085244660833125175578671710591e-02,1.99961699928588897016403767369368533e-02,-6.62287699363456983856217967579443377e-01,-3.10417254292426263796394193479882212e-01,9.57254953655883120826284943004568290e-01,3.23068568023592667136367242490045406e-01,4.46543519283360880512580582349042475e-01,-7.70162087306953570341906448177287664e-01,-9.95222553257211077348300918997423436e-02,-4.66268349047418069860749621645588124e-02,1.44699090230462916121867733263170541e-01,3.73647576857528507243699777973233722e+00,1.87066410928390811651476905392062440e+00,2.13652213926782908173212290942424782e+00
2.60000000000000008881784197001252323e+00,-9.52243378639691482077972820393719769e-01,1.00290212762797979319349340226949248e+00,-5.06587489882883111155205818757727408e-02,-3.13066415380338246009501436908172997e-01,2.63840726511532847669842162472966997e-01,4.92256888688053983396592744352059699e-02,-5.70195438486195547764770526963293339e-03,-2.84903217611573624404495754149704170e-02,3.41922761460193179180972806846033504e-02,-5.35828023831033372898235030821123873e-01,-4.11118969631203403151355176844439767e-01,9.31496993462236649223262989610806149e-01,3.83036998199478526182165453656429822e-01,4.28869329576565797821847470339247608e-01,-8.12456327776044346696971547333877019e-01,-9.63847264338215276642460109360418672e-02,-4.25830439237875297993296993903315761e-02,1.37517770357609058864538389525242853e-01,4.07532230389721084051757316046860069e+00,1.94879032190588996160701516862120659e+00,2.12205110414063912233684289496726687e+00
2.70000000000000017763568394002504647e+00,-9.99471485834069016395769874209885073e-01,9.56706317998470780878362595712793212e-01,4.27651678355982355174072784970919270e-02,-2.72801287554920054868601093485619910e-01,3.05265443898008310879450757235694573e-01,-3.24641563430882560108496637500746383e-02,-1.50707443620146636207846344862496919e-02,-3.23835009682872525866295797092583640e-02,4.74542453303019162074142141955080619e-02,-4.21265033490460233192675664693269537e-01,-5.25350084646111879200858482564660164e-01,9.31165118136571985567206929203172595e-01,4.18595569124745841448199506099205923e-01,3.96102330538759585342796925070596043e-01,-8.15247899663505449483955054508001653e-01,-9.18241139004216535669778955946997963e-02,-3.56705946069730031715408629598554661e-02,1.26044708507394658139481437753424720e-01,4.08930614817421889117809996605501510e+00,1.99284280222074520298522647912969573e+00,2.12125452828760498925596679903169301e+00
2.79999999999999982236431605997495353e+00,-1.03591907448674960055574222125651142e+00,8.98451253977532777039785481247336813e-01,1.37467820509216823515956740009174627e-01,-2.29837785884489661124129007169420129e-01,3.42316905176653937140093416507128259e-01,-1.12479119292164276015964409337708094e-01,-2.39580621535842310734359132842732469e-02,-3.53908381351408086329502765581606241e-02,5.93489002887250397063861898424338770e-02,-3.20192054557948705191912005365759929e-01,-6.51746952422725266762709625885540030e-01,9.56489006980673845128294413196542660e-01,4.38267611214337180601866377421914469e-01,3.39863374432729203434815409914068872e-01,-7.78680985647066406729640410674183123e-01,-8.68861462328816940008609962781011841e-02,-2.46492637771574882943188873545886805e-02,1.10085410010039183696142562831559274e-01,3.77973090736757655339062011989881285e+00,2.06402263110369549435305667105072992e+00,2.13428880319311634644149303737047076e+00
2.89999999999999991118215802998747677e+00,-1.06289032463611553096066780176908830e+00,8.27179371358615674308055163523316233e-01,2.35710953277499856652612638245772066e-01,-1.85421831851438236752817516327061056e-01,3.72176718261624220348385453517958344e-01,-1.86754886410185983595567937190897360e-01,-3.23582144686900556446595103884188650e-02,-3.70384021933425751106641885632280491e-02,6.93966166620326307553236989516469261e-02,-2.31390175733084278330091386569352094e-01,-7.84137302270278502562287663770547491e-01,1.00007747800336265406605183228514200e+00,4.48548778601637533600741017768145996e-01,2.50744700733580240458594877985959665e-01,-6.99843479335217796752294519092305444e-01,-8.21443369801517334939243352086365273e-02,-8.29793777917383760138805424893126912e-03,8.89922747593255724962750686564372179e-02,3.16399898274972002365501566600869410e+00,2.23718322049781407134982629793265542e+00,2.15602842814801961376437095445143353e+00
3.00000000000000000000000000000000000e+00,-1.08149155331441620706333622956056522e+00,7.42875633700028461238519014756394961e-01,3.38615919614387745824817214804170111e-01,-1.40253647632293050104617339056453672e-01,3.91158504450725483176708967803177151e-01,-2.50904856818432433072091628746723480e-01,-4.03049651075336727540025121811097860e-02,-3.67538329118505155823700728814098074e-02,7.70587980193841883363725850625196054e-02,-1.52305821114520527332183744505357261e-01,-9.09652050019478679334420900280482472e-01,1.04650787113399907984027742673108234e+00,4.53906994063915354140853242628291185e-01,1.21571559097770103547893879600492601e-01,-5.76028553161685480381705745566983568e-01,-7.78363599271829240126900388605667767e-02,1.40007730068619544933526938785364240e-02,6.23855869203209709203000241808997621e-02,2.39312803364450310539268684806302190e+00,2.58307714766541353753990134521898514e+00,2.17637802438917781777117750147219674e+00
3.10000000000000008881784197001252323e+00,-1.09254289821246572244066833516797412e+00,6.47131880009613537180943673732127256e-01,4.45411018202852185259724661435847010e-01,-9.46720878386179495538327334705407971e-02,3.95204394329660165019541914549583431e-01,-3.00532306491042215465709181079042586e-01,-4.78439508317639874772341396530780597e-02,-3.39699140029765734127539256860627249e-02,8.18138648347405608899880653391407967e-02,-7.98590670633829643869854844645463730e-02,-1.00958282923292242379883311433044512e+00,1.07399189629630526135949138074023410e+00,4.57175240825067477855925407855214587e-01,-4.68313127913178537802642415722310851e-02,-4.10893928033749646768619789621183236e-01,-7.39774043185533909646981540956961769e-02,4.13744175335435902358058108393694275e-02,3.11529867850098021298550224551961559e-02,1.79338366699316076324777213812922128e+00,3.02609337948486059031655465153969935e+00,2.18201012027478240375315043723888408e+00
3.20000000000000017763568394002504647e+00,-1.09654637679831670171781215785193878e+00,5.43452796320711522539144005834151907e-01,5.53093580477605179178668152017786774e-01,-4.87970153483231893233969285132832653e-02,3.80973215425096908787475884317890661e-01,-3.32176200076773719464078955804607347e-01,-5.50143094584262873787607372871254787e-02,-2.83098553441133824352453216125231127e-02,8.33241648025396698140060588996486034e-02,-1.08009257829480996759571927104761058e-02,-1.06600383836418630604240945249049505e+00,1.06135476414713427889203942714621414e+00,4.59960251977502469848877731219789156e-01,-2.40487608197641543928893119358330207e-01,-2.20022643779860948612943235199658587e-01,-7.04303705023799102330517480557492757e-02,7.08672228388833493061578601569069158e-02,-1.88685233650343767214343290228823875e-03,1.58012071145504673364001746449503116e+00,3.25653800060824281697383653662567521e+00,2.17817627874747788397694010483544281e+00
