,0,1,2,3,4,5,6,7,8
0,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
1,0.0,1.532581972440994e-08,4.247319385086712e-09,1.485100931120087e-11,2.6645352591003757e-15,-2.220446049250313e-16,0.0,-3.3306690738754696e-16,-2.220446049250313e-16
2,0.0,-7.328958662178309e-09,2.0081661000759254e-08,5.090106114380433e-11,5.773159728050814e-15,-2.220446049250313e-16,-3.3306690738754696e-16,-3.3306690738754696e-16,-5.551115123125783e-16
3,0.0,-1.2098207435862207e-08,3.756421795841902e-08,8.01136934569513e-11,8.659739592076221e-15,-2.220446049250313e-16,2.220446049250313e-16,0.0,-3.3306690738754696e-16
4,0.0,1.1062262883498875e-08,4.3276279892978664e-08,1.8973378423936538e-10,2.90878432451791e-14,-2.220446049250313e-16,-3.3306690738754696e-16,0.0,-6.661338147750939e-16
5,0.0,8.11841673886704e-08,3.161321671107942e-08,7.696439041637859e-10,2.2803980925800715e-13,-2.220446049250313e-16,-2.220446049250313e-16,0.0,-3.3306690738754696e-16
6,0.0,9.990101812462626e-08,1.7654430806146593e-08,2.0166175396241215e-09,6.723510637129948e-13,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-5.551115123125783e-16
7,0.0,6.447107492313364e-08,1.7311792666063752e-08,3.774001111622738e-09,1.3571366253017914e-12,2.220446049250313e-16,-2.220446049250313e-16,-3.3306690738754696e-16,-3.3306690738754696e-16
8,0.0,3.159451344991737e-08,1.697547302725866e-08,5.7425242339093074e-09,2.263522702605769e-12,-2.220446049250313e-16,0.0,-2.220446049250313e-16,-5.551115123125783e-16
9,0.0,3.344950227912591e-08,1.613841349445977e-08,7.480276842386502e-09,3.355982158836923e-12,2.220446049250313e-16,-2.220446049250313e-16,-3.3306690738754696e-16,-5.551115123125783e-16
10,0.0,5.1763437980412164e-08,1.4875181530982218e-08,8.402682105668191e-09,4.586331314726522e-12,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,-5.551115123125783e-16
11,0.0,5.976234684901272e-08,1.2814641126013271e-08,8.793396677475585e-09,5.891287457870931e-12,2.220446049250313e-16,-3.3306690738754696e-16,-5.551115123125783e-16,-2.220446049250313e-16
12,0.0,4.9571365012823776e-08,1.2115851655281062e-08,1.0164024066838806e-08,7.191580664311914e-12,4.440892098500626e-16,2.220446049250313e-16,0.0,-3.3306690738754696e-16
13,0.0,4.591965852007718e-08,1.1255337550863942e-08,1.2353329248426803e-08,8.394396289190809e-12,8.881784197001252e-16,-2.220446049250313e-16,-2.220446049250313e-16,-5.551115123125783e-16
14,0.0,6.89905965689519e-08,8.95519858268301e-09,1.500413659982769e-08,9.39182065451405e-12,6.661338147750939e-16,2.220446049250313e-16,-2.220446049250313e-16,-3.3306690738754696e-16
15,0.0,1.3276736843259584e-07,7.55075668656957e-09,1.7605996660563505e-08,1.0060841049153169e-11,8.881784197001252e-16,0.0,0.0,-3.3306690738754696e-16
16,0.0,1.1724175652538804e-07,4.173622114578279e-09,1.9495143721570685e-08,1.0272227513041798e-11,8.881784197001252e-16,0.0,-2.220446049250313e-16,-5.551115123125783e-16
