,0,1,2,3,4,5,6,7,8
46,0.0,-9.630661546022878e-08,5.039763051328805e-08,5.187551432861426e-08,4.530775754574279e-11,4.884981308350689e-15,-3.3306690738754696e-16,-3.3306690738754696e-16,0.0
47,0.0,-4.3765799317974086e-08,5.64742224096193e-08,5.052940199590239e-08,4.650302365405423e-11,4.884981308350689e-15,-2.220446049250313e-16,-3.3306690738754696e-16,-2.220446049250313e-16
48,0.0,-1.0893290003366474e-07,6.900589699654347e-08,4.8422608145415325e-08,4.796407715446094e-11,5.10702591327572e-15,-5.551115123125783e-16,-5.551115123125783e-16,-3.3306690738754696e-16
49,0.0,-2.0346894058498322e-07,7.752667507965327e-08,4.562314814826607e-08,4.9503290355801255e-11,5.329070518200751e-15,-2.220446049250313e-16,-3.3306690738754696e-16,2.220446049250313e-16
50,0.0,-1.813027170616266e-07,8.654258154550121e-08,4.222496929884301e-08,5.093547805756771e-11,5.329070518200751e-15,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
51,0.0,-1.3915212859760828e-07,9.715729820669594e-08,3.834799966462299e-08,5.207168030096909e-11,5.773159728050814e-15,-2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
52,0.0,-1.3109468832706028e-07,1.0219014212609068e-07,3.413819249509231e-08,5.2725823707078234e-11,5.329070518200751e-15,-3.3306690738754696e-16,-5.551115123125783e-16,0.0
53,0.0,-1.4471784048897263e-07,1.1236187091867578e-07,2.9767575515649014e-08,5.323941287826983e-11,5.773159728050814e-15,-5.551115123125783e-16,-2.220446049250313e-16,0.0
54,0.0,-1.636695300399893e-07,1.1473443617404655e-07,2.5434292894033206e-08,5.651656920235837e-11,5.773159728050814e-15,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
55,0.0,-1.772768960517368e-07,1.2105834912290447e-07,2.1362648761069636e-08,6.295719501281383e-11,6.439293542825908e-15,-2.220446049250313e-16,0.0,2.220446049250313e-16
56,0.0,-1.4698532790902163e-07,1.2266255122739267e-07,1.780315228572249e-08,7.2476025181345e-11,7.327471962526033e-15,-2.220446049250313e-16,-3.3306690738754696e-16,0.0
57,0.0,-1.5623785820650937e-08,1.2402333515737496e-07,1.503255497858902e-08,8.498735049045081e-11,8.43769498715119e-15,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
58,0.0,1.0199825872803103e-08,1.2454267661610174e-07,1.335389177015145e-08,1.0040746012407453e-10,1.0436096431476471e-14,-2.220446049250313e-16,-5.551115123125783e-16,0.0
59,0.0,-4.1629736990955735e-08,1.2190643472465013e-07,1.3001979937143915e-08,1.1865375348918406e-10,1.199040866595169e-14,2.220446049250313e-16,-3.3306690738754696e-16,0.0
60,0.0,-5.509683054238934e-08,1.1953077994064643e-07,1.2988542241743062e-08,1.3964340794814234e-10,1.4210854715202004e-14,-2.220446049250313e-16,-3.3306690738754696e-16,-2.220446049250313e-16
61,0.0,-3.258517811133288e-08,1.1501690266868536e-07,1.2959106898691175e-08,1.6329515517554682e-10,1.6653345369377348e-14,2.220446049250313e-16,-3.3306690738754696e-16,0.0
62,0.0,-1.7647076355764568e-08,1.0785413095959484e-07,1.2913740965458942e-08,1.895272827567851e-10,1.9539925233402755e-14,-5.551115123125783e-16,-5.551115123125783e-16,4.440892098500626e-16
63,0.0,-1.9263973971561654e-08,1.0356974944336628e-07,1.2853131226009396e-08,2.1826163099092355e-10,2.19824158875781e-14,-2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
64,0.0,-3.398209225125015e-08,9.227376462916936e-08,1.277864125626138e-08,2.494178197309793e-10,2.5091040356528538e-14,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
65,0.0,-6.173599609304858e-08,8.807002060962077e-08,1.2692366935240784e-08,2.8291835540983357e-10,2.8199664825478976e-14,0.0,-5.551115123125783e-16,0.0
66,0.0,-6.891055226443399e-08,7.526805068103215e-08,1.259718707125046e-08,3.1868485628194776e-10,3.219646771412954e-14,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
67,0.0,-2.6663044772057276e-08,6.956937781410488e-08,1.2496818468932247e-08,3.566420492262523e-10,3.574918139293004e-14,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
68,0.0,2.298517554066848e-08,5.7953768228813374e-08,1.2395866777481501e-08,3.9671288476483824e-10,3.9745984281580604e-14,-2.220446049250313e-16,-3.3306690738754696e-16,2.220446049250313e-16
69,0.0,-2.4527066821988797e-08,4.9645305200129997e-08,1.2299874674326361e-08,4.3882297795505565e-10,4.39648317751562e-14,-2.220446049250313e-16,-2.220446049250313e-16,0.0
70,0.0,-1.2778806168789458e-07,4.0937189860201784e-08,1.2215370270851622e-08,4.828983879434645e-10,4.8405723873656825e-14,-3.3306690738754696e-16,-2.220446049250313e-16,0.0
71,0.0,-1.1232306373898382e-07,3.012482152620066e-08,1.2149913519721167e-08,5.288647297874149e-10,5.306866057708248e-14,-2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
72,0.0,-6.953542663890033e-08,2.4789199803976203e-08,1.211214240015579e-08,5.76650727168726e-10,5.773159728050814e-14,-3.3306690738754696e-16,-5.551115123125783e-16,-2.220446049250313e-16
73,0.0,-5.856072859966588e-08,1.3489828587509578e-08,1.2103319901868304e-08,6.261851037692168e-10,6.261657858885883e-14,-2.220446049250313e-16,-2.220446049250313e-16,0.0
74,0.0,-6.987768175203968e-08,1.0212545475951629e-08,1.207926381141533e-08,6.77394584869262e-10,6.772360450213455e-14,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
75,0.0,-8.889841618398009e-08,1.064639265635492e-09,1.203153421336367e-08,7.302112248197545e-10,7.327471962526033e-14,-5.551115123125783e-16,-5.551115123125783e-16,2.220446049250313e-16
76,0.0,-1.0394194027707471e-07,-2.0515454890457363e-09,1.1960320511761324e-08,7.845650795701431e-10,7.860379014346108e-14,2.220446049250313e-16,-2.220446049250313e-16,0.0
77,0.0,-8.190936506835556e-08,-8.072719936969008e-09,1.1866737370525016e-08,8.403873152929009e-10,8.43769498715119e-14,-3.3306690738754696e-16,-3.3306690738754696e-16,-2.220446049250313e-16
78,0.0,3.666627979015402e-08,-1.1423852419589764e-08,1.175291797217426e-08,8.976117626957603e-10,9.015010959956271e-14,2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
79,0.0,8.382697314068821e-08,-1.4588149355176938e-08,1.1622098172736628e-08,9.561700320404043e-10,9.592326932761353e-14,-2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
80,0.0,2.9799449352552188e-08,-1.764914758783931e-08,1.1478706651857351e-08,1.0159963981237752e-09,1.0191847366058937e-13,-2.220446049250313e-16,-3.3306690738754696e-16,-2.220446049250313e-16
81,0.0,7.473836660665256e-09,-1.8838875459614712e-08,1.1328450844061422e-08,1.0770271341442594e-09,1.0813572259849025e-13,-3.3306690738754696e-16,0.0,2.220446049250313e-16
82,0.0,3.0090354208311965e-08,-2.0813229917315823e-08,1.1178400205480443e-08,1.1391960708095894e-09,1.141309269314661e-13,-2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
83,0.0,4.302703060510282e-08,-2.102652063573629e-08,1.1037075031694599e-08,1.202441035630386e-09,1.2101430968414206e-13,-2.220446049250313e-16,-6.661338147750939e-16,0.0
84,0.0,4.13740497418047e-08,-2.142748156686025e-08,1.091452306312135e-08,1.2666987458942458e-09,1.2678746941219288e-13,-2.220446049250313e-16,0.0,-2.220446049250313e-16
85,0.0,3.1223435836835733e-08,-2.135749432863321e-08,1.0822405860366757e-08,1.3319070291117896e-09,1.3344880755994382e-13,-2.220446049250313e-16,-3.3306690738754696e-16,2.220446049250313e-16
86,0.0,9.849743909384756e-09,-2.0544610568329347e-08,1.0774079406417059e-08,1.398005045061268e-09,1.4011014570769476e-13,2.220446049250313e-16,-3.3306690738754696e-16,-2.220446049250313e-16
87,0.0,-6.077771175228008e-09,-2.01277127187538e-08,1.1114732245687264e-08,1.464933285788561e-09,1.4721557306529576e-13,2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
88,0.0,3.439455653619916e-08,-1.8762071563038774e-08,1.0959048113434733e-08,1.5326313551611292e-09,1.5365486660812167e-13,4.440892098500626e-16,-5.551115123125783e-16,-2.220446049250313e-16
89,0.0,9.165466141602963e-08,-1.7725099721310755e-08,1.0803887562360615e-08,1.601041299537087e-09,1.603162047558726e-13,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
90,0.0,5.220213128431794e-08,-1.6379218648054916e-08,1.0641804548683353e-08,1.6701047211853393e-09,1.674216321134736e-13,2.220446049250313e-16,-2.220446049250313e-16,-3.3306690738754696e-16
91,0.0,-6.274687358587272e-08,-1.458188891856338e-08,1.0468026667709296e-08,1.7397652207762349e-09,1.745270594710746e-13,2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
92,0.0,-5.986590001505476e-08,-1.3593265957290157e-08,1.0280445605914679e-08,1.809966398980123e-09,1.8141044222375058e-13,2.220446049250313e-16,-5.551115123125783e-16,0.0
93,0.0,-7.942154600648621e-09,-1.1325179571919364e-08,1.0079609147339852e-08,1.880653188734982e-09,1.8851586958135158e-13,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
94,0.0,5.895718580006815e-09,-1.058953658095163e-08,9.868717842920205e-09,1.9517707450233956e-09,1.9584334154387761e-13,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
95,0.0,-4.0907346399166045e-09,-8.382495475522944e-09,9.653619015281834e-09,2.023265555095577e-09,2.0294876890147862e-13,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
96,0.0,-2.170624102681984e-08,-7.244487898461216e-09,9.442816750748761e-09,2.095084106201739e-09,2.1027624086400465e-13,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
97,0.0,-3.845350748932219e-08,-3.1591858018487073e-09,9.24747145525373e-09,2.1671762162611685e-09,2.169375790117556e-13,0.0,-2.220446049250313e-16,4.440892098500626e-16
98,0.0,-1.995679721478183e-08,7.111098376810787e-10,9.081412288836077e-09,2.2394885945686838e-09,2.2426505097428162e-13,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
99,0.0,8.487992464445426e-08,2.0868224925862933e-09,8.961148711961187e-09,2.3119715031327814e-09,2.320366121466577e-13,-2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
100,0.0,1.51522419722383e-07,5.5593167846978986e-09,8.905888027044284e-09,2.384576092140378e-09,2.389199948993337e-13,-3.3306690738754696e-16,-3.3306690738754696e-16,0.0
101,0.0,9.869354111735618e-08,6.7424306138264e-09,8.886133606722524e-09,2.4572519574661555e-09,2.4646951146678475e-13,0.0,-5.551115123125783e-16,-2.220446049250313e-16
102,0.0,7.251634182026123e-08,9.003856549227862e-09,8.820198349468455e-09,2.5299526917876847e-09,2.533528942194607e-13,-2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
103,0.0,9.321866456524219e-08,1.1373851638296628e-08,8.706171339412094e-09,2.6026305555149065e-09,2.6068036618198676e-13,-2.220446049250313e-16,-6.661338147750939e-16,2.220446049250313e-16
104,0.0,1.0804259265029259e-07,1.211560851643867e-08,8.54473469757977e-09,2.6752391413253918e-09,2.680078381445128e-13,2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
105,0.0,1.0757940760441898e-07,1.4084923449786402e-08,8.337513124345719e-09,2.7477333741643406e-09,2.751132655021138e-13,2.220446049250313e-16,-3.3306690738754696e-16,2.220446049250313e-16
106,0.0,9.772113984674036e-08,1.4756254662628976e-08,8.087109870658082e-09,2.8200679569323484e-09,2.824407374646398e-13,0.0,-2.220446049250313e-16,-2.220446049250313e-16
107,0.0,7.667780788089829e-08,1.5537120257036463e-08,7.797143375398718e-09,2.8921998129760595e-09,2.8976820942716586e-13,2.220446049250313e-16,-3.3306690738754696e-16,4.440892098500626e-16
108,0.0,5.795834834287916e-08,1.6395045765449368e-08,7.472289897947348e-09,2.964084977463699e-09,2.9687363678476686e-13,-2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
109,0.0,9.223259533897021e-08,1.6449439810273248e-08,7.1183450245371205e-09,3.035681261920331e-09,3.044231533522179e-13,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
110,0.0,1.5516028595286002e-07,1.6544722480915652e-08,6.742277403049002e-09,3.1069480321832543e-09,3.113065361048939e-13,2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16
111,0.0,1.2324108578098958e-07,1.6509952294185837e-08,6.352304904311268e-09,3.1778442100005577e-09,3.184119634624949e-13,4.440892098500626e-16,-3.3306690738754696e-16,2.220446049250313e-16
112,0.0,1.2800593918171899e-08,1.592319387455632e-08,5.957971005443596e-09,3.2483300493879597e-09,3.255173908200959e-13,4.440892098500626e-16,-2.220446049250313e-16,0.0
113,0.0,9.099628828224127e-09,1.5131884856245392e-08,5.5702282786285195e-09,3.3183666925395983e-09,3.3306690738754696e-13,4.440892098500626e-16,-5.551115123125783e-16,2.220446049250313e-16
114,0.0,2.3164489215687922e-08,1.4011451332507363e-08,5.20153786709443e-09,3.3879161698280313e-09,3.3950620093037287e-13,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16
115,0.0,3.8986676331731474e-08,1.0084676205224241e-08,4.865970737455427e-09,3.456940067536607e-09,3.461675390781238e-13,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
116,0.0,3.463537856518428e-08,6.526401419293393e-09,4.579317147701545e-09,3.5254030805731418e-09,3.530509218307998e-13,2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
117,0.0,1.1843401814815024e-08,4.533988740007544e-09,4.359211658311324e-09,3.5932690156670333e-09,3.601563491884008e-13,4.440892098500626e-16,-2.220446049250313e-16,2.220446049250313e-16
118,0.0,-1.1206965466747931e-08,-1.817718975338778e-09,4.225257477230571e-09,3.660503455904518e-09,3.6703973194107675e-13,4.440892098500626e-16,-2.220446049250313e-16,2.220446049250313e-16
119,0.0,3.3886971007035527e-09,-6.935379048833568e-09,4.1918508664196e-09,3.727071540282623e-09,3.7347902548390266e-13,4.440892098500626e-16,-2.220446049250313e-16,-2.220446049250313e-16
120,0.0,5.562630267519353e-08,-1.0202001243797554e-08,4.176262446975443e-09,3.792940850289028e-09,3.801403636316536e-13,2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
121,0.0,8.365111159314154e-08,-1.958123097001163e-08,4.147331589265946e-09,3.858078523322206e-09,3.863576125695545e-13,4.440892098500626e-16,-5.551115123125783e-16,-2.220446049250313e-16
122,0.0,1.3709096302605417e-08,-2.6246561923848333e-08,4.103068995675585e-09,3.922452584959046e-09,3.9324099532223045e-13,2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
123,0.0,-4.86902265173228e-08,-3.08011420813159e-08,4.041710965907441e-09,3.986032615088675e-09,3.994582442601313e-13,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
124,0.0,-1.6335556241031668e-08,-4.2764840224585043e-08,3.9618208713676495e-09,4.048789525867846e-09,4.056754931980322e-13,2.220446049250313e-16,-5.551115123125783e-16,-2.220446049250313e-16
125,0.0,1.1550262080106677e-08,-5.030111316361996e-08,3.8624039522261455e-09,4.110692675141081e-09,4.118927421359331e-13,4.440892098500626e-16,-2.220446049250313e-16,0.0
126,0.0,1.4144295734652701e-08,-5.604640884726564e-08,3.743026777414116e-09,4.1717140852881585e-09,4.18332035678759e-13,8.881784197001252e-16,-3.3306690738754696e-16,2.220446049250313e-16
127,0.0,-2.556369227413313e-09,-6.99485018795798e-08,3.6039518036545815e-09,4.231826444822673e-09,4.2388315080188477e-13,4.440892098500626e-16,0.0,-2.220446049250313e-16
128,0.0,-2.3622505285203488e-08,-7.768763432558501e-08,3.4462814824109955e-09,4.291003996570453e-09,4.3010039973978564e-13,4.440892098500626e-16,-5.551115123125783e-16,2.220446049250313e-16
129,0.0,-3.5049842472822945e-08,-8.406316887032972e-08,3.2721072518171468e-09,4.349218762911278e-09,4.3565151486291143e-13,4.440892098500626e-16,-6.661338147750939e-16,0.0
130,0.0,1.4251774649309823e-08,-9.83736152537773e-08,3.0846767362646688e-09,4.406447207117026e-09,4.4142467459096224e-13,2.220446049250313e-16,-5.551115123125783e-16,0.0
131,0.0,1.6471203956314184e-07,-1.0536627748081173e-07,2.8885658309718565e-09,4.46266468223655e-09,4.46975789714088e-13,2.220446049250313e-16,-2.220446049250313e-16,-3.3306690738754696e-16
132,0.0,1.54159958576372e-07,-1.1116560127977237e-07,2.689866995808643e-09,4.517847651541729e-09,4.531930386519889e-13,4.440892098500626e-16,-2.220446049250313e-16,2.220446049250313e-16
133,0.0,9.857283478353907e-08,-1.233215186635661e-07,2.4963786593446002e-09,4.571973466482859e-09,4.580780199603396e-13,4.440892098500626e-16,-5.551115123125783e-16,2.220446049250313e-16
134,0.0,9.42160602868114e-08,-1.284107847832061e-07,2.317817049402038e-09,4.625020144644054e-09,4.631850458736153e-13,8.881784197001252e-16,-3.3306690738754696e-16,-2.220446049250313e-16
135,0.0,1.1955366185922855e-07,-1.3155707256906624e-07,2.166034462902644e-09,4.676967479966265e-09,4.68292071786891e-13,4.440892098500626e-16,-2.220446049250313e-16,-2.220446049250313e-16
136,0.0,1.2791679959711644e-07,-1.3784158447993633e-07,2.0552430868292504e-09,4.72779415616742e-09,4.736211423050918e-13,8.881784197001252e-16,-2.220446049250313e-16,-2.220446049250313e-16
137,0.0,1.2333851362456016e-07,-1.394889097561247e-07,2.002260357514274e-09,4.777481743545309e-09,4.787281682183675e-13,4.440892098500626e-16,-5.551115123125783e-16,2.220446049250313e-16
138,0.0,1.1212221529000033e-07,-1.3428555911687567e-07,1.985791753256194e-09,4.826011368308514e-09,4.833911049217932e-13,6.661338147750939e-16,-2.220446049250313e-16,0.0
139,0.0,8.51323926909231e-08,-1.2973038454600072e-07,1.932176862950996e-09,4.873364600754826e-09,4.884981308350689e-13,8.881784197001252e-16,-5.551115123125783e-16,-3.3306690738754696e-16
140,0.0,9.096544761888481e-08,-1.2914422420351457e-07,1.8363643938812402e-09,4.9195258977619005e-09,4.929390229335695e-13,6.661338147750939e-16,-2.220446049250313e-16,2.220446049250313e-16
141,0.0,1.3627843786778726e-07,-1.278519473624229e-07,1.6961463344955519e-09,4.964477939850553e-09,4.971578704271451e-13,6.661338147750939e-16,-2.220446049250313e-16,-2.220446049250313e-16
142,0.0,1.8020323833134455e-07,-1.2527445614196608e-07,1.5102195050076261e-09,5.0082060720768595e-09,5.018208071305708e-13,8.881784197001252e-16,-3.3306690738754696e-16,2.220446049250313e-16
